Coluna;UF;IBGE Setor
Ano;11 - Rondônia;11 - Rondônia;11 - Rondônia;11 - Rondônia;11 - Rondônia;11 - Rondônia;11 - Rondônia;11 - Rondônia;11 - Rondônia;12 - Acre;12 - Acre;12 - Acre;12 - Acre;12 - Acre;12 - Acre;12 - Acre;12 - Acre;12 - Acre;13 - Amazonas;13 - Amazonas;13 - Amazonas;13 - Amazonas;13 - Amazonas;13 - Amazonas;13 - Amazonas;13 - Amazonas;13 - Amazonas;14 - Roraima;14 - Roraima;14 - Roraima;14 - Roraima;14 - Roraima;14 - Roraima;14 - Roraima;14 - Roraima;14 - Roraima;15 - Pará;15 - Pará;15 - Pará;15 - Pará;15 - Pará;15 - Pará;15 - Pará;15 - Pará;15 - Pará;16 - Amapá;16 - Amapá;16 - Amapá;16 - Amapá;16 - Amapá;16 - Amapá;16 - Amapá;16 - Amapá;16 - Amapá;17 - Tocantins;17 - Tocantins;17 - Tocantins;17 - Tocantins;17 - Tocantins;17 - Tocantins;17 - Tocantins;17 - Tocantins;17 - Tocantins;21 - Maranhão;21 - Maranhão;21 - Maranhão;21 - Maranhão;21 - Maranhão;21 - Maranhão;21 - Maranhão;21 - Maranhão;21 - Maranhão;22 - Piauí;22 - Piauí;22 - Piauí;22 - Piauí;22 - Piauí;22 - Piauí;22 - Piauí;22 - Piauí;22 - Piauí;23 - Ceará;23 - Ceará;23 - Ceará;23 - Ceará;23 - Ceará;23 - Ceará;23 - Ceará;23 - Ceará;23 - Ceará;24 - Rio Grande do Norte;24 - Rio Grande do Norte;24 - Rio Grande do Norte;24 - Rio Grande do Norte;24 - Rio Grande do Norte;24 - Rio Grande do Norte;24 - Rio Grande do Norte;24 - Rio Grande do Norte;24 - Rio Grande do Norte;25 - Paraíba;25 - Paraíba;25 - Paraíba;25 - Paraíba;25 - Paraíba;25 - Paraíba;25 - Paraíba;25 - Paraíba;25 - Paraíba;26 - Pernambuco;26 - Pernambuco;26 - Pernambuco;26 - Pernambuco;26 - Pernambuco;26 - Pernambuco;26 - Pernambuco;26 - Pernambuco;26 - Pernambuco;27 - Alagoas;27 - Alagoas;27 - Alagoas;27 - Alagoas;27 - Alagoas;27 - Alagoas;27 - Alagoas;27 - Alagoas;27 - Alagoas;28 - Sergipe;28 - Sergipe;28 - Sergipe;28 - Sergipe;28 - Sergipe;28 - Sergipe;28 - Sergipe;28 - Sergipe;28 - Sergipe;29 - Bahia;29 - Bahia;29 - Bahia;29 - Bahia;29 - Bahia;29 - Bahia;29 - Bahia;29 - Bahia;29 - Bahia;29 - Bahia;31 - Minas Gerais;31 - Minas Gerais;31 - Minas Gerais;31 - Minas Gerais;31 - Minas Gerais;31 - Minas Gerais;31 - Minas Gerais;31 - Minas Gerais;31 - Minas Gerais;32 - Espírito Santo;32 - Espírito Santo;32 - Espírito Santo;32 - Espírito Santo;32 - Espírito Santo;32 - Espírito Santo;32 - Espírito Santo;32 - Espírito Santo;32 - Espírito Santo;33 - Rio de Janeiro;33 - Rio de Janeiro;33 - Rio de Janeiro;33 - Rio de Janeiro;33 - Rio de Janeiro;33 - Rio de Janeiro;33 - Rio de Janeiro;33 - Rio de Janeiro;33 - Rio de Janeiro;35 - São Paulo;35 - São Paulo;35 - São Paulo;35 - São Paulo;35 - São Paulo;35 - São Paulo;35 - São Paulo;35 - São Paulo;35 - São Paulo;35 - São Paulo;41 - Paraná;41 - Paraná;41 - Paraná;41 - Paraná;41 - Paraná;41 - Paraná;41 - Paraná;41 - Paraná;41 - Paraná;41 - Paraná;42 - Santa Catarina;42 - Santa Catarina;42 - Santa Catarina;42 - Santa Catarina;42 - Santa Catarina;42 - Santa Catarina;42 - Santa Catarina;42 - Santa Catarina;42 - Santa Catarina;42 - Santa Catarina;43 - Rio Grande do Sul;43 - Rio Grande do Sul;43 - Rio Grande do Sul;43 - Rio Grande do Sul;43 - Rio Grande do Sul;43 - Rio Grande do Sul;43 - Rio Grande do Sul;43 - Rio Grande do Sul;43 - Rio Grande do Sul;50 - Mato Grosso do Sul;50 - Mato Grosso do Sul;50 - Mato Grosso do Sul;50 - Mato Grosso do Sul;50 - Mato Grosso do Sul;50 - Mato Grosso do Sul;50 - Mato Grosso do Sul;50 - Mato Grosso do Sul;50 - Mato Grosso do Sul;51 - Mato Grosso;51 - Mato Grosso;51 - Mato Grosso;51 - Mato Grosso;51 - Mato Grosso;51 - Mato Grosso;51 - Mato Grosso;51 - Mato Grosso;51 - Mato Grosso;52 - Goiás;52 - Goiás;52 - Goiás;52 - Goiás;52 - Goiás;52 - Goiás;52 - Goiás;52 - Goiás;52 - Goiás;53 - Distrito Federal;53 - Distrito Federal;53 - Distrito Federal;53 - Distrito Federal;53 - Distrito Federal;53 - Distrito Federal;53 - Distrito Federal;53 - Distrito Federal;53 - Distrito Federal;53 - Distrito Federal;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
2010;1099;33241;2717;42751;71958;59322;112731;10471;334290;220;6769;978;8960;19281;23955;57764;3260;121187;1666;118550;5778;24144;80726;150910;190866;3099;575739;71;2646;1648;6023;13561;15308;38506;822;78585;14225;93451;7631;60633;177125;215579;342615;39976;951235;1081;3024;1463;4618;21117;26004;49849;1035;108191;1004;14607;2876;13741;40246;39148;112649;14684;238955;1649;35947;6400;59688;118404;141667;254976;17894;636625;668;27170;4826;30951;71813;94458;140946;6631;377463;2654;251357;7187;75973;209548;369096;387697;22280;1325792;8710;74776;6177;38508;102291;146634;183683;14247;575026;1258;74918;7698;31822;83959;119148;246541;14160;579504;2331;217222;16898;122908;264682;465367;395934;51284;1536626;782;105087;4618;27986;73322;101442;147926;9829;470992;4600;41477;6095;28713;56221;100189;118554;13730;369579;12924;224490;18360;153474;388218;643319;611843;86604;0;2139232;50027;808188;40213;308310;889667;1418619;882428;249439;4646891;12588;117402;9109;60275;178575;285809;167188;29475;860421;41460;432531;55325;224662;788750;1773288;740897;23169;4080082;18589;2781115;100609;633882;2506367;4877008;1624624;331411;0;12873605;6930;658613;25376;136051;590211;842872;421072;102590;0;2783715;7377;630596;17322;89045;395888;554063;232258;43105;0;1969654;6516;717614;30169;124875;561690;836668;444495;82135;2804162;1894;81096;3030;27707;107412;144010;133939;61701;560789;2764;92928;5065;33437;156218;146968;130862;88300;656542;7708;204593;8988;76504;251159;344557;338436;81696;1313641;421;36294;5728;63281;163830;409607;414101;6570;0;1099832;211216;7885702;402284;2508922;8382239;14345015;8923380;1409597;0;44068355
2009;955;31051;2730;27680;63827;52985;107761;9948;296937;213;5777;1025;8974;18354;20469;48273;2928;106013;1341;107315;5547;25450;74625;135568;156967;2832;509645;49;2446;1796;5840;11223;11617;39961;839;73771;11134;86863;9051;51395;158854;189517;325302;38753;870869;890;3291;1924;3705;19141;25777;49978;1065;105771;825;12758;2699;12738;36302;34216;114486;14235;228259;1092;32868;6428;40453;103050;127019;233870;17495;562275;635;25703;4124;26348;63015;88072;136683;7121;351701;2713;236851;6874;58435;185522;334959;386474;24433;1236261;9573;68260;5909;28666;93190;135499;182548;15112;538757;1214;68213;8348;25844;73987;109579;240783;15407;543375;2415;212081;16222;85480;240558;413449;387715;42077;1399997;1035;105429;4591;18434;65892;93329;147439;9987;446136;4817;36353;5493;21658;51264;89240;122929;12298;344052;16033;205023;17028;124795;357187;590969;606642;81955;0;1999632;45477;750241;38929;274804;802800;1315540;875790;247258;4350839;11958;113887;8835;54723;167909;266623;162470;30501;816906;49630;395185;49630;206625;735173;1662214;729665;23137;3851259;16695;2602550;95081;566575;2322390;4502732;1600657;372451;0;12079131;5722;620249;24715;112059;548637;779480;441693;105234;0;2637789;7071;585833;17405;76162;365990;516247;225372;44254;0;1838334;5878;662727;26922;103066;514349;773438;435521;80419;2602320;1818;75851;2834;22799;98350;130229;130731;60895;523507;2335;90567;4342;27906;143192;139036;131189;83892;622459;6811;188356;9528;64895;224931;317786;320156;76847;1209310;507;35356;7369;56779;153239;379800;422915;6276;0;1062241;208836;7361084;385379;2132288;7692951;13235389;8763970;1427649;0;41207546
2008;799;30500;2538;10157;59358;47488;102367;9378;262585;199;5514;1018;6632;16921;18669;46890;2881;98724;1208;112222;6309;25373;69186;129985;162998;2938;510219;45;2158;1686;4264;10336;11844;19860;1225;51418;10385;89416;7667;50956;151550;186890;309878;39013;845755;1553;2437;1652;3257;18175;22870;46949;1290;98183;782;11645;2887;13348;33166;30790;106502;14005;213125;785;35594;6231;40482;94890;120964;223860;17204;540010;628;23907;4035;19575;58687;83744;139453;5603;335632;2600;215542;6518;45715;169887;307988;356239;25510;1129999;8616;67449;6941;28578;87563;122242;176898;16940;515227;1284;66931;7305;29925;67216;103916;222897;13865;513339;2267;200338;15329;69720;221485;392558;359507;47567;1308771;1081;103872;4755;13634;60880;89966;140756;10089;425033;4537;34265;3743;20997;48674;82275;111978;12777;319246;16407;191520;16213;95826;332717;552183;574827;81757;2;1861452;45613;746067;37220;259470;766747;1255265;824918;248883;4184183;12207;110361;8256;54331;164663;249679;146242;30551;776290;46207;391749;49760;182636;714567;1611652;692040;23772;3712383;16282;2636486;95200;514364;2226858;4283662;1565147;375160;4;11713163;5617;608802;24095;97194;524739;747050;392376;104022;32;2503927;7711;581610;17453;75901;344885;481475;225767;42802;0;1777604;6786;666423;24870;94721;494340;739994;416098;78079;2521311;1898;68130;2825;24546;93314;122628;125430;58549;497320;2213;89060;4090;27898;136260;128058;123901;79058;590538;6765;184991;9228;57991;213593;292563;298792;71123;1135046;461;33851;7546;47105;143451;365019;397566;6059;25;1001083;204936;7310840;375370;1914596;7324108;12581417;8310136;1420100;63;39441566
2007;783;31551;2376;6311;54315;45007;96692;8479;245514;174;5134;899;5327;15541;17294;45016;2624;92009;1631;111578;5118;21667;61955;122817;155115;2846;482727;42;1845;1270;3937;9115;11633;16822;1078;45742;9221;92893;7302;44629;143428;174896;285379;38404;796152;1286;2886;1479;4084;16395;22966;38646;1156;88898;824;12183;2850;12816;30537;27381;103992;13016;203599;812;33186;5946;28906;86457;112310;197697;17624;482938;778;23289;4050;12597;53594;72905;126446;5172;298831;2448;208149;6776;38020;155512;285363;339048;24076;1059392;8792;64614;6753;25707;81807;112863;178778;19153;498467;1315;65907;7715;18621;61623;90121;217500;12669;475471;1979;188405;13732;54190;206787;358065;365117;51224;1239499;935;102755;4403;11150;56611;80379;140849;10855;407937;4002;33206;3642;21915;45357;103011;99221;10322;320676;14686;184860;16336;87015;309061;526704;567393;78571;0;1784626;44287;724168;37634;228743;723331;1170054;862699;245287;4036203;13110;105571;7708;47668;156392;230971;160763;29376;751559;34210;377065;49050;158096;682230;1541720;798504;24971;3665846;15334;2544678;92768;434963;2080754;4023232;1518034;369141;0;11078904;5328;585818;23262;76802;488158;709362;398574;91627;0;2378931;6697;569590;17449;63005;322586;443208;232401;42864;0;1697800;5420;654733;23616;80976;460695;797921;327261;75222;2425844;1855;65257;2758;21018;86253;114867;121729;58433;472170;2650;86174;3607;24844;121864;115537;143905;73024;571605;6356;177306;8782;44994;195809;281734;277613;68832;1061426;489;29366;7386;39988;134748;343461;383202;6024;0;944664;185444;7082167;364667;1617989;6840915;11935782;8198396;1382070;0;37607430
2006;648;27960;2167;5919;49359;41282;92443;7746;227524;380;4565;1208;5216;14433;15845;41378;2558;85583;1661;102492;4320;15657;57652;112065;142625;2899;439371;15;1814;1163;2949;8151;9483;12168;995;36738;7861;92502;6713;33929;129603;165435;266986;35573;738602;897;2627;1248;2571;14827;21342;34039;966;78517;640;10512;2548;8258;26963;24614;99477;12779;185791;591;29196;5152;21538;77215;104897;184503;14341;437433;620;22560;3129;15156;49556;72412;125058;4757;293248;2359;195288;8232;34666;141237;277858;307475;22375;989490;8021;56278;6649;24876;74217;106471;177391;21354;475257;1533;59075;7063;15756;56079;84882;210443;15889;450720;1886;175336;12220;47871;190854;337640;341991;54758;1162556;774;101130;3868;10951;52634;75455;137440;10980;393232;4074;31765;3662;18819;42394;71006;121223;9551;302494;13814;167637;15586;77470;290555;507820;528224;80367;0;1681473;45865;675298;36613;204432;673471;1093863;766751;247750;3744043;12383;103365;7127;44008;144584;217853;147701;30359;707380;38040;360996;48380;147525;634619;1441012;676229;26826;3373627;14470;2369974;87934;359852;1920752;3747597;1457431;357108;0;10315118;5137;533130;23554;65655;452084;676813;403483;91434;0;2251290;6299;531464;12302;52822;298070;432335;222588;42574;0;1598454;5526;621953;22266;72001;432622;776819;317995;71565;2320747;1601;53141;3023;14525;81729;108678;118264;57724;438685;1944;77651;3612;15273;111978;108888;134609;64170;518125;5723;159481;8363;36655;183056;263767;272195;63582;992822;426;27593;6463;39096;121647;333749;381705;6250;0;916929;183188;6594783;344565;1393446;6330341;11229881;7721815;1357230;0;35155249
2005;743;25443;2143;4611;45922;39295;87271;7748;213176;57;4012;1053;3958;13765;12873;41336;2377;79431;1384;99660;4025;12210;51497;101601;133528;2488;406393;30;1411;973;1555;7599;9072;12417;692;33749;5494;89052;4850;30756;119453;149521;248117;28614;675857;1154;2943;896;2841;14150;18093;32457;576;73110;603;8698;2313;6909;24785;22498;90820;12495;169121;489;24375;5449;17401;69217;98085;173713;11425;400154;843;21198;3988;12997;45297;60727;130120;4028;279198;1816;181265;6946;28372;133354;263041;284380;20987;920161;6017;52562;4416;19939;68772;103198;174369;21524;450797;1407;55229;8576;12533;50983;82357;194168;15582;420835;1703;160353;14512;42469;176930;316689;326590;56305;1095551;560;95978;3713;12689;47063;69446;126999;10668;367116;2054;31273;4706;13484;39496;66401;112806;7568;277788;8875;154908;14490;73517;269760;487068;504003;84369;0;1596990;38542;627390;36940;184730;640279;1050782;781993;231904;3592560;15532;91827;6827;39498;134491;198915;138602;30652;656344;22309;335417;44795;116108;615810;1405123;623935;28287;3191784;13093;2191701;88133;331394;1828451;3501193;1470661;336138;0;9760764;4411;496518;20618;56391;431821;642430;366035;91124;0;2109348;6773;493294;14435;49907;283871;397886;196292;44511;0;1486969;4831;604695;21912;71328;411944;637773;409727;73263;2235473;1379;49095;2922;14873;80073;99732;116211;54912;419197;1714;69312;3385;13349;109268;105046;124089;63952;490115;5348;140358;9645;35626;172695;261754;257144;62357;944927;399;25494;9330;35950;118443;310163;386156;5774;0;891709;147560;6133461;341991;1245395;6005189;10510762;7543939;1310320;0;33238617
2004;772;25238;2098;4133;42346;36710;83448;7053;201798;59;3654;975;2889;12039;11929;40073;2113;73731;1258;88136;3404;9872;47352;95364;117203;2499;365088;9;1542;965;1355;6588;8088;4051;674;23272;4432;88003;5957;29774;110140;147292;222790;27105;635493;426;2492;829;2962;11950;17193;33629;637;70118;639;8114;2257;8409;22985;20347;85108;11836;159695;481;23245;5086;15858;62970;91144;161505;10081;370370;774;20191;3968;10805;41486;56443;124884;4632;263183;1931;177050;6863;26604;122284;247358;259518;18827;860435;5901;49908;4278;18410;61115;96862;161675;22960;421109;1267;50341;8698;12243;47308;77517;182511;16265;396150;1698;148265;14319;40230;163019;300259;296826;57993;1022609;590;94492;3240;10229;43064;66187;118704;9997;346503;2022;28006;4243;13447;35894;63011;100670;8763;256056;8727;142729;15007;61174;250616;442886;457729;79447;0;1458315;39051;597431;37329;158754;592545;994833;687988;224844;3332775;14084;84683;6324;30571;122714;186888;119930;28399;593593;20305;318620;43277;108634;588693;1341340;610520;28785;3060174;12447;2116743;82037;285094;1687545;3269881;1476843;342587;0;9273177;4682;483432;19075;55481;404357;617626;354955;93162;0;2032770;6501;478002;14022;43943;258554;368722;192229;44274;0;1406247;4785;623639;19356;73792;395193;609062;393028;74477;2193332;1193;47786;2772;13775;75288;95989;98925;55932;391660;1525;71260;3577;15848;105249;101446;108409;65322;472636;4622;132460;8547;31351;165112;244901;224368;61463;872824;338;21395;9205;32933;110857;291938;382285;5512;0;854463;140519;5926857;327708;1118570;5587263;9901216;7099804;1305639;0;31407576
2003;518;23140;2038;3946;38021;34167;76208;5439;183477;59;3410;1075;2312;10783;11000;37213;2648;68500;1145;70589;3093;8851;42154;85545;104909;2075;318361;14;1101;979;1116;5959;7894;10225;437;27725;4170;74278;5841;22406;95444;133082;215678;21680;572579;114;2068;549;2394;10513;15352;31431;506;62927;467;7029;2046;6760;19278;20617;80964;9031;146192;398;22738;5154;13331;56072;84398;158394;8276;348761;731;19258;3797;9577;38309;52099;119286;4049;247106;1857;164473;6763;27091;113438;241659;252215;17566;825062;5291;44742;3157;14712;54558;87988;155490;22069;388007;1221;45269;8203;12294;44286;77699;182949;11946;383867;1353;129255;13822;39015;147720;287576;284447;58988;962176;438;80217;3124;9343;39895;63474;100917;18283;315691;1609;25988;4117;12998;33297;59889;99472;7741;245111;8797;127547;15330;56736;229048;414327;455738;72086;0;1379609;27711;529156;35757;140818;546056;945822;698414;214292;3138026;13320;75719;6598;27840;114438;171135;129557;26694;565301;19918;306801;41232;108193;545785;1297506;601285;24473;2945193;12577;1926916;79379;279521;1555863;3105356;1472890;315650;0;8748152;4284;431618;17959;55012;368963;582883;338247;85414;0;1884380;5432;428723;13840;40874;231860;344944;185844;39937;953;1292407;4468;571796;21673;69987;365862;575930;397872;72225;2079813;1049;42400;2619;11996;67715;89147;99176;51140;365242;1357;63701;3250;13033;90277;91003;97013;54467;414101;4276;118040;7968;30126;152347;225873;232967;55442;827039;232;20187;9705;27969;101538;272201;373172;5118;0;810122;122806;5356159;319068;1048251;5119479;9378566;6991973;1207672;953;29544927
2002;473;23428;1878;5456;34338;32030;71520;4153;173276;76;3105;996;2882;9889;11153;38673;1665;68439;1026;62306;3112;9660;40453;79136;94105;1517;291315;20;1052;895;1363;5765;5752;12966;316;28129;3165;69337;5728;26525;87318;131671;205468;17039;546251;9;1784;685;2844;8963;14926;26488;261;55960;373;6836;2024;5957;17966;18678;74257;7136;133227;590;21322;5602;15257;51045;82192;147440;6487;329935;1565;18464;3915;11567;35930;48340;113549;3615;236945;2563;154807;7003;28082;106701;231888;246120;16148;793312;5649;49952;2944;14076;49318;85010;93667;18355;318971;1233;48246;7569;15011;42837;76031;172152;12458;375537;1241;133252;14238;44897;141620;283690;278084;46873;943895;493;76816;3191;8840;37288;59223;108969;16960;311780;1619;25155;3901;12995;31431;59652;97104;7448;239305;8966;118493;15003;57761;215968;405813;420503;67210;0;1309717;30381;518695;35730;151310;521550;905753;671234;211709;3046362;11815;73086;5714;30519;107366;162616;132987;27498;551601;18079;306031;39086;111003;526166;1284203;614796;23099;2922463;13398;1881153;78680;292507;1476745;3079935;1469826;315804;0;8608048;4286;408936;17147;60408;336703;568930;334861;81360;0;1812631;5233;416582;13570;42779;214045;327065;180233;36105;0;1235612;4415;558720;18844;69120;352646;573419;380300;69952;2027416;878;39939;2905;12925;61364;80196;104819;46574;349600;921;60572;3277;12380;78125;89810;88932;45135;379152;4012;112528;7762;30914;141243;219310;217519;48155;781443;322;19177;8967;29312;93750;266130;390730;5203;0;813591;122801;5209774;310366;1106350;4826533;9182552;6787302;1138235;0;28683913
Total;19197;578806;53686;323998;1206007;1082265;1893133;184523;5341615;3151;100271;22313;105059;352922;440276;871142;56058;1951192;29110;1910553;97603;378235;1386247;2533731;2972733;56639;9364851;1181;44079;25651;62208;237927;274792;597306;20208;1263352;247071;1545795;132431;1062204;3036881;3997595;5657012;745778;16424767;18806;54886;23326;83903;363597;462618;855560;16743;1879439;15728;243281;51191;191669;687034;746999;1863616;281007;4080525;23715;608989;104279;681998;2024801;2639246;4206362;291823;10581213;14034;458401;83898;396100;1237009;1789482;2573884;123364;6676172;48730;3993974;140076;1027461;3663502;6816801;6347764;413114;22451422;153870;1089258;104268;514048;1712009;2636197;3079807;321251;9610708;23908;1217206;139513;494385;1449824;2292204;4085944;251158;9954142;37201;3555379;298703;1436740;4496239;8301025;6552204;902130;25579621;16012;1614188;82900;369822;1256410;1891969;2556207;196804;7984312;65519;689101;92620;368155;972838;1853764;1958097;197315;6197409;253048;3514741;340709;2004280;6612964;11350397;10025175;1521117;2;35622433;917898;13087240;712113;4477930;14947255;24531668;14743244;4425603;77842951;229920;1950515;150087;845204;3052548;4870510;2860237;537057;14496078;675459;6980091;937300;3430329;13448043;30660311;12981825;437387;69550745;303312;44140062;1781847;9229585;41992984;84691057;28428760;6139024;4;216706635;100646;10782823;435897;1928241;10074805;15216540;7726051;1768119;32;48033154;127328;10625545;319277;1385153;6716353;10035696;4192340;762475;953;34165120;107334;11851229;471195;1865944;9559204;15118003;7594694;1425458;47993061;36292;1354592;78530;408725;1878640;2644944;2234770;1114518;9751011;50995;1603958;93846;529038;2761742;2778077;2434455;1589858;11841969;125775;3531672;183698;1041267;4324886;6450297;5417101;1417718;22492414;6364;597615;140554;856195;2665730;7478793;7534909;115890;25;19396075;3651604;127724250;7097511;35497876;142118401;253585257;152244332;25312139;1016;747232386

Seleções vigentes
Variável;Critério;Valor
Vínculo Ativo 31/12;igual a;Sim
