uf,setor_bndes,porte_do_cliente,ano,mean_valor_contratado_reais,mean_valor_desembolsado_reais,mean_juros,mean_prazo_carencia_meses,mean_prazo_amortizacao_meses,mean_num_empregados,mean_emissao_co2,mean_pib
RJ,INDUSTRIA,MÉDIA,2013,10000000.0,10000000.0,3.5,24.0,36.0,,13734085.4,129475941.1
RJ,INDUSTRIA,MÉDIA,2014,20000000.0,15257000.0,4.0,24.0,96.0,,7257200.5,126647707.2
RJ,INDUSTRIA,MÉDIA,2016,3536236.0,695000.0,0.0,0.0,0.0,,6135731.5,62675982.9
RJ,INDUSTRIA,MÉDIA,2018,8603308.4,7164751.1,1.8,33.4,115.7,,6552622.6,
RJ,INDUSTRIA,MÉDIA,2021,13478457.5,0.0,1.2,24.0,36.0,,,
RJ,INDUSTRIA,PEQUENA,2008,3992000.0,4002237.1,1.0,24.0,48.0,110583.0,7683587.0,126000382.2
RJ,INDUSTRIA,PEQUENA,2015,1252000.0,400000.0,0.0,48.0,72.0,105429.0,7117661.1,90029847.7
RJ,INFRAESTRUTURA,GRANDE,2002,25628469.0,24971243.4,4.7,25.2,102.0,,,
RJ,INFRAESTRUTURA,GRANDE,2003,112254371.0,113683055.6,4.5,18.4,69.8,,,
RJ,INFRAESTRUTURA,GRANDE,2004,73015133.3,68901824.1,4.2,10.3,79.7,,,
RJ,INFRAESTRUTURA,GRANDE,2005,22636608.8,17989583.3,3.9,18.4,152.1,,,
RJ,INFRAESTRUTURA,GRANDE,2006,53139517.6,48658102.6,3.6,21.5,109.8,,,
RJ,INFRAESTRUTURA,GRANDE,2007,32260316.0,33042304.2,3.2,34.5,195.7,,,
RJ,INFRAESTRUTURA,GRANDE,2008,34123507.8,29635912.8,3.7,35.4,169.7,,,
RJ,INFRAESTRUTURA,GRANDE,2009,41777220.9,30885307.4,3.0,24.0,149.9,,,
RJ,INFRAESTRUTURA,GRANDE,2010,95225149.8,91308198.3,2.9,17.4,146.7,,,
RJ,INFRAESTRUTURA,GRANDE,2011,119973529.9,72882415.4,3.2,21.7,117.9,,,
RJ,INFRAESTRUTURA,GRANDE,2012,123345042.2,87455670.2,3.0,21.1,125.7,,,
RJ,INFRAESTRUTURA,GRANDE,2013,114466880.6,102628027.0,2.7,23.8,119.5,,,
RJ,INFRAESTRUTURA,GRANDE,2014,287767928.9,277981835.5,2.7,15.7,116.9,,,
RJ,INFRAESTRUTURA,GRANDE,2015,67624341.3,61468275.9,3.6,16.8,131.0,,,
RJ,INFRAESTRUTURA,GRANDE,2016,155041771.7,154251949.8,2.4,13.2,136.5,,,
RJ,INFRAESTRUTURA,GRANDE,2017,165865671.4,152177846.5,3.7,11.9,116.4,,,
RJ,INFRAESTRUTURA,GRANDE,2018,57352351.2,31054540.5,3.1,21.3,107.3,,,
RJ,INFRAESTRUTURA,GRANDE,2019,413753704.0,170870879.1,2.6,21.2,127.2,,,
RJ,INFRAESTRUTURA,GRANDE,2020,561428571.4,0.0,3.9,48.0,204.9,,,
RJ,INFRAESTRUTURA,GRANDE,2021,65000000.0,0.0,2.6,18.0,267.0,,,
RJ,INFRAESTRUTURA,MICRO,2002,15163751.6,15163751.6,1.5,49.0,9.0,,,
RJ,INFRAESTRUTURA,MICRO,2003,99770.0,99770.0,0.0,0.0,0.0,,,
RJ,INFRAESTRUTURA,MÉDIA,2002,6216200.1,6858961.9,4.5,18.6,184.3,,,
RJ,INFRAESTRUTURA,MÉDIA,2003,35683175.9,31430756.0,4.4,18.8,180.0,,,
RJ,INFRAESTRUTURA,MÉDIA,2004,100211803.0,104823704.2,5.0,18.0,192.0,,,
RJ,INFRAESTRUTURA,MÉDIA,2005,32379797.9,26805456.3,5.2,14.4,102.6,,,
RJ,INFRAESTRUTURA,MÉDIA,2006,5018490.0,4934322.5,4.5,22.0,180.0,,,
RJ,INFRAESTRUTURA,MÉDIA,2007,3843537.2,3854018.6,3.2,30.0,102.0,,,
RJ,INFRAESTRUTURA,MÉDIA,2008,4007500.0,4016201.4,2.0,22.0,168.0,,,
RJ,INFRAESTRUTURA,MÉDIA,2012,5449329.0,3569370.7,2.7,27.0,72.0,,,
RJ,INFRAESTRUTURA,MÉDIA,2017,38671062.9,33868090.3,4.5,8.9,62.0,,,
RJ,INFRAESTRUTURA,MÉDIA,2018,361560000.0,295271788.9,2.3,22.8,174.6,,,
RJ,INFRAESTRUTURA,MÉDIA,2020,30173000.0,0.0,2.4,48.0,132.0,,,
RJ,INFRAESTRUTURA,PEQUENA,2009,36307259.8,32984635.2,3.0,6.0,204.0,,,
RJ,INFRAESTRUTURA,PEQUENA,2010,4012560.0,4012560.0,3.2,18.0,192.0,,,
RJ,INFRAESTRUTURA,PEQUENA,2013,4014357.6,4270102.8,3.6,37.2,180.0,,,
RN,AGROPECUARIA,GRANDE,2002,3290711.0,3314305.5,4.0,14.2,69.5,4246.0,2174136.7,1050486.9
RN,AGROPECUARIA,GRANDE,2003,21603500.0,21199377.9,2.8,24.0,60.0,4755.0,2328309.6,1422787.2
RN,AGROPECUARIA,GRANDE,2006,18395389.3,0.0,2.8,12.0,50.0,6664.0,2666681.7,1348449.7
RN,AGROPECUARIA,MÉDIA,2010,520250.0,513505.9,4.1,22.5,67.5,,2685144.1,1148621.9
RN,INDUSTRIA,GRANDE,2002,4141600.0,3191683.7,3.5,12.0,60.0,22370.0,124960.9,6807374.0
RN,INDUSTRIA,GRANDE,2005,8960000.0,8991758.7,9.0,12.0,12.0,23330.0,135315.5,7329615.5
RN,INDUSTRIA,GRANDE,2010,5866000.0,2950000.0,4.5,18.0,66.0,34625.0,166726.1,7683076.1
RN,INDUSTRIA,GRANDE,2011,6220000.0,2947750.0,2.0,16.5,55.5,30844.0,236945.4,8268156.1
RN,INDUSTRIA,MÉDIA,2004,5645333.3,5628167.5,4.8,6.0,54.0,,123198.7,6376600.0
RN,INDUSTRIA,MÉDIA,2008,17500000.0,17500000.0,7.0,24.0,72.0,,163513.6,8479055.2
RN,INFRAESTRUTURA,GRANDE,2002,40982311.7,41033806.9,1.0,32.3,68.7,,,
RN,INFRAESTRUTURA,GRANDE,2003,2264000.0,2464863.8,4.6,18.0,62.0,,,
RN,INFRAESTRUTURA,GRANDE,2005,32333333.3,28730366.5,2.2,20.0,72.0,,,
RN,INFRAESTRUTURA,GRANDE,2006,68000000.0,68343140.9,3.9,12.0,144.0,,,
RN,INFRAESTRUTURA,GRANDE,2009,2969609.1,1738288.2,2.3,3.0,60.0,,,
RN,INFRAESTRUTURA,GRANDE,2010,30217508.3,29532780.7,2.4,21.8,160.0,,,
RN,INFRAESTRUTURA,GRANDE,2011,19155645.1,19066869.8,1.8,25.0,173.5,,,
RN,INFRAESTRUTURA,GRANDE,2012,22418613.5,22039522.7,2.2,18.8,157.0,,,
RN,INFRAESTRUTURA,GRANDE,2013,33389232.5,31882531.5,1.8,7.9,153.6,,,
RN,INFRAESTRUTURA,GRANDE,2014,30167529.8,28233750.8,1.9,15.7,160.1,,,
RN,INFRAESTRUTURA,GRANDE,2015,35415471.5,33038984.9,2.2,10.7,191.4,,,
RN,INFRAESTRUTURA,GRANDE,2016,32066914.1,14233870.8,1.8,6.1,190.7,,,
RN,INFRAESTRUTURA,GRANDE,2017,33657031.0,33782481.7,2.2,9.4,186.0,,,
RN,INFRAESTRUTURA,GRANDE,2018,113532777.8,104753555.6,2.2,1.3,133.3,,,
RN,INFRAESTRUTURA,GRANDE,2019,76587272.6,28565217.4,2.5,45.8,234.1,,,
RN,INFRAESTRUTURA,GRANDE,2020,50429913.0,0.0,2.5,33.3,204.9,,,
RN,INFRAESTRUTURA,MÉDIA,2004,5858501.9,6002461.2,4.5,15.0,111.0,,,
RN,INFRAESTRUTURA,MÉDIA,2014,30631395.0,30628449.3,2.0,20.4,192.0,,,
RN,INFRAESTRUTURA,MÉDIA,2020,210127000.0,31396607.8,2.4,19.5,228.0,,,
RN,INFRAESTRUTURA,MÉDIA,2021,108356000.0,0.0,2.4,12.0,189.0,,,
RO,INDUSTRIA,GRANDE,2009,19758666.7,19472986.8,2.4,24.0,60.0,5196.0,40822.5,3485798.0
RO,INDUSTRIA,GRANDE,2010,11924000.0,11844477.6,2.1,12.0,60.0,5234.0,207417.3,4779253.9
RO,INFRAESTRUTURA,GRANDE,2002,64532203.2,64739628.6,2.2,19.0,72.0,,,
RO,INFRAESTRUTURA,GRANDE,2003,43665533.1,43665533.1,1.0,0.0,55.0,,,
RO,INFRAESTRUTURA,GRANDE,2009,166939655.0,166815535.3,2.9,71.4,220.4,,,
RO,INFRAESTRUTURA,GRANDE,2011,70852724.4,70852724.4,3.1,5.2,183.0,,,
RO,INFRAESTRUTURA,GRANDE,2012,220000000.0,220022341.2,2.6,20.5,228.5,,,
RO,INFRAESTRUTURA,GRANDE,2013,56857142.9,56898576.2,3.2,46.0,201.0,,,
RO,INFRAESTRUTURA,GRANDE,2019,232500000.0,220350000.0,2.6,44.0,240.0,,,
RO,INFRAESTRUTURA,GRANDE,2020,198232000.0,0.0,3.2,12.0,153.0,,,
RS,AGROPECUARIA,GRANDE,2008,16972712.9,16934211.1,2.3,10.0,78.0,4362.0,45219516.9,18425389.0
RS,AGROPECUARIA,GRANDE,2011,15891000.0,12720275.6,2.3,78.0,24.0,5658.0,48571532.4,17427519.0
RS,AGROPECUARIA,GRANDE,2013,9896500.0,2786838.7,2.4,84.0,24.0,4905.0,47971806.2,22899573.1
RS,AGROPECUARIA,GRANDE,2014,7918666.7,7463333.3,5.1,28.3,88.3,2881.0,48002243.6,21322311.9
RS,AGROPECUARIA,GRANDE,2020,309327.3,309327.3,4.4,32.7,159.3,,,
RS,AGROPECUARIA,GRANDE,2021,387418.5,0.0,4.5,35.5,156.5,,,
RS,AGROPECUARIA,MICRO,2002,1869041.6,1865163.2,3.5,6.0,60.0,49419.0,44358252.3,17497507.9
RS,AGROPECUARIA,MICRO,2003,12839249.6,12765788.8,3.5,12.0,57.2,50109.0,45279577.1,23447682.6
RS,AGROPECUARIA,MICRO,2004,15470076.8,15683340.4,2.9,12.0,58.3,51584.0,45338878.3,19716790.5
RS,AGROPECUARIA,MICRO,2005,2488814.9,2505450.0,2.9,6.0,72.0,50257.0,42873067.8,11713891.5
RS,AGROPECUARIA,MÉDIA,2004,6843713.8,3333333.3,10.8,50.0,74.7,,45338878.3,19716790.5
RS,INDUSTRIA,GRANDE,2002,6672523.5,7354979.4,4.3,23.6,64.0,136452.0,679476.9,42638302.6
RS,INDUSTRIA,GRANDE,2003,1978000.0,1989913.0,4.5,18.0,66.0,149987.0,659766.2,45567497.0
RS,INDUSTRIA,GRANDE,2004,17143898.3,17157799.0,5.5,14.6,43.7,172466.0,613627.2,50355628.3
RS,INDUSTRIA,GRANDE,2005,14155684.0,14243420.4,5.2,19.6,37.3,169017.0,557993.3,47018661.1
RS,INDUSTRIA,GRANDE,2006,40224670.4,10491937.1,3.0,15.8,65.2,173176.0,568053.7,44441307.8
RS,INDUSTRIA,GRANDE,2007,11604402.0,11538288.1,2.9,22.7,56.1,184445.0,626749.9,45659708.4
RS,INDUSTRIA,GRANDE,2008,33680240.6,17479500.7,3.4,19.3,70.5,189717.0,751998.5,47872739.2
RS,INDUSTRIA,GRANDE,2009,14719986.6,14550463.9,3.9,19.6,62.7,180403.0,722660.7,52223277.7
RS,INDUSTRIA,GRANDE,2010,10300428.6,10300428.6,3.3,17.1,48.0,206185.0,775493.8,57499409.5
RS,INDUSTRIA,GRANDE,2011,66149793.4,66230857.3,2.3,20.8,66.6,221169.0,793483.5,56727694.5
RS,INDUSTRIA,GRANDE,2012,85989616.7,73641601.8,2.9,18.4,73.0,215134.0,811743.1,55929036.6
RS,INDUSTRIA,GRANDE,2013,15453296.4,14939175.3,2.7,17.0,56.9,222119.0,827171.1,55248069.3
RS,INDUSTRIA,GRANDE,2014,30392449.4,33440096.7,3.3,17.5,78.5,214904.0,767257.4,53448750.3
RS,INDUSTRIA,GRANDE,2015,16142071.4,13863763.4,4.6,17.6,68.6,185824.0,662780.6,53106320.5
RS,INDUSTRIA,GRANDE,2016,38862978.0,38845434.7,3.4,24.0,60.0,171895.0,546675.3,51869526.0
RS,INDUSTRIA,GRANDE,2017,7923333.3,7267090.6,3.8,33.6,64.0,167445.0,507959.9,50224852.8
RS,INDUSTRIA,GRANDE,2018,24681500.0,24681500.0,4.4,24.0,66.0,167873.0,488193.0,
RS,INDUSTRIA,GRANDE,2019,18958400.0,10890480.0,5.4,19.2,67.2,167152.0,,
RS,INDUSTRIA,GRANDE,2020,543876.3,543876.3,3.8,36.0,156.0,,,
RS,INDUSTRIA,GRANDE,2021,15029580.0,0.0,2.3,26.9,86.3,,,
RS,INDUSTRIA,MICRO,2008,1980000.0,1982567.9,0.0,0.0,0.0,136286.0,751998.5,47872739.2
RS,INDUSTRIA,MICRO,2011,1088430.0,1088430.0,0.0,0.0,0.0,151275.0,793483.5,56727694.5
RS,INDUSTRIA,MICRO,2012,630140.0,630140.0,0.0,0.0,0.0,154771.0,811743.1,55929036.6
RS,INDUSTRIA,MICRO,2013,1439554.0,1436711.3,0.0,0.0,0.0,157135.0,827171.1,55248069.3
RS,INDUSTRIA,MICRO,2014,433400.0,429634.4,0.0,0.0,0.0,158072.0,767257.4,53448750.3
RS,INDUSTRIA,MÉDIA,2005,2801675.5,2809026.6,6.2,12.0,12.0,,557993.3,47018661.1
RS,INDUSTRIA,MÉDIA,2006,38000000.0,38023306.6,4.9,30.0,78.0,,568053.7,44441307.8
RS,INDUSTRIA,MÉDIA,2007,1068924.6,1071252.3,0.5,12.0,48.0,,626749.9,45659708.4
RS,INDUSTRIA,MÉDIA,2008,1545300.0,1545813.4,1.4,12.0,72.0,,751998.5,47872739.2
RS,INDUSTRIA,MÉDIA,2010,6750000.0,6750000.0,2.2,30.0,54.0,,775493.8,57499409.5
RS,INDUSTRIA,MÉDIA,2011,11367180.0,11367180.0,2.9,30.0,78.0,,793483.5,56727694.5
RS,INDUSTRIA,MÉDIA,2012,14767200.0,14767200.0,3.4,20.4,63.6,,811743.1,55929036.6
RS,INDUSTRIA,MÉDIA,2014,4202777.7,4202777.7,3.7,16.3,59.0,,767257.4,53448750.3
RS,INDUSTRIA,MÉDIA,2019,6666666.7,6666666.7,4.6,24.0,36.0,,,
RS,INDUSTRIA,MÉDIA,2020,50000000.0,50000000.0,5.3,24.0,36.0,,,
RS,INDUSTRIA,MÉDIA,2021,20000000.0,0.0,2.8,12.0,18.0,,,
RS,INDUSTRIA,PEQUENA,2007,3194544.2,2753674.0,1.8,28.5,108.0,165647.0,626749.9,45659708.4
RS,INDUSTRIA,PEQUENA,2009,500000.0,500000.0,0.0,0.0,0.0,172489.0,722660.7,52223277.7
RS,INDUSTRIA,PEQUENA,2010,3000000.0,3000000.0,1.0,24.0,72.0,183165.0,775493.8,57499409.5
RS,INDUSTRIA,PEQUENA,2011,8715000.0,7715000.0,2.8,18.0,54.0,187998.0,793483.5,56727694.5
RS,INFRAESTRUTURA,GRANDE,2002,18374750.9,18641274.6,3.6,17.6,86.0,,,
RS,INFRAESTRUTURA,GRANDE,2003,85501732.6,88148867.7,2.8,30.3,124.0,,,
RS,INFRAESTRUTURA,GRANDE,2004,10235666.0,10473924.9,5.0,29.4,156.5,,,
RS,INFRAESTRUTURA,GRANDE,2005,51532257.8,51734519.8,3.9,14.6,128.8,,,
RS,INFRAESTRUTURA,GRANDE,2006,16623686.0,16673245.2,4.4,9.2,74.8,,,
RS,INFRAESTRUTURA,GRANDE,2007,19109923.4,19066850.7,4.1,17.5,145.6,,,
RS,INFRAESTRUTURA,GRANDE,2008,31333950.9,30703537.6,2.4,37.8,128.2,,,
RS,INFRAESTRUTURA,GRANDE,2009,15825527.1,14264520.3,2.8,19.0,143.2,,,
RS,INFRAESTRUTURA,GRANDE,2010,2530592.5,2345972.6,3.1,14.7,80.1,,,
RS,INFRAESTRUTURA,GRANDE,2011,29657385.6,28093017.7,2.5,21.6,144.7,,,
RS,INFRAESTRUTURA,GRANDE,2012,13987492.1,12011204.6,2.5,17.7,95.3,,,
RS,INFRAESTRUTURA,GRANDE,2013,17122967.4,16991819.3,2.2,15.1,165.3,,,
RS,INFRAESTRUTURA,GRANDE,2014,36590164.0,36261087.5,2.0,10.7,179.8,,,
RS,INFRAESTRUTURA,GRANDE,2015,23100593.8,19159029.5,2.0,10.2,132.6,,,
RS,INFRAESTRUTURA,GRANDE,2016,37249058.8,37230485.2,3.6,8.4,201.9,,,
RS,INFRAESTRUTURA,GRANDE,2017,9803650.0,9641141.7,2.9,4.2,177.2,,,
RS,INFRAESTRUTURA,GRANDE,2018,228207812.5,167387561.3,2.4,24.1,167.1,,,
RS,INFRAESTRUTURA,GRANDE,2019,499199666.7,246666666.7,2.6,75.0,212.3,,,
RS,INFRAESTRUTURA,GRANDE,2020,742809750.0,263500000.0,2.2,60.0,24.5,,,
RS,INFRAESTRUTURA,MICRO,2007,648971.1,651300.2,0.0,0.0,0.0,,,
RS,INFRAESTRUTURA,MICRO,2010,878208.0,878208.0,0.0,0.0,0.0,,,
RS,INFRAESTRUTURA,MICRO,2013,1025800.0,1001051.6,0.0,0.0,0.0,,,
RS,INFRAESTRUTURA,MÉDIA,2002,4564034.3,4715573.1,4.0,15.0,144.0,,,
RS,INFRAESTRUTURA,MÉDIA,2003,1381233.0,1380943.3,4.0,3.0,144.0,,,
RS,INFRAESTRUTURA,MÉDIA,2004,4351258.0,4504827.3,5.3,14.0,104.0,,,
RS,INFRAESTRUTURA,MÉDIA,2005,3147387.1,3080654.6,3.5,15.0,144.0,,,
RS,INFRAESTRUTURA,MÉDIA,2007,23895464.5,23929801.0,3.6,15.0,184.0,,,
RS,INFRAESTRUTURA,MÉDIA,2008,43118771.2,43174082.6,2.2,25.4,165.0,,,
RS,INFRAESTRUTURA,MÉDIA,2009,3588844.6,3589238.0,5.4,7.5,192.0,,,
RS,INFRAESTRUTURA,MÉDIA,2011,10990000.0,10990000.0,5.0,8.0,138.0,,,
RS,INFRAESTRUTURA,MÉDIA,2017,12500705.0,12559270.9,4.6,11.2,150.0,,,
RS,INFRAESTRUTURA,MÉDIA,2018,10000000.0,7039000.0,2.0,24.0,36.0,,,
RS,INFRAESTRUTURA,MÉDIA,2020,12121636.7,0.0,3.6,24.0,60.0,,,
RS,INFRAESTRUTURA,PEQUENA,2005,17163400.0,17363069.6,2.8,11.0,120.0,,,
SC,AGROPECUARIA,GRANDE,2005,16530000.0,16771390.4,6.0,24.0,72.0,7795.0,10445882.7,8456199.1
SC,AGROPECUARIA,GRANDE,2008,4260942.8,4356005.7,4.9,24.0,72.0,4967.0,12145311.7,9732607.4
SC,AGROPECUARIA,GRANDE,2009,20000000.0,20000000.0,6.8,12.0,84.0,5702.0,11682422.3,9307405.8
SC,AGROPECUARIA,GRANDE,2013,4878000.0,3415551.4,0.0,0.0,0.0,4982.0,13550284.1,9639034.6
SC,AGROPECUARIA,GRANDE,2018,13702500.0,12881076.0,6.0,12.0,168.0,1968.0,13700109.5,
SC,AGROPECUARIA,MICRO,2012,1101200.0,1094895.0,0.0,0.0,0.0,21550.0,13459103.0,7609189.3
SC,AGROPECUARIA,MÉDIA,2007,4104329.8,4105848.3,4.0,24.0,96.0,,11035254.6,8295826.9
SC,AGROPECUARIA,MÉDIA,2017,2924794.7,1284599.8,0.0,0.0,0.0,,14021012.0,8699561.3
SC,AGROPECUARIA,MÉDIA,2018,13600000.0,13603102.0,4.2,24.0,36.0,,13700109.5,
SC,AGROPECUARIA,PEQUENA,2017,3829611.7,3829611.7,0.0,0.0,0.0,9929.0,14021012.0,8699561.3
SC,INDUSTRIA,GRANDE,2002,25921892.1,23811335.8,3.9,31.6,52.8,126827.0,148838.2,28038725.0
SC,INDUSTRIA,GRANDE,2003,18216318.2,18628521.4,4.7,22.1,50.2,128037.0,98065.3,28794359.9
SC,INDUSTRIA,GRANDE,2004,8922106.5,9104231.2,5.0,18.0,27.0,143855.0,84468.6,32823154.4
SC,INDUSTRIA,GRANDE,2005,26680263.8,23912527.8,4.4,11.3,35.7,149511.0,77482.0,32107157.9
SC,INDUSTRIA,GRANDE,2006,17244168.3,15672711.8,4.7,27.7,78.0,162504.0,81816.0,34157842.7
SC,INDUSTRIA,GRANDE,2007,19498632.8,19502962.7,3.0,22.4,56.8,178481.0,104195.4,39209592.6
SC,INDUSTRIA,GRANDE,2008,22460609.0,22473937.2,5.2,17.5,69.0,175588.0,147525.6,39549835.1
SC,INDUSTRIA,GRANDE,2009,15308225.9,14779737.3,4.3,20.9,57.4,168236.0,133868.3,37313640.4
SC,INDUSTRIA,GRANDE,2010,27111579.2,25847502.9,3.0,20.0,59.0,184161.0,163845.3,42611872.3
SC,INDUSTRIA,GRANDE,2011,25493758.0,16843197.4,3.0,21.7,64.2,188315.0,355778.3,45766448.5
SC,INDUSTRIA,GRANDE,2012,19620469.7,19319920.4,2.8,19.5,75.2,174580.0,712636.8,44784027.9
SC,INDUSTRIA,GRANDE,2013,13136208.1,13064843.2,3.2,16.6,59.3,200877.0,642171.9,44328111.8
SC,INDUSTRIA,GRANDE,2014,24532700.0,23012946.6,3.1,19.3,82.9,202682.0,816338.3,45826652.6
SC,INDUSTRIA,GRANDE,2015,14369628.6,12351574.5,3.3,19.7,70.9,183527.0,676984.4,41331210.8
SC,INDUSTRIA,GRANDE,2016,23580330.2,16745429.9,3.3,12.0,89.6,172179.0,527268.6,37508911.3
SC,INDUSTRIA,GRANDE,2017,28162285.7,24569921.5,4.6,21.4,64.3,186161.0,514366.5,38680588.0
SC,INDUSTRIA,GRANDE,2018,27784968.2,26620427.3,7.5,20.0,100.0,193179.0,513045.1,
SC,INDUSTRIA,GRANDE,2019,28187500.0,24863355.1,3.1,30.0,64.0,194638.0,,
SC,INDUSTRIA,GRANDE,2020,32504709.7,10846043.3,4.0,34.2,90.5,,,
SC,INDUSTRIA,GRANDE,2021,6120413.2,0.0,1.6,32.0,85.1,,,
SC,INDUSTRIA,MICRO,2009,876702.1,876759.4,0.0,0.0,0.0,131064.0,133868.3,37313640.4
SC,INDUSTRIA,MICRO,2012,270000.0,267081.0,0.0,0.0,0.0,142287.0,712636.8,44784027.9
SC,INDUSTRIA,MICRO,2013,1562000.0,1562000.0,2.0,24.0,48.0,147422.0,642171.9,44328111.8
SC,INDUSTRIA,MÉDIA,2005,17166666.7,17293664.4,6.2,8.7,52.0,,77482.0,32107157.9
SC,INDUSTRIA,MÉDIA,2008,2316666.7,2317791.5,2.7,28.0,48.0,,147525.6,39549835.1
SC,INDUSTRIA,MÉDIA,2010,3885273.9,3885273.9,2.8,18.0,72.0,,163845.3,42611872.3
SC,INDUSTRIA,MÉDIA,2011,1215000.0,1215000.0,1.9,24.0,72.0,,355778.3,45766448.5
SC,INDUSTRIA,MÉDIA,2012,4960000.0,4960000.0,4.0,24.0,48.0,,712636.8,44784027.9
SC,INDUSTRIA,MÉDIA,2015,898500.0,279465.7,3.2,30.0,90.0,,676984.4,41331210.8
SC,INDUSTRIA,MÉDIA,2018,18000000.0,18021613.2,5.1,24.0,36.0,,513045.1,
SC,INDUSTRIA,MÉDIA,2019,3333333.3,3333333.3,3.4,24.0,36.0,,,
SC,INDUSTRIA,MÉDIA,2020,10000000.0,4990000.0,1.6,24.0,60.0,,,
SC,INDUSTRIA,MÉDIA,2021,18999919.9,0.0,4.2,24.0,60.0,,,
SC,INDUSTRIA,PEQUENA,2006,1100000.0,1103947.1,2.8,9.0,51.0,141648.0,81816.0,34157842.7
SC,INDUSTRIA,PEQUENA,2008,628396.9,416789.2,2.7,12.0,52.0,153189.0,147525.6,39549835.1
SC,INDUSTRIA,PEQUENA,2014,1500000.0,1486299.8,2.0,24.0,84.0,175185.0,816338.3,45826652.6
SC,INFRAESTRUTURA,GRANDE,2002,55628516.9,54531540.2,3.0,6.0,102.0,,,
SC,INFRAESTRUTURA,GRANDE,2003,60190942.3,60996440.4,4.2,36.8,102.5,,,
SC,INFRAESTRUTURA,GRANDE,2004,3093750.0,3175384.1,3.5,24.0,72.0,,,
SC,INFRAESTRUTURA,GRANDE,2005,64995166.2,39084960.1,3.2,12.0,88.0,,,
SC,INFRAESTRUTURA,GRANDE,2006,26450040.1,25869052.7,4.2,12.0,144.0,,,
SC,INFRAESTRUTURA,GRANDE,2007,36786759.9,35663464.0,2.9,42.5,176.9,,,
SC,INFRAESTRUTURA,GRANDE,2008,16063915.6,15999794.3,3.3,39.3,149.5,,,
SC,INFRAESTRUTURA,GRANDE,2009,22782253.8,20857499.4,3.1,19.2,152.1,,,
SC,INFRAESTRUTURA,GRANDE,2010,33511083.2,35685423.0,3.7,28.7,213.8,,,
SC,INFRAESTRUTURA,GRANDE,2011,19792210.0,18827803.2,3.5,25.5,177.5,,,
SC,INFRAESTRUTURA,GRANDE,2012,16448215.0,20089265.7,3.1,24.9,202.7,,,
SC,INFRAESTRUTURA,GRANDE,2013,49603250.0,49603250.0,2.6,5.5,68.0,,,
SC,INFRAESTRUTURA,GRANDE,2014,36651641.7,33807118.3,3.2,18.8,189.2,,,
SC,INFRAESTRUTURA,GRANDE,2015,15634112.2,14471494.3,3.2,19.4,199.3,,,
SC,INFRAESTRUTURA,GRANDE,2017,7296725.8,7256176.1,3.9,4.0,102.0,,,
SC,INFRAESTRUTURA,GRANDE,2018,17914985.2,18084139.6,3.4,1.5,182.7,,,
SC,INFRAESTRUTURA,GRANDE,2019,41655153.2,22807403.7,2.7,29.0,154.0,,,
SC,INFRAESTRUTURA,GRANDE,2020,17186858.1,10798420.3,3.0,12.0,34.7,,,
SC,INFRAESTRUTURA,GRANDE,2021,7179602.7,0.0,3.3,1.0,180.0,,,
SC,INFRAESTRUTURA,MICRO,2003,281543.3,314339.4,1.0,6.0,24.0,,,
SC,INFRAESTRUTURA,MICRO,2007,523215.4,524448.8,0.0,0.0,0.0,,,
SC,INFRAESTRUTURA,MICRO,2015,14742172.5,8721191.5,1.7,16.0,96.0,,,
SC,INFRAESTRUTURA,MÉDIA,2002,28882823.4,13270031.3,4.3,23.8,131.0,,,
SC,INFRAESTRUTURA,MÉDIA,2003,35331203.7,28312668.4,5.0,27.0,216.0,,,
SC,INFRAESTRUTURA,MÉDIA,2006,36073800.0,36289508.4,3.5,14.0,118.0,,,
SC,INFRAESTRUTURA,MÉDIA,2008,45675000.0,45708284.6,2.8,29.0,143.0,,,
SC,INFRAESTRUTURA,MÉDIA,2009,36251073.2,35856073.2,3.2,20.5,138.8,,,
SC,INFRAESTRUTURA,MÉDIA,2010,32372617.0,32372617.0,3.4,5.0,143.0,,,
SC,INFRAESTRUTURA,MÉDIA,2011,21990000.0,21990000.0,3.2,7.0,168.0,,,
SC,INFRAESTRUTURA,MÉDIA,2018,14248995.9,14201093.8,2.4,20.2,166.0,,,
SC,INFRAESTRUTURA,PEQUENA,2012,9580000.0,9327046.1,3.3,18.0,116.4,,,
SE,INDUSTRIA,GRANDE,2006,61114994.5,61476453.0,1.6,24.0,60.0,10354.0,1398312.2,5971436.0
SE,INDUSTRIA,GRANDE,2010,6000000.0,3765448.0,0.0,0.0,0.0,20220.0,1591069.8,6858592.4
SE,INDUSTRIA,GRANDE,2011,8091435.5,6274992.8,3.2,24.0,60.0,21903.0,1718571.5,7139047.2
SE,INDUSTRIA,GRANDE,2013,5615428.6,4943262.0,2.5,15.4,48.0,20018.0,1710455.4,6425366.3
SE,INFRAESTRUTURA,GRANDE,2002,9466704.5,9495775.0,1.0,15.3,35.0,,,
SE,INFRAESTRUTURA,GRANDE,2003,79553666.7,80552610.4,5.0,7.0,144.0,,,
SE,INFRAESTRUTURA,GRANDE,2008,4178778.6,2693046.1,0.0,0.0,0.0,,,
SE,INFRAESTRUTURA,GRANDE,2009,35783128.6,34593296.4,1.9,35.1,120.0,,,
