setor,tipo,uf,ano,emissao_co2
Mudança de Uso da Terra e Floresta,Emissão,PB,2008,3280448.0
Mudança de Uso da Terra e Floresta,Emissão,PB,2009,1688968.0
Mudança de Uso da Terra e Floresta,Emissão,PB,2010,1805601.0
Mudança de Uso da Terra e Floresta,Emissão,PB,2011,1587866.0
Mudança de Uso da Terra e Floresta,Emissão,PB,2012,1249708.0
Mudança de Uso da Terra e Floresta,Emissão,PB,2013,916526.0
Mudança de Uso da Terra e Floresta,Emissão,PB,2014,1414380.0
Mudança de Uso da Terra e Floresta,Emissão,PB,2015,831465.0
Mudança de Uso da Terra e Floresta,Emissão,PB,2016,779941.0
Mudança de Uso da Terra e Floresta,Emissão,PB,2017,1863200.0
Mudança de Uso da Terra e Floresta,Emissão,PB,2018,1139866.0
Energia,Remoção,PB,2000,0.0
Energia,Remoção,PB,2001,0.0
Energia,Remoção,PB,2002,0.0
Energia,Remoção,PB,2003,0.0
Energia,Remoção,PB,2004,0.0
Energia,Remoção,PB,2005,0.0
Energia,Remoção,PB,2006,0.0
Energia,Remoção,PB,2007,0.0
Energia,Remoção,PB,2008,0.0
Energia,Remoção,PB,2009,0.0
Energia,Remoção,PB,2010,0.0
Energia,Remoção,PB,2011,0.0
Energia,Remoção,PB,2012,0.0
Energia,Remoção,PB,2013,0.0
Energia,Remoção,PB,2014,0.0
Energia,Remoção,PB,2015,0.0
Energia,Remoção,PB,2016,0.0
Energia,Remoção,PB,2017,0.0
Energia,Remoção,PB,2018,0.0
Agropecuária,Remoção,PB,2000,0.0
Agropecuária,Remoção,PB,2001,0.0
Agropecuária,Remoção,PB,2002,0.0
Agropecuária,Remoção,PB,2003,0.0
Agropecuária,Remoção,PB,2004,0.0
Agropecuária,Remoção,PB,2005,0.0
Agropecuária,Remoção,PB,2006,0.0
Agropecuária,Remoção,PB,2007,0.0
Agropecuária,Remoção,PB,2008,0.0
Agropecuária,Remoção,PB,2009,0.0
Agropecuária,Remoção,PB,2010,0.0
Agropecuária,Remoção,PB,2011,0.0
Agropecuária,Remoção,PB,2012,0.0
Agropecuária,Remoção,PB,2013,0.0
Agropecuária,Remoção,PB,2014,0.0
Agropecuária,Remoção,PB,2015,0.0
Agropecuária,Remoção,PB,2016,0.0
Agropecuária,Remoção,PB,2017,0.0
Agropecuária,Remoção,PB,2018,0.0
Processos Industriais,Remoção,PB,2000,0.0
Processos Industriais,Remoção,PB,2001,0.0
Processos Industriais,Remoção,PB,2002,0.0
Processos Industriais,Remoção,PB,2003,0.0
Processos Industriais,Remoção,PB,2004,0.0
Processos Industriais,Remoção,PB,2005,0.0
Processos Industriais,Remoção,PB,2006,0.0
Processos Industriais,Remoção,PB,2007,0.0
Processos Industriais,Remoção,PB,2008,0.0
Processos Industriais,Remoção,PB,2009,0.0
Processos Industriais,Remoção,PB,2010,0.0
Processos Industriais,Remoção,PB,2011,0.0
Processos Industriais,Remoção,PB,2012,0.0
Processos Industriais,Remoção,PB,2013,0.0
Processos Industriais,Remoção,PB,2014,0.0
Processos Industriais,Remoção,PB,2015,0.0
Processos Industriais,Remoção,PB,2016,0.0
Processos Industriais,Remoção,PB,2017,0.0
Processos Industriais,Remoção,PB,2018,0.0
Resíduos ,Remoção,PB,2000,0.0
Resíduos ,Remoção,PB,2001,0.0
Resíduos ,Remoção,PB,2002,0.0
Resíduos ,Remoção,PB,2003,0.0
Resíduos ,Remoção,PB,2004,0.0
Resíduos ,Remoção,PB,2005,0.0
Resíduos ,Remoção,PB,2006,0.0
Resíduos ,Remoção,PB,2007,0.0
Resíduos ,Remoção,PB,2008,0.0
Resíduos ,Remoção,PB,2009,0.0
Resíduos ,Remoção,PB,2010,0.0
Resíduos ,Remoção,PB,2011,0.0
Resíduos ,Remoção,PB,2012,0.0
Resíduos ,Remoção,PB,2013,0.0
Resíduos ,Remoção,PB,2014,0.0
Resíduos ,Remoção,PB,2015,0.0
Resíduos ,Remoção,PB,2016,0.0
Resíduos ,Remoção,PB,2017,0.0
Resíduos ,Remoção,PB,2018,0.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2000,-778222.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2001,-865291.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2002,-933567.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2003,-1042826.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2004,-1092545.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2005,-1210279.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2006,-1248454.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2007,-1325476.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2008,-1354422.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2009,-1465755.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2010,-1706794.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2011,-1764004.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2012,-1830812.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2013,-1926979.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2014,-2038004.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2015,-2024859.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2016,-2023915.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2017,-2026275.0
Mudança de Uso da Terra e Floresta,Remoção,PB,2018,-2000751.0
Energia,Emissão,PE,2000,4671510.227410577
Energia,Emissão,PE,2001,4645945.030265702
Energia,Emissão,PE,2002,4678045.515790131
Energia,Emissão,PE,2003,3977182.4921562863
Energia,Emissão,PE,2004,4716242.34004958
Energia,Emissão,PE,2005,5118749.408263844
Energia,Emissão,PE,2006,4415425.005476934
Energia,Emissão,PE,2007,5232795.577570238
Energia,Emissão,PE,2008,5792972.338533419
Energia,Emissão,PE,2009,5875947.625812645
Energia,Emissão,PE,2010,7457938.677452441
Energia,Emissão,PE,2011,8232340.847723126
Energia,Emissão,PE,2012,9349443.987823905
Energia,Emissão,PE,2013,11186359.891488068
Energia,Emissão,PE,2014,12975005.98944912
Energia,Emissão,PE,2015,12429593.999164522
Energia,Emissão,PE,2016,11467006.663994286
Energia,Emissão,PE,2017,11599287.91747104
Energia,Emissão,PE,2018,10415027.338980244
Agropecuária,Emissão,PE,2000,4533604.189077213
Agropecuária,Emissão,PE,2001,4906080.013693262
Agropecuária,Emissão,PE,2002,5091930.842306313
Agropecuária,Emissão,PE,2003,5036070.925847564
Agropecuária,Emissão,PE,2004,5108677.007806191
Agropecuária,Emissão,PE,2005,5610479.637580498
Agropecuária,Emissão,PE,2006,6102453.0607965905
Agropecuária,Emissão,PE,2007,6247514.60896508
Agropecuária,Emissão,PE,2008,6437386.094378172
Agropecuária,Emissão,PE,2009,6535714.760130424
Agropecuária,Emissão,PE,2010,6740557.497925116
Agropecuária,Emissão,PE,2011,6896733.244717215
Agropecuária,Emissão,PE,2012,5363545.203248647
Agropecuária,Emissão,PE,2013,5270876.747182269
Agropecuária,Emissão,PE,2014,5632763.696437878
Agropecuária,Emissão,PE,2015,5985969.6406437885
Agropecuária,Emissão,PE,2016,5877981.553595873
Agropecuária,Emissão,PE,2017,5590801.002965482
Agropecuária,Emissão,PE,2018,5763415.668904576
Processos Industriais,Emissão,PE,2000,200799.007872714
Processos Industriais,Emissão,PE,2001,194509.783268306
Processos Industriais,Emissão,PE,2002,200318.925013245
Processos Industriais,Emissão,PE,2003,148030.066624907
Processos Industriais,Emissão,PE,2004,150863.078034682
Processos Industriais,Emissão,PE,2005,189812.375662059
Processos Industriais,Emissão,PE,2006,201591.598042726
Processos Industriais,Emissão,PE,2007,250142.854074026
Processos Industriais,Emissão,PE,2008,283786.877044449
Processos Industriais,Emissão,PE,2009,301939.26217945
Processos Industriais,Emissão,PE,2010,305364.345281391
Processos Industriais,Emissão,PE,2011,388547.321413468
Processos Industriais,Emissão,PE,2012,452645.025965458
Processos Industriais,Emissão,PE,2013,434279.953312922
Processos Industriais,Emissão,PE,2014,446609.009927881
Processos Industriais,Emissão,PE,2015,340821.7733805655
Processos Industriais,Emissão,PE,2016,218324.1825518281
Processos Industriais,Emissão,PE,2017,157352.737859459
Processos Industriais,Emissão,PE,2018,95096.7949646435
Resíduos ,Emissão,PE,2000,1944186.8189999992
Resíduos ,Emissão,PE,2001,2035306.3729999983
Resíduos ,Emissão,PE,2002,2146627.576999998
Resíduos ,Emissão,PE,2003,2288491.395
Resíduos ,Emissão,PE,2004,2423946.5060000014
Resíduos ,Emissão,PE,2005,2556368.513999997
Resíduos ,Emissão,PE,2006,2704525.3200000017
Resíduos ,Emissão,PE,2007,2818244.2800000003
Resíduos ,Emissão,PE,2008,2960549.211000002
Resíduos ,Emissão,PE,2009,3029390.4699999997
Resíduos ,Emissão,PE,2010,3077168.989999998
Resíduos ,Emissão,PE,2011,3160045.9810000043
Resíduos ,Emissão,PE,2012,3275967.3349999995
Resíduos ,Emissão,PE,2013,3305875.0050000018
Resíduos ,Emissão,PE,2014,3430452.5109999976
Resíduos ,Emissão,PE,2015,3577982.890999999
Resíduos ,Emissão,PE,2016,3642229.334
Resíduos ,Emissão,PE,2017,3811129.9150000014
Resíduos ,Emissão,PE,2018,3973195.1299999976
Mudança de Uso da Terra e Floresta,Emissão,PE,2000,3326781.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2001,2711732.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2002,2813593.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2003,2930845.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2004,3196679.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2005,2453934.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2006,2891569.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2007,2030078.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2008,2469095.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2009,1962830.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2010,2404989.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2011,2345178.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2012,2722485.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2013,1784862.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2014,1888867.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2015,1218333.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2016,1033497.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2017,1354926.0
Mudança de Uso da Terra e Floresta,Emissão,PE,2018,1100427.0
Energia,Remoção,PE,2000,0.0
Energia,Remoção,PE,2001,0.0
Energia,Remoção,PE,2002,0.0
Energia,Remoção,PE,2003,0.0
Energia,Remoção,PE,2004,0.0
Energia,Remoção,PE,2005,0.0
Energia,Remoção,PE,2006,0.0
Energia,Remoção,PE,2007,0.0
Energia,Remoção,PE,2008,0.0
Energia,Remoção,PE,2009,0.0
Energia,Remoção,PE,2010,0.0
Energia,Remoção,PE,2011,0.0
Energia,Remoção,PE,2012,0.0
Energia,Remoção,PE,2013,0.0
Energia,Remoção,PE,2014,0.0
Energia,Remoção,PE,2015,0.0
Energia,Remoção,PE,2016,0.0
Energia,Remoção,PE,2017,0.0
Energia,Remoção,PE,2018,0.0
Agropecuária,Remoção,PE,2000,0.0
Agropecuária,Remoção,PE,2001,0.0
Agropecuária,Remoção,PE,2002,0.0
Agropecuária,Remoção,PE,2003,0.0
Agropecuária,Remoção,PE,2004,0.0
Agropecuária,Remoção,PE,2005,0.0
Agropecuária,Remoção,PE,2006,0.0
Agropecuária,Remoção,PE,2007,0.0
Agropecuária,Remoção,PE,2008,0.0
Agropecuária,Remoção,PE,2009,0.0
Agropecuária,Remoção,PE,2010,0.0
Agropecuária,Remoção,PE,2011,0.0
Agropecuária,Remoção,PE,2012,0.0
Agropecuária,Remoção,PE,2013,0.0
Agropecuária,Remoção,PE,2014,0.0
Agropecuária,Remoção,PE,2015,0.0
Agropecuária,Remoção,PE,2016,0.0
Agropecuária,Remoção,PE,2017,0.0
Agropecuária,Remoção,PE,2018,0.0
Processos Industriais,Remoção,PE,2000,0.0
Processos Industriais,Remoção,PE,2001,0.0
Processos Industriais,Remoção,PE,2002,0.0
Processos Industriais,Remoção,PE,2003,0.0
Processos Industriais,Remoção,PE,2004,0.0
Processos Industriais,Remoção,PE,2005,0.0
Processos Industriais,Remoção,PE,2006,0.0
Processos Industriais,Remoção,PE,2007,0.0
Processos Industriais,Remoção,PE,2008,0.0
Processos Industriais,Remoção,PE,2009,0.0
Processos Industriais,Remoção,PE,2010,0.0
Processos Industriais,Remoção,PE,2011,0.0
Processos Industriais,Remoção,PE,2012,0.0
Processos Industriais,Remoção,PE,2013,0.0
Processos Industriais,Remoção,PE,2014,0.0
Processos Industriais,Remoção,PE,2015,0.0
Processos Industriais,Remoção,PE,2016,0.0
Processos Industriais,Remoção,PE,2017,0.0
Processos Industriais,Remoção,PE,2018,0.0
Resíduos ,Remoção,PE,2000,0.0
Resíduos ,Remoção,PE,2001,0.0
Resíduos ,Remoção,PE,2002,0.0
Resíduos ,Remoção,PE,2003,0.0
Resíduos ,Remoção,PE,2004,0.0
Resíduos ,Remoção,PE,2005,0.0
Resíduos ,Remoção,PE,2006,0.0
Resíduos ,Remoção,PE,2007,0.0
Resíduos ,Remoção,PE,2008,0.0
Resíduos ,Remoção,PE,2009,0.0
Resíduos ,Remoção,PE,2010,0.0
Resíduos ,Remoção,PE,2011,0.0
Resíduos ,Remoção,PE,2012,0.0
Resíduos ,Remoção,PE,2013,0.0
Resíduos ,Remoção,PE,2014,0.0
Resíduos ,Remoção,PE,2015,0.0
Resíduos ,Remoção,PE,2016,0.0
Resíduos ,Remoção,PE,2017,0.0
Resíduos ,Remoção,PE,2018,0.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2000,-1469318.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2001,-1550134.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2002,-1679328.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2003,-1777571.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2004,-1868204.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2005,-1998344.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2006,-2090951.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2007,-2194944.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2008,-2329471.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2009,-2496304.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2010,-2539544.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2011,-2655724.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2012,-2750936.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2013,-2856893.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2014,-2989644.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2015,-3127204.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2016,-3218451.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2017,-3269616.0
Mudança de Uso da Terra e Floresta,Remoção,PE,2018,-3350906.0
Energia,Emissão,PI,2000,1103738.6166849204
Energia,Emissão,PI,2001,1286185.3119301815
Energia,Emissão,PI,2002,1140334.0193493636
Energia,Emissão,PI,2003,1120272.0051448385
Energia,Emissão,PI,2004,1274574.506585533
Energia,Emissão,PI,2005,1276216.9967888484
Energia,Emissão,PI,2006,1302900.6546066047
Energia,Emissão,PI,2007,1421635.1882574873
Energia,Emissão,PI,2008,1614612.3683315213
Energia,Emissão,PI,2009,1650848.4680341461
Energia,Emissão,PI,2010,1954215.5867159136
Energia,Emissão,PI,2011,2090723.5335166147
Energia,Emissão,PI,2012,2523310.3007906913
Energia,Emissão,PI,2013,2675632.5598423886
Energia,Emissão,PI,2014,2942673.359179562
Energia,Emissão,PI,2015,2780867.7308188463
Energia,Emissão,PI,2016,2645858.7782839853
Energia,Emissão,PI,2017,2754474.593813382
Energia,Emissão,PI,2018,2678410.7473258
Agropecuária,Emissão,PI,2000,5407703.880434717
Agropecuária,Emissão,PI,2001,5441940.482992732
Agropecuária,Emissão,PI,2002,5366224.007128438
Agropecuária,Emissão,PI,2003,5451354.568506167
Agropecuária,Emissão,PI,2004,5517806.5551633015
Agropecuária,Emissão,PI,2005,5542364.968121217
Agropecuária,Emissão,PI,2006,5613265.295715835
Agropecuária,Emissão,PI,2007,5229860.698190984
Agropecuária,Emissão,PI,2008,5359299.5334015135
Agropecuária,Emissão,PI,2009,4966680.974614968
Agropecuária,Emissão,PI,2010,4976901.323181201
Agropecuária,Emissão,PI,2011,5186745.649786389
Agropecuária,Emissão,PI,2012,5165680.881412695
Agropecuária,Emissão,PI,2013,4978940.72072805
Agropecuária,Emissão,PI,2014,5078551.564326053
Agropecuária,Emissão,PI,2015,4802286.519087535
Agropecuária,Emissão,PI,2016,4819621.252286984
Agropecuária,Emissão,PI,2017,5326070.800262309
Agropecuária,Emissão,PI,2018,5197570.964934462
Processos Industriais,Emissão,PI,2000,0.0
Processos Industriais,Emissão,PI,2001,47328.8266419679
Processos Industriais,Emissão,PI,2002,113254.969176994
Processos Industriais,Emissão,PI,2003,113352.998120836
Processos Industriais,Emissão,PI,2004,104755.780346821
Processos Industriais,Emissão,PI,2005,153110.373336778
Processos Industriais,Emissão,PI,2006,126777.897123762
Processos Industriais,Emissão,PI,2007,151859.251143907
Processos Industriais,Emissão,PI,2008,182045.102944006
Processos Industriais,Emissão,PI,2009,216248.8260189
Processos Industriais,Emissão,PI,2010,225782.363787066
Processos Industriais,Emissão,PI,2011,219300.573439112
Processos Industriais,Emissão,PI,2012,235865.148772773
Processos Industriais,Emissão,PI,2013,232935.379535497
Processos Industriais,Emissão,PI,2014,259132.129639276
Processos Industriais,Emissão,PI,2015,259392.151112063
Processos Industriais,Emissão,PI,2016,234227.770970076
Processos Industriais,Emissão,PI,2017,114786.079313986
Processos Industriais,Emissão,PI,2018,0.0
Resíduos ,Emissão,PI,2000,597597.7800000003
Resíduos ,Emissão,PI,2001,623537.7680000007
Resíduos ,Emissão,PI,2002,646821.4620000003
Resíduos ,Emissão,PI,2003,668442.1719999997
Resíduos ,Emissão,PI,2004,682671.0790000003
Resíduos ,Emissão,PI,2005,727569.9040000002
Resíduos ,Emissão,PI,2006,743162.4790000005
Resíduos ,Emissão,PI,2007,808025.6100000007
Resíduos ,Emissão,PI,2008,825108.3900000005
Resíduos ,Emissão,PI,2009,877832.4250000012
Resíduos ,Emissão,PI,2010,959443.6430000003
Resíduos ,Emissão,PI,2011,1049382.9760000012
Resíduos ,Emissão,PI,2012,1126878.2029999993
Resíduos ,Emissão,PI,2013,1152022.3489999995
Resíduos ,Emissão,PI,2014,1199126.521999999
Resíduos ,Emissão,PI,2015,1243060.5260000008
Resíduos ,Emissão,PI,2016,1263548.620000001
Resíduos ,Emissão,PI,2017,1297398.7429999996
Resíduos ,Emissão,PI,2018,1334542.073
Mudança de Uso da Terra e Floresta,Emissão,PI,2000,7440607.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2001,6896350.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2002,6755026.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2003,7461157.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2004,11377660.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2005,7807324.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2006,5842631.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2007,5298080.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2008,7565414.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2009,7885936.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2010,8678920.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2011,13929536.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2012,19978568.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2013,15849565.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2014,14251887.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2015,5305226.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2016,4233560.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2017,7900083.0
Mudança de Uso da Terra e Floresta,Emissão,PI,2018,8396561.0
Energia,Remoção,PI,2000,0.0
Energia,Remoção,PI,2001,0.0
Energia,Remoção,PI,2002,0.0
Energia,Remoção,PI,2003,0.0
Energia,Remoção,PI,2004,0.0
Energia,Remoção,PI,2005,0.0
Energia,Remoção,PI,2006,0.0
Energia,Remoção,PI,2007,0.0
Energia,Remoção,PI,2008,0.0
Energia,Remoção,PI,2009,0.0
Energia,Remoção,PI,2010,0.0
Energia,Remoção,PI,2011,0.0
Energia,Remoção,PI,2012,0.0
Energia,Remoção,PI,2013,0.0
Energia,Remoção,PI,2014,0.0
Energia,Remoção,PI,2015,0.0
Energia,Remoção,PI,2016,0.0
Energia,Remoção,PI,2017,0.0
Energia,Remoção,PI,2018,0.0
Agropecuária,Remoção,PI,2000,0.0
Agropecuária,Remoção,PI,2001,0.0
Agropecuária,Remoção,PI,2002,0.0
Agropecuária,Remoção,PI,2003,0.0
Agropecuária,Remoção,PI,2004,0.0
Agropecuária,Remoção,PI,2005,0.0
Agropecuária,Remoção,PI,2006,0.0
Agropecuária,Remoção,PI,2007,0.0
Agropecuária,Remoção,PI,2008,0.0
Agropecuária,Remoção,PI,2009,0.0
Agropecuária,Remoção,PI,2010,0.0
Agropecuária,Remoção,PI,2011,0.0
Agropecuária,Remoção,PI,2012,0.0
Agropecuária,Remoção,PI,2013,0.0
Agropecuária,Remoção,PI,2014,0.0
Agropecuária,Remoção,PI,2015,0.0
Agropecuária,Remoção,PI,2016,0.0
Agropecuária,Remoção,PI,2017,0.0
Agropecuária,Remoção,PI,2018,0.0
Processos Industriais,Remoção,PI,2000,0.0
Processos Industriais,Remoção,PI,2001,0.0
Processos Industriais,Remoção,PI,2002,0.0
Processos Industriais,Remoção,PI,2003,0.0
Processos Industriais,Remoção,PI,2004,0.0
Processos Industriais,Remoção,PI,2005,0.0
Processos Industriais,Remoção,PI,2006,0.0
Processos Industriais,Remoção,PI,2007,0.0
Processos Industriais,Remoção,PI,2008,0.0
Processos Industriais,Remoção,PI,2009,0.0
Processos Industriais,Remoção,PI,2010,0.0
Processos Industriais,Remoção,PI,2011,0.0
Processos Industriais,Remoção,PI,2012,0.0
Processos Industriais,Remoção,PI,2013,0.0
Processos Industriais,Remoção,PI,2014,0.0
Processos Industriais,Remoção,PI,2015,0.0
Processos Industriais,Remoção,PI,2016,0.0
Processos Industriais,Remoção,PI,2017,0.0
Processos Industriais,Remoção,PI,2018,0.0
Resíduos ,Remoção,PI,2000,0.0
Resíduos ,Remoção,PI,2001,0.0
Resíduos ,Remoção,PI,2002,0.0
Resíduos ,Remoção,PI,2003,0.0
Resíduos ,Remoção,PI,2004,0.0
Resíduos ,Remoção,PI,2005,0.0
Resíduos ,Remoção,PI,2006,0.0
Resíduos ,Remoção,PI,2007,0.0
Resíduos ,Remoção,PI,2008,0.0
Resíduos ,Remoção,PI,2009,0.0
Resíduos ,Remoção,PI,2010,0.0
Resíduos ,Remoção,PI,2011,0.0
Resíduos ,Remoção,PI,2012,0.0
Resíduos ,Remoção,PI,2013,0.0
Resíduos ,Remoção,PI,2014,0.0
Resíduos ,Remoção,PI,2015,0.0
Resíduos ,Remoção,PI,2016,0.0
Resíduos ,Remoção,PI,2017,0.0
Resíduos ,Remoção,PI,2018,0.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2000,-2488467.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2001,-2649015.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2002,-2826426.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2003,-3054122.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2004,-3261260.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2005,-3302248.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2006,-3397423.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2007,-3456215.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2008,-3467862.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2009,-3732673.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2010,-3766962.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2011,-3861853.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2012,-4427540.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2013,-4002305.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2014,-4408448.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2015,-4066282.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2016,-4207815.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2017,-4298223.0
Mudança de Uso da Terra e Floresta,Remoção,PI,2018,-4308868.0
Energia,Emissão,PR,2000,15461586.97671033
Energia,Emissão,PR,2001,15299618.790007662
Energia,Emissão,PR,2002,15688150.499614624
Energia,Emissão,PR,2003,15806419.700440953
Energia,Emissão,PR,2004,15923500.216335822
Energia,Emissão,PR,2005,16224852.310027516
Energia,Emissão,PR,2006,16814724.296493992
Energia,Emissão,PR,2007,17721249.408592947
Energia,Emissão,PR,2008,18473985.43305607
Energia,Emissão,PR,2009,18037605.35867674
Energia,Emissão,PR,2010,18308615.30710975
Energia,Emissão,PR,2011,19590139.94567565
Energia,Emissão,PR,2012,22946214.774040326
Energia,Emissão,PR,2013,24636693.899260037
Energia,Emissão,PR,2014,26062177.70136047
Energia,Emissão,PR,2015,23706588.509596806
Energia,Emissão,PR,2016,23239988.56909577
Energia,Emissão,PR,2017,23039856.152090963
Energia,Emissão,PR,2018,22058157.363831054
Agropecuária,Emissão,PR,2000,26699932.66546707
Agropecuária,Emissão,PR,2001,27566282.565141052
Agropecuária,Emissão,PR,2002,27500026.72267478
Agropecuária,Emissão,PR,2003,29532997.156364467
Agropecuária,Emissão,PR,2004,29380373.727470133
Agropecuária,Emissão,PR,2005,27978630.281514097
Agropecuária,Emissão,PR,2006,27264111.536375813
Agropecuária,Emissão,PR,2007,27818595.39198779
Agropecuária,Emissão,PR,2008,27994500.287768275
Agropecuária,Emissão,PR,2009,28352965.2580999
Agropecuária,Emissão,PR,2010,28623874.821308963
Agropecuária,Emissão,PR,2011,28799038.987405833
Agropecuária,Emissão,PR,2012,28959067.641271543
Agropecuária,Emissão,PR,2013,29820363.80702862
Agropecuária,Emissão,PR,2014,29959900.745694175
Agropecuária,Emissão,PR,2015,30850079.841291
Agropecuária,Emissão,PR,2016,31098139.11979386
Agropecuária,Emissão,PR,2017,30634486.597334724
Agropecuária,Emissão,PR,2018,30749884.79436173
Processos Industriais,Emissão,PR,2000,2009287.427602371
Processos Industriais,Emissão,PR,2001,1977055.09768248
Processos Industriais,Emissão,PR,2002,1976606.175449185
Processos Industriais,Emissão,PR,2003,1939380.99462918
Processos Industriais,Emissão,PR,2004,2028647.671550056
Processos Industriais,Emissão,PR,2005,2458402.7208389007
Processos Industriais,Emissão,PR,2006,2414652.42085892
Processos Industriais,Emissão,PR,2007,2636198.498716655
Processos Industriais,Emissão,PR,2008,2872085.4475770686
Processos Industriais,Emissão,PR,2009,2791562.4843602786
Processos Industriais,Emissão,PR,2010,3032622.8176555526
Processos Industriais,Emissão,PR,2011,3156026.1345572434
Processos Industriais,Emissão,PR,2012,3043328.2818687945
Processos Industriais,Emissão,PR,2013,3246688.4961445373
Processos Industriais,Emissão,PR,2014,3297438.84045333
Processos Industriais,Emissão,PR,2015,3242871.2533653476
Processos Industriais,Emissão,PR,2016,3345180.557118186
Processos Industriais,Emissão,PR,2017,3181491.039960692
