setor,tipo,uf,ano,emissao_co2
Energia,Emissão,AC,2000,816007.7459955687
Energia,Emissão,AC,2001,893821.3768754217
Energia,Emissão,AC,2002,1072257.1983135487
Energia,Emissão,AC,2003,1064160.0264661931
Energia,Emissão,AC,2004,825977.2019151354
Energia,Emissão,AC,2005,762548.5878399524
Energia,Emissão,AC,2006,646886.028380319
Energia,Emissão,AC,2007,562549.9225952968
Energia,Emissão,AC,2008,574089.474730571
Energia,Emissão,AC,2009,561578.8932284632
Energia,Emissão,AC,2010,669095.1020997431
Energia,Emissão,AC,2011,696772.7055547616
Energia,Emissão,AC,2012,936792.1674274942
Energia,Emissão,AC,2013,724657.043726511
Energia,Emissão,AC,2014,783446.9357818484
Energia,Emissão,AC,2015,742071.9161067026
Energia,Emissão,AC,2016,686083.267588198
Energia,Emissão,AC,2017,657136.3342874937
Energia,Emissão,AC,2018,697751.8741954044
Agropecuária,Emissão,AC,2000,2277725.1138936924
Agropecuária,Emissão,AC,2001,3631115.4406897994
Agropecuária,Emissão,AC,2002,3829349.760869122
Agropecuária,Emissão,AC,2003,3940961.976576499
Agropecuária,Emissão,AC,2004,4270671.157377784
Agropecuária,Emissão,AC,2005,4711030.175418624
Agropecuária,Emissão,AC,2006,5032733.795964502
Agropecuária,Emissão,AC,2007,4629208.857364985
Agropecuária,Emissão,AC,2008,4859837.150894742
Agropecuária,Emissão,AC,2009,5045600.239655719
Agropecuária,Emissão,AC,2010,5200435.161152212
Agropecuária,Emissão,AC,2011,4994819.453738482
Agropecuária,Emissão,AC,2012,5185199.786251859
Agropecuária,Emissão,AC,2013,5304081.322544091
Agropecuária,Emissão,AC,2014,5507291.158478556
Agropecuária,Emissão,AC,2015,5757112.469442275
Agropecuária,Emissão,AC,2016,5920841.390571523
Agropecuária,Emissão,AC,2017,5712447.965351681
Agropecuária,Emissão,AC,2018,6478449.846426412
Processos Industriais,Emissão,AC,2000,0.0
Processos Industriais,Emissão,AC,2001,0.0
Processos Industriais,Emissão,AC,2002,0.0
Processos Industriais,Emissão,AC,2003,0.0
Processos Industriais,Emissão,AC,2004,0.0
Processos Industriais,Emissão,AC,2005,0.0
Processos Industriais,Emissão,AC,2006,0.0
Processos Industriais,Emissão,AC,2007,0.0
Processos Industriais,Emissão,AC,2008,0.0
Processos Industriais,Emissão,AC,2009,0.0
Processos Industriais,Emissão,AC,2010,0.0
Processos Industriais,Emissão,AC,2011,0.0
Processos Industriais,Emissão,AC,2012,0.0
Processos Industriais,Emissão,AC,2013,0.0
Processos Industriais,Emissão,AC,2014,0.0
Processos Industriais,Emissão,AC,2015,0.0
Processos Industriais,Emissão,AC,2016,0.0
Processos Industriais,Emissão,AC,2017,0.0
Processos Industriais,Emissão,AC,2018,0.0
Resíduos ,Emissão,AC,2000,147138.11799999996
Resíduos ,Emissão,AC,2001,159925.79299999995
Resíduos ,Emissão,AC,2002,165744.62000000005
Resíduos ,Emissão,AC,2003,165942.33100000003
Resíduos ,Emissão,AC,2004,169691.21500000008
Resíduos ,Emissão,AC,2005,176275.1439999999
Resíduos ,Emissão,AC,2006,185399.97500000003
Resíduos ,Emissão,AC,2007,209057.20500000007
Resíduos ,Emissão,AC,2008,223474.7049999999
Resíduos ,Emissão,AC,2009,230402.618
Resíduos ,Emissão,AC,2010,241525.0569999999
Resíduos ,Emissão,AC,2011,258607.74199999997
Resíduos ,Emissão,AC,2012,290778.22099999996
Resíduos ,Emissão,AC,2013,312603.08500000014
Resíduos ,Emissão,AC,2014,328518.43600000016
Resíduos ,Emissão,AC,2015,354935.0069999999
Resíduos ,Emissão,AC,2016,369912.9460000001
Resíduos ,Emissão,AC,2017,384798.7389999998
Resíduos ,Emissão,AC,2018,401244.6789999997
Mudança de Uso da Terra e Floresta,Emissão,AC,2000,28975592.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2001,23677992.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2002,46444320.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2003,52071005.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2004,22441738.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2005,29591294.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2006,25594542.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2007,19765953.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2008,18762963.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2009,19620790.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2010,14882659.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2011,14998935.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2012,13775482.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2013,13952416.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2014,19489299.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2015,22379258.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2016,21922394.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2017,25067004.0
Mudança de Uso da Terra e Floresta,Emissão,AC,2018,20517894.0
Energia,Remoção,AC,2000,0.0
Energia,Remoção,AC,2001,0.0
Energia,Remoção,AC,2002,0.0
Energia,Remoção,AC,2003,0.0
Energia,Remoção,AC,2004,0.0
Energia,Remoção,AC,2005,0.0
Energia,Remoção,AC,2006,0.0
Energia,Remoção,AC,2007,0.0
Energia,Remoção,AC,2008,0.0
Energia,Remoção,AC,2009,0.0
Energia,Remoção,AC,2010,0.0
Energia,Remoção,AC,2011,0.0
Energia,Remoção,AC,2012,0.0
Energia,Remoção,AC,2013,0.0
Energia,Remoção,AC,2014,0.0
Energia,Remoção,AC,2015,0.0
Energia,Remoção,AC,2016,0.0
Energia,Remoção,AC,2017,0.0
Energia,Remoção,AC,2018,0.0
Agropecuária,Remoção,AC,2000,0.0
Agropecuária,Remoção,AC,2001,0.0
Agropecuária,Remoção,AC,2002,0.0
Agropecuária,Remoção,AC,2003,0.0
Agropecuária,Remoção,AC,2004,0.0
Agropecuária,Remoção,AC,2005,0.0
Agropecuária,Remoção,AC,2006,0.0
Agropecuária,Remoção,AC,2007,0.0
Agropecuária,Remoção,AC,2008,0.0
Agropecuária,Remoção,AC,2009,0.0
Agropecuária,Remoção,AC,2010,0.0
Agropecuária,Remoção,AC,2011,0.0
Agropecuária,Remoção,AC,2012,0.0
Agropecuária,Remoção,AC,2013,0.0
Agropecuária,Remoção,AC,2014,0.0
Agropecuária,Remoção,AC,2015,0.0
Agropecuária,Remoção,AC,2016,0.0
Agropecuária,Remoção,AC,2017,0.0
Agropecuária,Remoção,AC,2018,0.0
Processos Industriais,Remoção,AC,2000,0.0
Processos Industriais,Remoção,AC,2001,0.0
Processos Industriais,Remoção,AC,2002,0.0
Processos Industriais,Remoção,AC,2003,0.0
Processos Industriais,Remoção,AC,2004,0.0
Processos Industriais,Remoção,AC,2005,0.0
Processos Industriais,Remoção,AC,2006,0.0
Processos Industriais,Remoção,AC,2007,0.0
Processos Industriais,Remoção,AC,2008,0.0
Processos Industriais,Remoção,AC,2009,0.0
Processos Industriais,Remoção,AC,2010,0.0
Processos Industriais,Remoção,AC,2011,0.0
Processos Industriais,Remoção,AC,2012,0.0
Processos Industriais,Remoção,AC,2013,0.0
Processos Industriais,Remoção,AC,2014,0.0
Processos Industriais,Remoção,AC,2015,0.0
Processos Industriais,Remoção,AC,2016,0.0
Processos Industriais,Remoção,AC,2017,0.0
Processos Industriais,Remoção,AC,2018,0.0
Resíduos ,Remoção,AC,2000,0.0
Resíduos ,Remoção,AC,2001,0.0
Resíduos ,Remoção,AC,2002,0.0
Resíduos ,Remoção,AC,2003,0.0
Resíduos ,Remoção,AC,2004,0.0
Resíduos ,Remoção,AC,2005,0.0
Resíduos ,Remoção,AC,2006,0.0
Resíduos ,Remoção,AC,2007,0.0
Resíduos ,Remoção,AC,2008,0.0
Resíduos ,Remoção,AC,2009,0.0
Resíduos ,Remoção,AC,2010,0.0
Resíduos ,Remoção,AC,2011,0.0
Resíduos ,Remoção,AC,2012,0.0
Resíduos ,Remoção,AC,2013,0.0
Resíduos ,Remoção,AC,2014,0.0
Resíduos ,Remoção,AC,2015,0.0
Resíduos ,Remoção,AC,2016,0.0
Resíduos ,Remoção,AC,2017,0.0
Resíduos ,Remoção,AC,2018,0.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2000,-6824883.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2001,-7124617.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2002,-7740340.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2003,-8894432.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2004,-9129781.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2005,-10535370.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2006,-11103346.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2007,-11325331.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2008,-11692711.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2009,-11719669.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2010,-11829878.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2011,-11871472.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2012,-11951860.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2013,-12479855.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2014,-12682408.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2015,-12751904.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2016,-12797636.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2017,-12821186.0
Mudança de Uso da Terra e Floresta,Remoção,AC,2018,-12914015.0
Energia,Emissão,AL,2000,1787213.4523412192
Energia,Emissão,AL,2001,1705068.84847348
Energia,Emissão,AL,2002,1613353.1257489694
Energia,Emissão,AL,2003,1496507.1421625307
Energia,Emissão,AL,2004,1631322.9898777658
Energia,Emissão,AL,2005,1582669.4716812405
Energia,Emissão,AL,2006,1563407.8834901839
Energia,Emissão,AL,2007,2063363.667737641
Energia,Emissão,AL,2008,2073245.3678513025
Energia,Emissão,AL,2009,2146576.7110519456
Energia,Emissão,AL,2010,2208913.3691114397
Energia,Emissão,AL,2011,2418028.558927819
Energia,Emissão,AL,2012,2525272.842413525
Energia,Emissão,AL,2013,2560913.255192362
Energia,Emissão,AL,2014,2678337.7534991307
Energia,Emissão,AL,2015,2627031.1474501695
Energia,Emissão,AL,2016,2781743.159210751
Energia,Emissão,AL,2017,2793169.6013713884
Energia,Emissão,AL,2018,2549453.027679346
Agropecuária,Emissão,AL,2000,2571509.211119989
Agropecuária,Emissão,AL,2001,2761378.8981771027
Agropecuária,Emissão,AL,2002,2562959.203251871
Agropecuária,Emissão,AL,2003,2671225.4288857984
Agropecuária,Emissão,AL,2004,2811932.746088964
Agropecuária,Emissão,AL,2005,2896727.2941825707
Agropecuária,Emissão,AL,2006,3040104.945894698
Agropecuária,Emissão,AL,2007,3210422.8349358733
Agropecuária,Emissão,AL,2008,3298851.8120331634
Agropecuária,Emissão,AL,2009,3332752.127285116
Agropecuária,Emissão,AL,2010,3357671.418940481
Agropecuária,Emissão,AL,2011,3502565.7964571076
Agropecuária,Emissão,AL,2012,3306645.4333040654
Agropecuária,Emissão,AL,2013,3357904.935942927
Agropecuária,Emissão,AL,2014,3392086.2688668426
Agropecuária,Emissão,AL,2015,3307803.8168708524
Agropecuária,Emissão,AL,2016,3200763.8904042956
Agropecuária,Emissão,AL,2017,3249638.011966176
Agropecuária,Emissão,AL,2018,3319537.5455644117
Processos Industriais,Emissão,AL,2000,197421.960156265
Processos Industriais,Emissão,AL,2001,176113.176804014
Processos Industriais,Emissão,AL,2002,154426.059209437
Processos Industriais,Emissão,AL,2003,133488.070155458
Processos Industriais,Emissão,AL,2004,138321.893063584
Processos Industriais,Emissão,AL,2005,162007.828445937
Processos Industriais,Emissão,AL,2006,168791.502565939
Processos Industriais,Emissão,AL,2007,196567.205860239
Processos Industriais,Emissão,AL,2008,202030.094285165
Processos Industriais,Emissão,AL,2009,150417.975921309
Processos Industriais,Emissão,AL,2010,242707.038584502
Processos Industriais,Emissão,AL,2011,254230.221425309
Processos Industriais,Emissão,AL,2012,253149.923033983
Processos Industriais,Emissão,AL,2013,294581.88703757
Processos Industriais,Emissão,AL,2014,299536.892133546
Processos Industriais,Emissão,AL,2015,210353.431517989
Processos Industriais,Emissão,AL,2016,135398.866991082
Processos Industriais,Emissão,AL,2017,54005.8083767745
Processos Industriais,Emissão,AL,2018,21121.0119444359
Resíduos ,Emissão,AL,2000,622540.5720000007
Resíduos ,Emissão,AL,2001,662879.6110000001
Resíduos ,Emissão,AL,2002,702345.8469999995
Resíduos ,Emissão,AL,2003,731857.1319999992
Resíduos ,Emissão,AL,2004,763909.322
Resíduos ,Emissão,AL,2005,812507.186
Resíduos ,Emissão,AL,2006,894301.1460000013
Resíduos ,Emissão,AL,2007,972993.8230000002
Resíduos ,Emissão,AL,2008,1055917.494
Resíduos ,Emissão,AL,2009,1123705.0800000005
Resíduos ,Emissão,AL,2010,1173541.0309999988
Resíduos ,Emissão,AL,2011,1272427.7929999984
Resíduos ,Emissão,AL,2012,1327130.8529999983
Resíduos ,Emissão,AL,2013,1261740.1560000007
Resíduos ,Emissão,AL,2014,1310073.7079999996
Resíduos ,Emissão,AL,2015,1374367.729999999
Resíduos ,Emissão,AL,2016,1440242.471999999
Resíduos ,Emissão,AL,2017,1470293.8620000002
Resíduos ,Emissão,AL,2018,1480339.5659999985
Mudança de Uso da Terra e Floresta,Emissão,AL,2000,1680755.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2001,1381144.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2002,1550623.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2003,1522451.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2004,1194096.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2005,1081195.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2006,960870.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2007,1031224.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2008,751828.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2009,488674.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2010,1121506.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2011,1003889.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2012,797385.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2013,977122.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2014,704798.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2015,694309.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2016,614284.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2017,1388687.0
Mudança de Uso da Terra e Floresta,Emissão,AL,2018,363112.0
Energia,Remoção,AL,2000,0.0
Energia,Remoção,AL,2001,0.0
Energia,Remoção,AL,2002,0.0
Energia,Remoção,AL,2003,0.0
Energia,Remoção,AL,2004,0.0
Energia,Remoção,AL,2005,0.0
Energia,Remoção,AL,2006,0.0
Energia,Remoção,AL,2007,0.0
Energia,Remoção,AL,2008,0.0
Energia,Remoção,AL,2009,0.0
Energia,Remoção,AL,2010,0.0
Energia,Remoção,AL,2011,0.0
Energia,Remoção,AL,2012,0.0
Energia,Remoção,AL,2013,0.0
Energia,Remoção,AL,2014,0.0
Energia,Remoção,AL,2015,0.0
Energia,Remoção,AL,2016,0.0
Energia,Remoção,AL,2017,0.0
Energia,Remoção,AL,2018,0.0
Agropecuária,Remoção,AL,2000,0.0
Agropecuária,Remoção,AL,2001,0.0
Agropecuária,Remoção,AL,2002,0.0
Agropecuária,Remoção,AL,2003,0.0
Agropecuária,Remoção,AL,2004,0.0
Agropecuária,Remoção,AL,2005,0.0
Agropecuária,Remoção,AL,2006,0.0
Agropecuária,Remoção,AL,2007,0.0
Agropecuária,Remoção,AL,2008,0.0
Agropecuária,Remoção,AL,2009,0.0
Agropecuária,Remoção,AL,2010,0.0
Agropecuária,Remoção,AL,2011,0.0
Agropecuária,Remoção,AL,2012,0.0
Agropecuária,Remoção,AL,2013,0.0
Agropecuária,Remoção,AL,2014,0.0
Agropecuária,Remoção,AL,2015,0.0
Agropecuária,Remoção,AL,2016,0.0
Agropecuária,Remoção,AL,2017,0.0
Agropecuária,Remoção,AL,2018,0.0
Processos Industriais,Remoção,AL,2000,0.0
Processos Industriais,Remoção,AL,2001,0.0
Processos Industriais,Remoção,AL,2002,0.0
Processos Industriais,Remoção,AL,2003,0.0
Processos Industriais,Remoção,AL,2004,0.0
Processos Industriais,Remoção,AL,2005,0.0
Processos Industriais,Remoção,AL,2006,0.0
Processos Industriais,Remoção,AL,2007,0.0
Processos Industriais,Remoção,AL,2008,0.0
Processos Industriais,Remoção,AL,2009,0.0
Processos Industriais,Remoção,AL,2010,0.0
Processos Industriais,Remoção,AL,2011,0.0
Processos Industriais,Remoção,AL,2012,0.0
Processos Industriais,Remoção,AL,2013,0.0
Processos Industriais,Remoção,AL,2014,0.0
Processos Industriais,Remoção,AL,2015,0.0
Processos Industriais,Remoção,AL,2016,0.0
Processos Industriais,Remoção,AL,2017,0.0
Processos Industriais,Remoção,AL,2018,0.0
Resíduos ,Remoção,AL,2000,0.0
Resíduos ,Remoção,AL,2001,0.0
Resíduos ,Remoção,AL,2002,0.0
Resíduos ,Remoção,AL,2003,0.0
Resíduos ,Remoção,AL,2004,0.0
Resíduos ,Remoção,AL,2005,0.0
Resíduos ,Remoção,AL,2006,0.0
Resíduos ,Remoção,AL,2007,0.0
Resíduos ,Remoção,AL,2008,0.0
Resíduos ,Remoção,AL,2009,0.0
Resíduos ,Remoção,AL,2010,0.0
Resíduos ,Remoção,AL,2011,0.0
Resíduos ,Remoção,AL,2012,0.0
Resíduos ,Remoção,AL,2013,0.0
Resíduos ,Remoção,AL,2014,0.0
Resíduos ,Remoção,AL,2015,0.0
Resíduos ,Remoção,AL,2016,0.0
Resíduos ,Remoção,AL,2017,0.0
Resíduos ,Remoção,AL,2018,0.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2000,-445030.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2001,-475888.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2002,-501072.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2003,-519424.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2004,-541447.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2005,-572084.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2006,-601089.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2007,-642338.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2008,-699022.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2009,-764741.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2010,-771132.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2011,-829786.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2012,-866030.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2013,-889238.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2014,-920996.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2015,-949233.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2016,-1071164.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2017,-1032308.0
Mudança de Uso da Terra e Floresta,Remoção,AL,2018,-1058121.0
Energia,Emissão,AM,2000,4471709.034988854
Energia,Emissão,AM,2001,4826804.405023341
Energia,Emissão,AM,2002,5166707.518152483
Energia,Emissão,AM,2003,5245893.866862427
Energia,Emissão,AM,2004,6043097.187949208
Energia,Emissão,AM,2005,6703097.759562787
Energia,Emissão,AM,2006,6896908.596265759
Energia,Emissão,AM,2007,7791167.908046332
Energia,Emissão,AM,2008,7985985.898559242
Energia,Emissão,AM,2009,7924544.608077988
Energia,Emissão,AM,2010,9491157.22438984
Energia,Emissão,AM,2011,8691756.731613295
Energia,Emissão,AM,2012,8983500.74398441
Energia,Emissão,AM,2013,8088223.007043002
Energia,Emissão,AM,2014,10202317.244710436
Energia,Emissão,AM,2015,9243158.719907805
Energia,Emissão,AM,2016,7777472.622263408
Energia,Emissão,AM,2017,7045599.885503392
Energia,Emissão,AM,2018,8923758.571490105
Agropecuária,Emissão,AM,2000,2085473.1806456167
Agropecuária,Emissão,AM,2001,2157208.818603079
Agropecuária,Emissão,AM,2002,2195897.422829618
Agropecuária,Emissão,AM,2003,2627960.8092838535
Agropecuária,Emissão,AM,2004,2669947.9229035852
Agropecuária,Emissão,AM,2005,2756931.7074740594
Agropecuária,Emissão,AM,2006,2870300.069348575
Agropecuária,Emissão,AM,2007,2601431.306449368
Agropecuária,Emissão,AM,2008,2863761.8473065803
Agropecuária,Emissão,AM,2009,2961876.4122040737
Agropecuária,Emissão,AM,2010,3013257.8782700854
Agropecuária,Emissão,AM,2011,3149637.906735105
Agropecuária,Emissão,AM,2012,3151637.096275295
Agropecuária,Emissão,AM,2013,3183971.5105877337
Agropecuária,Emissão,AM,2014,3050343.1237961343
Agropecuária,Emissão,AM,2015,2832531.900571854
Agropecuária,Emissão,AM,2016,2875114.640863358
Agropecuária,Emissão,AM,2017,2941187.9860379547
Agropecuária,Emissão,AM,2018,3020468.170410036
Processos Industriais,Emissão,AM,2000,250739.257633075
Processos Industriais,Emissão,AM,2001,241366.981221075
Processos Industriais,Emissão,AM,2002,233222.748675153
Processos Industriais,Emissão,AM,2003,224841.637719948
Processos Industriais,Emissão,AM,2004,231643.063583815
Processos Industriais,Emissão,AM,2005,232446.014726779
Processos Industriais,Emissão,AM,2006,233654.612722282
Processos Industriais,Emissão,AM,2007,252359.77744839
Processos Industriais,Emissão,AM,2008,281970.059649798
Processos Industriais,Emissão,AM,2009,240521.653429184
Processos Industriais,Emissão,AM,2010,261072.111237038
Processos Industriais,Emissão,AM,2011,292760.864049258
Processos Industriais,Emissão,AM,2012,282678.079063552
Processos Industriais,Emissão,AM,2013,277978.060862358
Processos Industriais,Emissão,AM,2014,229952.675677047
Processos Industriais,Emissão,AM,2015,240178.420149872
Processos Industriais,Emissão,AM,2016,230825.556777238
Processos Industriais,Emissão,AM,2017,201377.702928092
Processos Industriais,Emissão,AM,2018,123435.434542679
Resíduos ,Emissão,AM,2000,901604.6440000001
Resíduos ,Emissão,AM,2001,973377.9979999998
Resíduos ,Emissão,AM,2002,1069079.4250000003
Resíduos ,Emissão,AM,2003,1171543.099
Resíduos ,Emissão,AM,2004,1252113.5230000007
Resíduos ,Emissão,AM,2005,1292376.5660000006
Resíduos ,Emissão,AM,2006,1343514.507
Resíduos ,Emissão,AM,2007,1442702.6559999993
Resíduos ,Emissão,AM,2008,1495572.4050000005
Resíduos ,Emissão,AM,2009,1554477.4109999998
Resíduos ,Emissão,AM,2010,1646450.7199999986
Resíduos ,Emissão,AM,2011,1658444.2139999985
Resíduos ,Emissão,AM,2012,1239542.6119999997
Resíduos ,Emissão,AM,2013,1359797.1789999988
Resíduos ,Emissão,AM,2014,1346971.9539999994
Resíduos ,Emissão,AM,2015,1351454.4909999997
Resíduos ,Emissão,AM,2016,1469891.7309999994
Resíduos ,Emissão,AM,2017,1407902.208
Resíduos ,Emissão,AM,2018,1491334.967
Mudança de Uso da Terra e Floresta,Emissão,AM,2000,26878446.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2001,24989210.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2002,38660453.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2003,74181138.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2004,54749787.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2005,64714702.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2006,74332589.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2007,46889238.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2008,38946498.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2009,38938439.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2010,48138619.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2011,40270700.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2012,34604122.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2013,40113478.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2014,45912729.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2015,62911952.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2016,110804251.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2017,74554430.0
Mudança de Uso da Terra e Floresta,Emissão,AM,2018,73352469.0
Energia,Remoção,AM,2000,0.0
Energia,Remoção,AM,2001,0.0
Energia,Remoção,AM,2002,0.0
Energia,Remoção,AM,2003,0.0
Energia,Remoção,AM,2004,0.0
Energia,Remoção,AM,2005,0.0
Energia,Remoção,AM,2006,0.0
Energia,Remoção,AM,2007,0.0
Energia,Remoção,AM,2008,0.0
Energia,Remoção,AM,2009,0.0
Energia,Remoção,AM,2010,0.0
Energia,Remoção,AM,2011,0.0
Energia,Remoção,AM,2012,0.0
Energia,Remoção,AM,2013,0.0
Energia,Remoção,AM,2014,0.0
Energia,Remoção,AM,2015,0.0
Energia,Remoção,AM,2016,0.0
Energia,Remoção,AM,2017,0.0
Energia,Remoção,AM,2018,0.0
Agropecuária,Remoção,AM,2000,0.0
Agropecuária,Remoção,AM,2001,0.0
Agropecuária,Remoção,AM,2002,0.0
Agropecuária,Remoção,AM,2003,0.0
Agropecuária,Remoção,AM,2004,0.0
Agropecuária,Remoção,AM,2005,0.0
Agropecuária,Remoção,AM,2006,0.0
Agropecuária,Remoção,AM,2007,0.0
Agropecuária,Remoção,AM,2008,0.0
Agropecuária,Remoção,AM,2009,0.0
Agropecuária,Remoção,AM,2010,0.0
Agropecuária,Remoção,AM,2011,0.0
Agropecuária,Remoção,AM,2012,0.0
Agropecuária,Remoção,AM,2013,0.0
Agropecuária,Remoção,AM,2014,0.0
Agropecuária,Remoção,AM,2015,0.0
Agropecuária,Remoção,AM,2016,0.0
Agropecuária,Remoção,AM,2017,0.0
Agropecuária,Remoção,AM,2018,0.0
Processos Industriais,Remoção,AM,2000,0.0
Processos Industriais,Remoção,AM,2001,0.0
Processos Industriais,Remoção,AM,2002,0.0
Processos Industriais,Remoção,AM,2003,0.0
Processos Industriais,Remoção,AM,2004,0.0
Processos Industriais,Remoção,AM,2005,0.0
Processos Industriais,Remoção,AM,2006,0.0
Processos Industriais,Remoção,AM,2007,0.0
Processos Industriais,Remoção,AM,2008,0.0
Processos Industriais,Remoção,AM,2009,0.0
Processos Industriais,Remoção,AM,2010,0.0
Processos Industriais,Remoção,AM,2011,0.0
Processos Industriais,Remoção,AM,2012,0.0
Processos Industriais,Remoção,AM,2013,0.0
Processos Industriais,Remoção,AM,2014,0.0
Processos Industriais,Remoção,AM,2015,0.0
Processos Industriais,Remoção,AM,2016,0.0
Processos Industriais,Remoção,AM,2017,0.0
Processos Industriais,Remoção,AM,2018,0.0
Resíduos ,Remoção,AM,2000,0.0
Resíduos ,Remoção,AM,2001,0.0
Resíduos ,Remoção,AM,2002,0.0
Resíduos ,Remoção,AM,2003,0.0
Resíduos ,Remoção,AM,2004,0.0
Resíduos ,Remoção,AM,2005,0.0
Resíduos ,Remoção,AM,2006,0.0
Resíduos ,Remoção,AM,2007,0.0
Resíduos ,Remoção,AM,2008,0.0
Resíduos ,Remoção,AM,2009,0.0
Resíduos ,Remoção,AM,2010,0.0
Resíduos ,Remoção,AM,2011,0.0
Resíduos ,Remoção,AM,2012,0.0
Resíduos ,Remoção,AM,2013,0.0
Resíduos ,Remoção,AM,2014,0.0
Resíduos ,Remoção,AM,2015,0.0
Resíduos ,Remoção,AM,2016,0.0
Resíduos ,Remoção,AM,2017,0.0
Resíduos ,Remoção,AM,2018,0.0
