ano,uf,setor,porte_do_cliente,num_empregados
2017,PB,INDUSTRIA,PEQUENA,14738
2017,PE,INDUSTRIA,PEQUENA,46728
2017,AL,INDUSTRIA,PEQUENA,8314
2017,SE,INDUSTRIA,PEQUENA,10498
2017,BA,INDUSTRIA,PEQUENA,54366
2017,MG,INDUSTRIA,PEQUENA,196314
2017,ES,INDUSTRIA,PEQUENA,35440
2017,RJ,INDUSTRIA,PEQUENA,90346
2017,SP,INDUSTRIA,PEQUENA,601971
2017,PR,INDUSTRIA,PEQUENA,154180
2017,SC,INDUSTRIA,PEQUENA,167059
2017,RS,INDUSTRIA,PEQUENA,163295
2017,MS,INDUSTRIA,PEQUENA,15145
2017,MT,INDUSTRIA,PEQUENA,23712
2017,GO,INDUSTRIA,PEQUENA,49278
2017,DF,INDUSTRIA,PEQUENA,9599
2016,RO,INDUSTRIA,PEQUENA,12860
2016,AC,INDUSTRIA,PEQUENA,2393
2016,AM,INDUSTRIA,PEQUENA,17291
2016,RR,INDUSTRIA,PEQUENA,1544
2016,PA,INDUSTRIA,PEQUENA,24666
2016,AP,INDUSTRIA,PEQUENA,1209
2016,TO,INDUSTRIA,PEQUENA,4912
2016,MA,INDUSTRIA,PEQUENA,13147
2016,PI,INDUSTRIA,PEQUENA,10465
2016,CE,INDUSTRIA,PEQUENA,55747
2016,RN,INDUSTRIA,PEQUENA,21103
2016,PB,INDUSTRIA,PEQUENA,15091
2016,PE,INDUSTRIA,PEQUENA,49338
2016,AL,INDUSTRIA,PEQUENA,8570
2016,SE,INDUSTRIA,PEQUENA,10993
2016,BA,INDUSTRIA,PEQUENA,52144
2016,MG,INDUSTRIA,PEQUENA,195978
2016,ES,INDUSTRIA,PEQUENA,36345
2016,RJ,INDUSTRIA,PEQUENA,95851
2016,SP,INDUSTRIA,PEQUENA,609961
2016,PR,INDUSTRIA,PEQUENA,153723
2016,SC,INDUSTRIA,PEQUENA,167360
2016,RS,INDUSTRIA,PEQUENA,166624
2016,MS,INDUSTRIA,PEQUENA,15515
2016,MT,INDUSTRIA,PEQUENA,23054
2016,GO,INDUSTRIA,PEQUENA,50514
2016,DF,INDUSTRIA,PEQUENA,9668
2015,RO,INDUSTRIA,PEQUENA,13784
2015,AC,INDUSTRIA,PEQUENA,2633
2015,AM,INDUSTRIA,PEQUENA,18102
2015,RR,INDUSTRIA,PEQUENA,1679
2015,PA,INDUSTRIA,PEQUENA,26955
2015,AP,INDUSTRIA,PEQUENA,1255
2015,TO,INDUSTRIA,PEQUENA,5688
2015,MA,INDUSTRIA,PEQUENA,14736
2015,PI,INDUSTRIA,PEQUENA,10681
2015,CE,INDUSTRIA,PEQUENA,61167
2015,RN,INDUSTRIA,PEQUENA,23164
2015,PB,INDUSTRIA,PEQUENA,16918
2015,PE,INDUSTRIA,PEQUENA,55296
2015,AL,INDUSTRIA,PEQUENA,9882
2015,SE,INDUSTRIA,PEQUENA,11134
2015,BA,INDUSTRIA,PEQUENA,58670
2015,MG,INDUSTRIA,PEQUENA,206961
2015,ES,INDUSTRIA,PEQUENA,40463
2015,RJ,INDUSTRIA,PEQUENA,105429
2015,SP,INDUSTRIA,PEQUENA,647954
2015,PR,INDUSTRIA,PEQUENA,165711
2015,SC,INDUSTRIA,PEQUENA,171120
2015,RS,INDUSTRIA,PEQUENA,171649
2015,MS,INDUSTRIA,PEQUENA,15801
2015,MT,INDUSTRIA,PEQUENA,24399
2015,GO,INDUSTRIA,PEQUENA,53971
2015,DF,INDUSTRIA,PEQUENA,9752
2014,RO,INDUSTRIA,PEQUENA,14988
2014,AC,INDUSTRIA,PEQUENA,3085
2014,AM,INDUSTRIA,PEQUENA,19087
2014,RR,INDUSTRIA,PEQUENA,1511
2014,PA,INDUSTRIA,PEQUENA,30285
2014,AP,INDUSTRIA,PEQUENA,1656
2014,TO,INDUSTRIA,PEQUENA,5530
2014,MA,INDUSTRIA,PEQUENA,14417
2014,PI,INDUSTRIA,PEQUENA,10690
2014,CE,INDUSTRIA,PEQUENA,65121
2014,RN,INDUSTRIA,PEQUENA,23736
2014,PB,INDUSTRIA,PEQUENA,18331
2014,PE,INDUSTRIA,PEQUENA,57978
2014,AL,INDUSTRIA,PEQUENA,9305
2014,SE,INDUSTRIA,PEQUENA,12230
2014,BA,INDUSTRIA,PEQUENA,61765
2014,MG,INDUSTRIA,PEQUENA,226138
2014,ES,INDUSTRIA,PEQUENA,43524
2014,RJ,INDUSTRIA,PEQUENA,118566
2014,SP,INDUSTRIA,PEQUENA,700346
2014,PR,INDUSTRIA,PEQUENA,180647
2014,SC,INDUSTRIA,PEQUENA,175185
2014,RS,INDUSTRIA,PEQUENA,184588
2014,MS,INDUSTRIA,PEQUENA,17205
2014,MT,INDUSTRIA,PEQUENA,25784
2014,GO,INDUSTRIA,PEQUENA,58382
2014,DF,INDUSTRIA,PEQUENA,10674
2013,RO,INDUSTRIA,PEQUENA,14393
2013,AC,INDUSTRIA,PEQUENA,3227
2013,AM,INDUSTRIA,PEQUENA,18780
2013,RR,INDUSTRIA,PEQUENA,1343
2013,PA,INDUSTRIA,PEQUENA,30510
2013,AP,INDUSTRIA,PEQUENA,1912
2013,TO,INDUSTRIA,PEQUENA,5764
2013,MA,INDUSTRIA,PEQUENA,14927
2013,PI,INDUSTRIA,PEQUENA,10307
2013,CE,INDUSTRIA,PEQUENA,64662
2013,RN,INDUSTRIA,PEQUENA,23107
2013,PB,INDUSTRIA,PEQUENA,18027
2013,PE,INDUSTRIA,PEQUENA,57085
2013,AL,INDUSTRIA,PEQUENA,9302
2013,SE,INDUSTRIA,PEQUENA,11975
2013,BA,INDUSTRIA,PEQUENA,61363
2013,MG,INDUSTRIA,PEQUENA,227255
2013,ES,INDUSTRIA,PEQUENA,43318
2013,RJ,INDUSTRIA,PEQUENA,120059
2013,SP,INDUSTRIA,PEQUENA,724461
2013,PR,INDUSTRIA,PEQUENA,187817
2013,SC,INDUSTRIA,PEQUENA,176401
2013,RS,INDUSTRIA,PEQUENA,189952
2013,MS,INDUSTRIA,PEQUENA,16223
2013,MT,INDUSTRIA,PEQUENA,26377
2013,GO,INDUSTRIA,PEQUENA,59052
2013,DF,INDUSTRIA,PEQUENA,11405
2012,RO,INDUSTRIA,PEQUENA,13949
2012,AC,INDUSTRIA,PEQUENA,3569
2012,AM,INDUSTRIA,PEQUENA,19276
2012,RR,INDUSTRIA,PEQUENA,1200
2012,PA,INDUSTRIA,PEQUENA,32127
2012,AP,INDUSTRIA,PEQUENA,1806
2012,TO,INDUSTRIA,PEQUENA,5125
2012,MA,INDUSTRIA,PEQUENA,14652
2012,PI,INDUSTRIA,PEQUENA,9882
2012,CE,INDUSTRIA,PEQUENA,61867
2012,RN,INDUSTRIA,PEQUENA,23351
2012,PB,INDUSTRIA,PEQUENA,16961
2012,PE,INDUSTRIA,PEQUENA,56022
2012,AL,INDUSTRIA,PEQUENA,9125
2012,SE,INDUSTRIA,PEQUENA,12139
2012,BA,INDUSTRIA,PEQUENA,59165
2012,MG,INDUSTRIA,PEQUENA,228423
2012,ES,INDUSTRIA,PEQUENA,43383
2012,RJ,INDUSTRIA,PEQUENA,120582
2012,SP,INDUSTRIA,PEQUENA,734675
2012,PR,INDUSTRIA,PEQUENA,185536
2012,SC,INDUSTRIA,PEQUENA,173193
2012,RS,INDUSTRIA,PEQUENA,187386
2012,MS,INDUSTRIA,PEQUENA,15918
2012,MT,INDUSTRIA,PEQUENA,26380
2012,GO,INDUSTRIA,PEQUENA,57275
2012,DF,INDUSTRIA,PEQUENA,11316
2011,RO,INDUSTRIA,PEQUENA,13429
2011,AC,INDUSTRIA,PEQUENA,3266
2011,AM,INDUSTRIA,PEQUENA,19120
2011,RR,INDUSTRIA,PEQUENA,1419
2011,PA,INDUSTRIA,PEQUENA,32342
2011,AP,INDUSTRIA,PEQUENA,1354
2011,TO,INDUSTRIA,PEQUENA,5467
2011,MA,INDUSTRIA,PEQUENA,13895
2011,PI,INDUSTRIA,PEQUENA,9568
2011,CE,INDUSTRIA,PEQUENA,60184
2011,RN,INDUSTRIA,PEQUENA,22696
2011,PB,INDUSTRIA,PEQUENA,16486
2011,PE,INDUSTRIA,PEQUENA,53758
2011,AL,INDUSTRIA,PEQUENA,8602
2011,SE,INDUSTRIA,PEQUENA,11913
2011,BA,INDUSTRIA,PEQUENA,58547
2011,MG,INDUSTRIA,PEQUENA,223739
2011,ES,INDUSTRIA,PEQUENA,44257
2011,RJ,INDUSTRIA,PEQUENA,118896
2011,SP,INDUSTRIA,PEQUENA,733721
2011,PR,INDUSTRIA,PEQUENA,181974
2011,SC,INDUSTRIA,PEQUENA,171284
2011,RS,INDUSTRIA,PEQUENA,187998
2011,MS,INDUSTRIA,PEQUENA,15355
2011,MT,INDUSTRIA,PEQUENA,25770
2011,GO,INDUSTRIA,PEQUENA,53708
2011,DF,INDUSTRIA,PEQUENA,11184
2010,RO,INDUSTRIA,PEQUENA,13801
2010,AC,INDUSTRIA,PEQUENA,2450
2010,AM,INDUSTRIA,PEQUENA,17046
2010,RR,INDUSTRIA,PEQUENA,1128
2010,PA,INDUSTRIA,PEQUENA,29245
2010,AP,INDUSTRIA,PEQUENA,1022
2010,TO,INDUSTRIA,PEQUENA,5343
2010,MA,INDUSTRIA,PEQUENA,12089
2010,PI,INDUSTRIA,PEQUENA,9603
2010,CE,INDUSTRIA,PEQUENA,60089
2010,RN,INDUSTRIA,PEQUENA,21304
2010,PB,INDUSTRIA,PEQUENA,15573
2010,PE,INDUSTRIA,PEQUENA,50602
2010,AL,INDUSTRIA,PEQUENA,8665
2010,SE,INDUSTRIA,PEQUENA,10323
2010,BA,INDUSTRIA,PEQUENA,55790
2010,MG,INDUSTRIA,PEQUENA,223448
2010,ES,INDUSTRIA,PEQUENA,42101
2010,RJ,INDUSTRIA,PEQUENA,116638
2010,SP,INDUSTRIA,PEQUENA,727096
2010,PR,INDUSTRIA,PEQUENA,178019
2010,SC,INDUSTRIA,PEQUENA,169696
2010,RS,INDUSTRIA,PEQUENA,183165
2010,MS,INDUSTRIA,PEQUENA,15144
2010,MT,INDUSTRIA,PEQUENA,26561
2010,GO,INDUSTRIA,PEQUENA,50794
2010,DF,INDUSTRIA,PEQUENA,11147
2009,RO,INDUSTRIA,PEQUENA,12798
2009,AC,INDUSTRIA,PEQUENA,2581
2009,AM,INDUSTRIA,PEQUENA,17019
2009,RR,INDUSTRIA,PEQUENA,1107
2009,PA,INDUSTRIA,PEQUENA,28077
2009,AP,INDUSTRIA,PEQUENA,1266
2009,TO,INDUSTRIA,PEQUENA,4968
2009,MA,INDUSTRIA,PEQUENA,11135
2009,PI,INDUSTRIA,PEQUENA,8862
2009,CE,INDUSTRIA,PEQUENA,53974
2009,RN,INDUSTRIA,PEQUENA,18907
2009,PB,INDUSTRIA,PEQUENA,14044
2009,PE,INDUSTRIA,PEQUENA,46225
2009,AL,INDUSTRIA,PEQUENA,8381
2009,SE,INDUSTRIA,PEQUENA,9741
2009,BA,INDUSTRIA,PEQUENA,53595
2009,MG,INDUSTRIA,PEQUENA,207752
2009,ES,INDUSTRIA,PEQUENA,39285
2009,RJ,INDUSTRIA,PEQUENA,112123
2009,SP,INDUSTRIA,PEQUENA,689768
2009,PR,INDUSTRIA,PEQUENA,166864
2009,SC,INDUSTRIA,PEQUENA,157951
2009,RS,INDUSTRIA,PEQUENA,172489
2009,MS,INDUSTRIA,PEQUENA,14110
2009,MT,INDUSTRIA,PEQUENA,24054
2009,GO,INDUSTRIA,PEQUENA,47410
2009,DF,INDUSTRIA,PEQUENA,11853
2008,RO,INDUSTRIA,PEQUENA,11523
2008,AC,INDUSTRIA,PEQUENA,2389
2008,AM,INDUSTRIA,PEQUENA,16452
2008,RR,INDUSTRIA,PEQUENA,965
2008,PA,INDUSTRIA,PEQUENA,27754
2008,AP,INDUSTRIA,PEQUENA,714
2008,TO,INDUSTRIA,PEQUENA,5006
2008,MA,INDUSTRIA,PEQUENA,10436
2008,PI,INDUSTRIA,PEQUENA,8599
2008,CE,INDUSTRIA,PEQUENA,51923
2008,RN,INDUSTRIA,PEQUENA,18673
2008,PB,INDUSTRIA,PEQUENA,13957
2008,PE,INDUSTRIA,PEQUENA,43453
2008,AL,INDUSTRIA,PEQUENA,7961
2008,SE,INDUSTRIA,PEQUENA,9446
2008,BA,INDUSTRIA,PEQUENA,52540
2008,MG,INDUSTRIA,PEQUENA,209334
2008,ES,INDUSTRIA,PEQUENA,40317
2008,RJ,INDUSTRIA,PEQUENA,110583
2008,SP,INDUSTRIA,PEQUENA,699427
2008,PR,INDUSTRIA,PEQUENA,167890
2008,SC,INDUSTRIA,PEQUENA,153189
2008,RS,INDUSTRIA,PEQUENA,173636
2008,MS,INDUSTRIA,PEQUENA,13900
2008,MT,INDUSTRIA,PEQUENA,24279
2008,GO,INDUSTRIA,PEQUENA,47085
2008,DF,INDUSTRIA,PEQUENA,10711
2007,RO,INDUSTRIA,PEQUENA,12506
2007,AC,INDUSTRIA,PEQUENA,1972
2007,AM,INDUSTRIA,PEQUENA,16938
2007,RR,INDUSTRIA,PEQUENA,777
2007,PA,INDUSTRIA,PEQUENA,29385
2007,AP,INDUSTRIA,PEQUENA,1168
2007,TO,INDUSTRIA,PEQUENA,4439
2007,MA,INDUSTRIA,PEQUENA,10038
2007,PI,INDUSTRIA,PEQUENA,8154
2007,CE,INDUSTRIA,PEQUENA,47873
2007,RN,INDUSTRIA,PEQUENA,18291
2007,PB,INDUSTRIA,PEQUENA,12469
2007,PE,INDUSTRIA,PEQUENA,41114
2007,AL,INDUSTRIA,PEQUENA,7545
2007,SE,INDUSTRIA,PEQUENA,8589
2007,BA,INDUSTRIA,PEQUENA,49452
2007,MG,INDUSTRIA,PEQUENA,201397
2007,ES,INDUSTRIA,PEQUENA,40848
2007,RJ,INDUSTRIA,PEQUENA,107375
2007,SP,INDUSTRIA,PEQUENA,671909
2007,PR,INDUSTRIA,PEQUENA,156956
2007,SC,INDUSTRIA,PEQUENA,148298
2007,RS,INDUSTRIA,PEQUENA,165647
2007,MS,INDUSTRIA,PEQUENA,13312
2007,MT,INDUSTRIA,PEQUENA,24057
2007,GO,INDUSTRIA,PEQUENA,44251
2007,DF,INDUSTRIA,PEQUENA,9165
2006,RO,INDUSTRIA,PEQUENA,10611
2006,AC,INDUSTRIA,PEQUENA,2189
2006,AM,INDUSTRIA,PEQUENA,15944
2006,RR,INDUSTRIA,PEQUENA,700
2006,PA,INDUSTRIA,PEQUENA,29281
2006,AP,INDUSTRIA,PEQUENA,905
2006,TO,INDUSTRIA,PEQUENA,3864
2006,MA,INDUSTRIA,PEQUENA,9767
2006,PI,INDUSTRIA,PEQUENA,7589
2006,CE,INDUSTRIA,PEQUENA,44469
2006,RN,INDUSTRIA,PEQUENA,16959
2006,PB,INDUSTRIA,PEQUENA,12354
2006,PE,INDUSTRIA,PEQUENA,38588
2006,AL,INDUSTRIA,PEQUENA,7574
2006,SE,INDUSTRIA,PEQUENA,8354
2006,BA,INDUSTRIA,PEQUENA,46749
2006,MG,INDUSTRIA,PEQUENA,193556
2006,ES,INDUSTRIA,PEQUENA,38184
2006,RJ,INDUSTRIA,PEQUENA,102009
2006,SP,INDUSTRIA,PEQUENA,640188
2006,PR,INDUSTRIA,PEQUENA,146788
2006,SC,INDUSTRIA,PEQUENA,141648
2006,RS,INDUSTRIA,PEQUENA,159405
2006,MS,INDUSTRIA,PEQUENA,12542
2006,MT,INDUSTRIA,PEQUENA,22110
2006,GO,INDUSTRIA,PEQUENA,40854
2006,DF,INDUSTRIA,PEQUENA,8589
2005,RO,INDUSTRIA,PEQUENA,11861
2005,AC,INDUSTRIA,PEQUENA,2096
2005,AM,INDUSTRIA,PEQUENA,14999
2005,RR,INDUSTRIA,PEQUENA,855
2005,PA,INDUSTRIA,PEQUENA,30749
2005,AP,INDUSTRIA,PEQUENA,848
2005,TO,INDUSTRIA,PEQUENA,3454
2005,MA,INDUSTRIA,PEQUENA,9404
2005,PI,INDUSTRIA,PEQUENA,7330
2005,CE,INDUSTRIA,PEQUENA,41782
2005,RN,INDUSTRIA,PEQUENA,15417
2005,PB,INDUSTRIA,PEQUENA,12399
2005,PE,INDUSTRIA,PEQUENA,35450
2005,AL,INDUSTRIA,PEQUENA,7003
2005,SE,INDUSTRIA,PEQUENA,7982
2005,BA,INDUSTRIA,PEQUENA,42291
2005,MG,INDUSTRIA,PEQUENA,183956
2005,ES,INDUSTRIA,PEQUENA,35887
2005,RJ,INDUSTRIA,PEQUENA,95198
2005,SP,INDUSTRIA,PEQUENA,597781
2005,PR,INDUSTRIA,PEQUENA,137938
2005,SC,INDUSTRIA,PEQUENA,131197
2005,RS,INDUSTRIA,PEQUENA,152682
2005,MS,INDUSTRIA,PEQUENA,12295
2005,MT,INDUSTRIA,PEQUENA,20017
2005,GO,INDUSTRIA,PEQUENA,40109
2005,DF,INDUSTRIA,PEQUENA,7392
2004,RO,INDUSTRIA,PEQUENA,11354
2004,AC,INDUSTRIA,PEQUENA,1754
2004,AM,INDUSTRIA,PEQUENA,13663
2004,RR,INDUSTRIA,PEQUENA,706
2004,PA,INDUSTRIA,PEQUENA,30895
2004,AP,INDUSTRIA,PEQUENA,776
2004,TO,INDUSTRIA,PEQUENA,3427
2004,MA,INDUSTRIA,PEQUENA,9356
2004,PI,INDUSTRIA,PEQUENA,6922
2004,CE,INDUSTRIA,PEQUENA,39540
2004,RN,INDUSTRIA,PEQUENA,14551
2004,PB,INDUSTRIA,PEQUENA,12166
2004,PE,INDUSTRIA,PEQUENA,32657
2004,AL,INDUSTRIA,PEQUENA,6822
2004,SE,INDUSTRIA,PEQUENA,7566
2004,BA,INDUSTRIA,PEQUENA,38230
2004,MG,INDUSTRIA,PEQUENA,174653
2004,ES,INDUSTRIA,PEQUENA,33337
2004,RJ,INDUSTRIA,PEQUENA,91440
2004,SP,INDUSTRIA,PEQUENA,572473
2004,PR,INDUSTRIA,PEQUENA,136902
2004,SC,INDUSTRIA,PEQUENA,122767
2004,RS,INDUSTRIA,PEQUENA,155926
2004,MS,INDUSTRIA,PEQUENA,11992
2004,MT,INDUSTRIA,PEQUENA,24745
2004,GO,INDUSTRIA,PEQUENA,37413
2004,DF,INDUSTRIA,PEQUENA,7046
2003,RO,INDUSTRIA,PEQUENA,9841
2003,AC,INDUSTRIA,PEQUENA,1375
2003,AM,INDUSTRIA,PEQUENA,12652
2003,RR,INDUSTRIA,PEQUENA,685
2003,PA,INDUSTRIA,PEQUENA,27166
2003,AP,INDUSTRIA,PEQUENA,588
2003,TO,INDUSTRIA,PEQUENA,2804
2003,MA,INDUSTRIA,PEQUENA,8768
2003,PI,INDUSTRIA,PEQUENA,6594
2003,CE,INDUSTRIA,PEQUENA,35744
2003,RN,INDUSTRIA,PEQUENA,12686
2003,PB,INDUSTRIA,PEQUENA,11016
2003,PE,INDUSTRIA,PEQUENA,29340
2003,AL,INDUSTRIA,PEQUENA,6002
2003,SE,INDUSTRIA,PEQUENA,6816
2003,BA,INDUSTRIA,PEQUENA,36645
2003,MG,INDUSTRIA,PEQUENA,159666
2003,ES,INDUSTRIA,PEQUENA,29124
2003,RJ,INDUSTRIA,PEQUENA,86341
2003,SP,INDUSTRIA,PEQUENA,531463
2003,PR,INDUSTRIA,PEQUENA,124578
2003,SC,INDUSTRIA,PEQUENA,113610
2003,RS,INDUSTRIA,PEQUENA,143187
2003,MS,INDUSTRIA,PEQUENA,11059
2003,MT,INDUSTRIA,PEQUENA,21922
2003,GO,INDUSTRIA,PEQUENA,36149
2003,DF,INDUSTRIA,PEQUENA,7169
2002,RO,INDUSTRIA,PEQUENA,9957
2002,AC,INDUSTRIA,PEQUENA,1481
2002,AM,INDUSTRIA,PEQUENA,12299
2002,RR,INDUSTRIA,PEQUENA,787
2002,PA,INDUSTRIA,PEQUENA,25890
2002,AP,INDUSTRIA,PEQUENA,649
2002,TO,INDUSTRIA,PEQUENA,2564
2002,MA,INDUSTRIA,PEQUENA,9007
2002,PI,INDUSTRIA,PEQUENA,6311
2002,CE,INDUSTRIA,PEQUENA,34845
2002,RN,INDUSTRIA,PEQUENA,13642
2002,PB,INDUSTRIA,PEQUENA,11306
2002,PE,INDUSTRIA,PEQUENA,28446
2002,AL,INDUSTRIA,PEQUENA,6022
2002,SE,INDUSTRIA,PEQUENA,6523
2002,BA,INDUSTRIA,PEQUENA,35750
2002,MG,INDUSTRIA,PEQUENA,158861
2002,ES,INDUSTRIA,PEQUENA,29243
2002,RJ,INDUSTRIA,PEQUENA,88457
2002,SP,INDUSTRIA,PEQUENA,524685
2002,PR,INDUSTRIA,PEQUENA,120266
2002,SC,INDUSTRIA,PEQUENA,108351
2002,RS,INDUSTRIA,PEQUENA,138512
2002,MS,INDUSTRIA,PEQUENA,10189
2002,MT,INDUSTRIA,PEQUENA,19846
2002,GO,INDUSTRIA,PEQUENA,34059
2002,DF,INDUSTRIA,PEQUENA,6676
2019,RO,CONSTRUCAO CIVIL,PEQUENA,2033
2019,AC,CONSTRUCAO CIVIL,PEQUENA,1151
2019,AM,CONSTRUCAO CIVIL,PEQUENA,6325
2019,RR,CONSTRUCAO CIVIL,PEQUENA,904
2019,PA,CONSTRUCAO CIVIL,PEQUENA,13401
2019,AP,CONSTRUCAO CIVIL,PEQUENA,1228
2019,TO,CONSTRUCAO CIVIL,PEQUENA,2127
2019,MA,CONSTRUCAO CIVIL,PEQUENA,11062
2019,PI,CONSTRUCAO CIVIL,PEQUENA,8434
2019,CE,CONSTRUCAO CIVIL,PEQUENA,21664
2019,RN,CONSTRUCAO CIVIL,PEQUENA,7538
2019,PB,CONSTRUCAO CIVIL,PEQUENA,8424
2019,PE,CONSTRUCAO CIVIL,PEQUENA,17331
2019,AL,CONSTRUCAO CIVIL,PEQUENA,11340
2019,SE,CONSTRUCAO CIVIL,PEQUENA,4179
2019,BA,CONSTRUCAO CIVIL,PEQUENA,29588
2019,MG,CONSTRUCAO CIVIL,PEQUENA,64923
2019,ES,CONSTRUCAO CIVIL,PEQUENA,13723
2019,RJ,CONSTRUCAO CIVIL,PEQUENA,39846
2019,SP,CONSTRUCAO CIVIL,PEQUENA,164816
2019,PR,CONSTRUCAO CIVIL,PEQUENA,38793
2019,SC,CONSTRUCAO CIVIL,PEQUENA,35036
2019,RS,CONSTRUCAO CIVIL,PEQUENA,32530
2019,MS,CONSTRUCAO CIVIL,PEQUENA,7002
2019,MT,CONSTRUCAO CIVIL,PEQUENA,10090
2019,GO,CONSTRUCAO CIVIL,PEQUENA,19574
2019,DF,CONSTRUCAO CIVIL,PEQUENA,12689
2018,RO,CONSTRUCAO CIVIL,PEQUENA,3016
2018,AC,CONSTRUCAO CIVIL,PEQUENA,1100
2018,AM,CONSTRUCAO CIVIL,PEQUENA,5473
2018,RR,CONSTRUCAO CIVIL,PEQUENA,826
2018,PA,CONSTRUCAO CIVIL,PEQUENA,13248
2018,AP,CONSTRUCAO CIVIL,PEQUENA,1426
2018,TO,CONSTRUCAO CIVIL,PEQUENA,2949
2018,MA,CONSTRUCAO CIVIL,PEQUENA,9547
2018,PI,CONSTRUCAO CIVIL,PEQUENA,5998
2018,CE,CONSTRUCAO CIVIL,PEQUENA,20254
2018,RN,CONSTRUCAO CIVIL,PEQUENA,6457
2018,PB,CONSTRUCAO CIVIL,PEQUENA,8905
2018,PE,CONSTRUCAO CIVIL,PEQUENA,16976
2018,AL,CONSTRUCAO CIVIL,PEQUENA,7333
2018,SE,CONSTRUCAO CIVIL,PEQUENA,3987
2018,BA,CONSTRUCAO CIVIL,PEQUENA,27516
2018,MG,CONSTRUCAO CIVIL,PEQUENA,55853
2018,ES,CONSTRUCAO CIVIL,PEQUENA,12233
2018,RJ,CONSTRUCAO CIVIL,PEQUENA,36667
2018,SP,CONSTRUCAO CIVIL,PEQUENA,145541
2018,PR,CONSTRUCAO CIVIL,PEQUENA,34851
2018,SC,CONSTRUCAO CIVIL,PEQUENA,28601
2018,RS,CONSTRUCAO CIVIL,PEQUENA,30352
2018,MS,CONSTRUCAO CIVIL,PEQUENA,6370
2018,MT,CONSTRUCAO CIVIL,PEQUENA,10449
2018,GO,CONSTRUCAO CIVIL,PEQUENA,19223
2018,DF,CONSTRUCAO CIVIL,PEQUENA,10562
2017,RO,CONSTRUCAO CIVIL,PEQUENA,3013
2017,AC,CONSTRUCAO CIVIL,PEQUENA,1281
2017,AM,CONSTRUCAO CIVIL,PEQUENA,5556
2017,RR,CONSTRUCAO CIVIL,PEQUENA,1095
2017,PA,CONSTRUCAO CIVIL,PEQUENA,13117
2017,AP,CONSTRUCAO CIVIL,PEQUENA,1515
2017,TO,CONSTRUCAO CIVIL,PEQUENA,3217
2017,MA,CONSTRUCAO CIVIL,PEQUENA,9904
2017,PI,CONSTRUCAO CIVIL,PEQUENA,5681
2017,CE,CONSTRUCAO CIVIL,PEQUENA,21157
2017,RN,CONSTRUCAO CIVIL,PEQUENA,6109
2017,PB,CONSTRUCAO CIVIL,PEQUENA,8526
2017,PE,CONSTRUCAO CIVIL,PEQUENA,18549
2017,AL,CONSTRUCAO CIVIL,PEQUENA,7406
2017,SE,CONSTRUCAO CIVIL,PEQUENA,5029
2017,BA,CONSTRUCAO CIVIL,PEQUENA,25065
2017,MG,CONSTRUCAO CIVIL,PEQUENA,56301
2017,ES,CONSTRUCAO CIVIL,PEQUENA,10615
2017,RJ,CONSTRUCAO CIVIL,PEQUENA,37558
2017,SP,CONSTRUCAO CIVIL,PEQUENA,143889
2017,PR,CONSTRUCAO CIVIL,PEQUENA,33760
2017,SC,CONSTRUCAO CIVIL,PEQUENA,26972
2017,RS,CONSTRUCAO CIVIL,PEQUENA,31149
2017,MS,CONSTRUCAO CIVIL,PEQUENA,6614
2017,MT,CONSTRUCAO CIVIL,PEQUENA,10006
2017,GO,CONSTRUCAO CIVIL,PEQUENA,20188
2017,DF,CONSTRUCAO CIVIL,PEQUENA,9516
2016,RO,CONSTRUCAO CIVIL,PEQUENA,3380
2016,AC,CONSTRUCAO CIVIL,PEQUENA,1374
2016,AM,CONSTRUCAO CIVIL,PEQUENA,6826
2016,RR,CONSTRUCAO CIVIL,PEQUENA,1014
2016,PA,CONSTRUCAO CIVIL,PEQUENA,13266
2016,AP,CONSTRUCAO CIVIL,PEQUENA,1240
2016,TO,CONSTRUCAO CIVIL,PEQUENA,3248
2016,MA,CONSTRUCAO CIVIL,PEQUENA,8667
2016,PI,CONSTRUCAO CIVIL,PEQUENA,7608
2016,CE,CONSTRUCAO CIVIL,PEQUENA,22371
2016,RN,CONSTRUCAO CIVIL,PEQUENA,7306
2016,PB,CONSTRUCAO CIVIL,PEQUENA,9846
2016,PE,CONSTRUCAO CIVIL,PEQUENA,21639
2016,AL,CONSTRUCAO CIVIL,PEQUENA,7810
2016,SE,CONSTRUCAO CIVIL,PEQUENA,5501
2016,BA,CONSTRUCAO CIVIL,PEQUENA,26670
2016,MG,CONSTRUCAO CIVIL,PEQUENA,57245
2016,ES,CONSTRUCAO CIVIL,PEQUENA,11984
2016,RJ,CONSTRUCAO CIVIL,PEQUENA,45501
2016,SP,CONSTRUCAO CIVIL,PEQUENA,163629
2016,PR,CONSTRUCAO CIVIL,PEQUENA,36892
2016,SC,CONSTRUCAO CIVIL,PEQUENA,28857
2016,RS,CONSTRUCAO CIVIL,PEQUENA,33171
2016,MS,CONSTRUCAO CIVIL,PEQUENA,6907
2016,MT,CONSTRUCAO CIVIL,PEQUENA,11104
2016,GO,CONSTRUCAO CIVIL,PEQUENA,18649
2016,DF,CONSTRUCAO CIVIL,PEQUENA,10111
2015,RO,CONSTRUCAO CIVIL,PEQUENA,3422
2015,AC,CONSTRUCAO CIVIL,PEQUENA,2063
2015,AM,CONSTRUCAO CIVIL,PEQUENA,8446
