PANGEA CENTRO DE ESTUDOS SOCIOAMBIENTAIS,"33 processos no TJBA, TRT5, TRF1, TRF01 e TRT05"
CL PAULISTA ALIMENTOS LTDA,"2 processos no TRT2, 1 processo no TJSP"
EMPRESA DE TRANSMISSAO DO ALTO URUGUAI S.A.,"42 processos no TJRS e JFDF, 31 processos no TJRS, 14 processos no TJRS, 6 processos no TJRS, TRF2-RJ, TRT4, TRF01 e STJ"
SJC BIOENERGIA LTDA,"12 processos no TRT18, 11 processos no TRT18, 5 processos no TRT18, 4 processos no TRT18, 2 processos no TRT18, 2 processos no TRT18"
AGUAS DO IMPERADOR SA,"1.426 processos no TJRJ, TRT1, STJ, TRF2 e TRT01, 153 processos no TJRJ, TRT01, TRT1, TRF1 e TRF2-RJ, 12 processos no TJRJ, 4 processos no TJRJ, 3 processos no TJRJ, 2 processos no TJRJ"
EDP SAO PAULO DISTRIBUICAO DE ENERGIA S.A.,"9.055 processos no TJSP, TJSPCR, TRT2, TRT15 e TRT02, 1.140 processos no TJSPCR, TJSP e STF, 180 processos no TJSP, TJPB, TJSPCR, TRT02 e STJ, 100 processos no TJSP e TJSPCR, 60 processos no TJSP, TJRJ e TJSPCR, 37 processos no TJSP, STJ e TJSPCR"
AERO-LB PARTICIPACOES S/A,"19 processos no TRT09, TRT1, TST, TJRJ e TRT9, 1 processo no TRT1"
COPEBRAS INDUSTRIA LTDA.,"689 processos no TRT18, TRT2, TRT02, TRF3 e TJSP, 28 processos no TRT18, 4 processos no TRT02 e TRT2, 1 processo no TRT02, 1 processo no TRT2, 1 processo no TRT18"
SAO SIMAO ENERGIA S/A,"62 processos no TJMG, TJGO, TRF1, TJGOPJD e TRF01, 11 processos no TRF1, JFGO, TJGO e TJMG, 8 processos no TRT3, TRT17, TJSP, TJES e JFDF, 5 processos no TJES, TRF1 e JFDF, 1 processo no TJMG"
MUNICIPIO DE UBERLANDIA,"7.569 processos no TJMG, STJ, TJSP, STF e TJDF, 4.164 processos no TJMG, TRF3, TJSP, STF e STJ, 3.175 processos no TRF1, JFMG, STF, STJ e TRF01, 1.244 processos no TRF1, TRF01, STF, JFMG e TJSP, 188 processos no TRT3, TJMG, TRT03, TRF1 e STJ, 166 processos no STF, STJ, TJMG, JFMG e TRF1"
CALHEIROS ENERGIA S/A,"39 processos no TJRJ, TRT3, TRT1, JFDF e TJMG"
RIO POLIMEROS S.A.,"163 processos no TRT1, TJSP, TRT01, TJRJ e TJMG, 29 processos no JFDF, TRF01, TRF1, TRT1 e TJRS, 5 processos no TRT1 e TRT01, 5 processos no TJRJ, TRT1 e TRT01, 1 processo no TJMG, 1 processo no TRT1"
VONPAR REFRESCOS S A,"3.464 processos no TRT4, TJRS, TRT04, TJSC e TRT12, 17 processos no TRT4 e TRT04, 12 processos no TRT12, 10 processos no TRT4 e TRT04, 4 processos no TJRS, 4 processos no TRT4"
"JARI CELULOSE, PAPEL E EMBALAGENS S/A","3.529 processos no TRT8, TRT08, TJSP, TRT15 e TJPA, 537 processos no TJPA, 118 processos no TRT8, TJPA, TRT08, TJSP e STJ, 102 processos no TJPA, TRF1, TJSP, TRT2 e JFPA, 7 processos no STJ, TJSP, TJSPCR e TJPA, 6 processos no TJPA"
AMBEV S.A.,"23.248 processos no TRT15, TRT1, TRT3, TJSP e TRT4, 1.262 processos no TRT15, TRT2, TJSP, TRT16 e TRT11, 320 processos no TRF1, TJRJ, TJRS, TJPA e TJSP, 132 processos no TJSP, TJRJ, TJMG, TJCE e TRT5, 91 processos no TJSC, TJRS, TJPE, TRT20 e TJRJ, 76 processos no TRF1, TJSP, JFDF, TJMA e TJPA"
BIOLAB SANUS FARMACEUTICA LTDA,"859 processos no TJSP, TRT2, TRT02, TRT04 e TRF3, 2 processos no TRT2, 2 processos no TJSP, 2 processos no TJSP, 1 processo no TRT2, 1 processo no STF"
MASSA FALIDA DA SOCIEDADE EMPRESARIA SERVATIS S/A,"58 processos no TJRJ, TRT01, TRF2-RJ, TRT1 e JFRJ"
RIO SUCURIU ENERGIA S/A,"15 processos no TRT24, TJMS, TJPE e JFDF, 2 processos no TRF1 e JFDF"
ESMERALDA S/A,"115 processos no TJGOPJD, TJMT, TRF1, TJGO e TRT23, 92 processos no TJGOPJD, TJMS, TJSP, TJMT e TJGO, 70 processos no TJMS, TRF3 e TRT24, 40 processos no TJMG, TRT03, TJSP e TRT3, 15 processos no TJRJ, 12 processos no TJSP, TRT2 e TRT02"
USINA PANORAMA S/A,"360 processos no TRT18, TRT15, TJGO, TST e TRF1, 14 processos no TJSP, TRF1, TJGO e JFGO, 1 processo no TRT18"
INTERNATIONAL PAPER DO BRASIL LTDA.,"8 processos no TRT15, 4 processos no TRT15, 3 processos no TRT15, 2 processos no TRT2 e TRT15, 2 processos no TRT15, 1 processo no TRT15"
COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA,"1.877 processos no TRT15, TRT9, TJSP, TRT09 e TST, 5 processos no TRT15, TST e TRT02, 4 processos no TRT15, 3 processos no TRT15, 1 processo no TRT03, 1 processo no TJSP"
ESTADO DO RIO GRANDE DO NORTE,"163.470 processos no TJRN, TRT21, STJ, TST e TRF5, 92.199 processos no TJRN, STJ, STF, TJPE e TJDF, 32.348 processos no TJRN, STJ, TJPE, TJAP e TJRJ, 20.011 processos no TJRN, STJ, TRT21, STF e JFRN, 13.653 processos no TJRN, TJPE, TJMG, TJSP e TJCE, 8.747 processos no TJRN, STJ, TRT21, TJSP e TJDF"
MUNICIPIO DE SANTO ANDRE,"798 processos no TJSP, TRF3, STJ, TRT2 e TJSPCR, 471 processos no TJSP, STJ, TRT2, TRF3 e TRT02, 386 processos no TJSP, TRT2, TRT02, STJ e TST, 367 processos no TJSP, STJ, TRF3 e STF, 357 processos no TRF3, TJSP, STJ, STF e TRF03, 350 processos no TJSP, STJ, STF, TRF3 e TRT2"
CONTINENTAL DO BRASIL PRODUTOS AUTOMOTIVOS LTDA,"1.829 processos no TRT15, TRT5, TJSP, TRT05 e TRT9, 57 processos no TRT5, TRT05, TJMT e TST, 9 processos no TRT05, TRT5 e TST, 3 processos no TJRJ, 2 processos no TJSP e TRF02, 1 processo no TJRJ"
GERDAU ACOS ESPECIAIS S.A.,"788 processos no TRT4, TRT04, TJSP, TJRS e TST, 10 processos no TRF1, TRT4 e TJSP, 5 processos no TRT15 e TJSP, 1 processo no TRT04, 1 processo no TJRS, 1 processo no TRT4"
VOTORANTIM CIMENTOS N/NE S/A,"3.160 processos no TJBA, TRT20, TRT08, TRT10 e TRT06, 235 processos no TJBA, 169 processos no TJPA, TJCE, TJBA, TRF1 e JFDF, 55 processos no TRT20, TRF5, TJMA, STJ e TJRN, 10 processos no TJBA e TJPA, 9 processos no TRT20 e TST"
BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,"297 processos no TJRS, TRT4, TRT04, STJ e TRT9, 13 processos no TRT9, TRF4-PR, TRT09 e STJ, 7 processos no TRF4, TRF4-PR, TRF4-RS, TRF04 e STJ, 5 processos no TJRS, 1 processo no TJRS, 1 processo no TJSP"
ENERBRASIL-ENERGIAS RENOVAVEIS DO BRASIL S/A,"9 processos no TRT21, TJRN, TRT1 e TJRJ"
AVENIDA GRAFICA E EDITORA LTDA,"11 processos no TJSC, STJ, TJSP, TRF4-SC   e TJMG"
ALTUS SISTEMAS DE AUTOMACAO S.A.,"134 processos no TRT4, TJRS, TJSP, TRT1 e TJPR, 4 processos no JFRJ, TRT2 e TJSP, 4 processos no TRF1, TRT04 e TRT4"
BROOKFIELD ENERGIA RENOVAVEL S.A.,"227 processos no TJMG, TRT9, TRT23, TJRS e TRT4, 11 processos no TJMG, TRF1, TRT03 e TRT9, 8 processos no TRF1, TJMG, TRT01, TJPR e TRF01, 7 processos no TRF1, 6 processos no TRT24, JFRJ, TRF02 e TRF2, 3 processos no TJMG"
MONTE SERRAT ENERGETICA S/A,"45 processos no TJRJ, TRT1, TRT3, TRF2 e TJMG"
BONFANTE ENERGETICA S/A,"16 processos no TJRJ, TRT1, TRT3, TJMG e TJSP, 2 processos no TRF1 e JFDF"
RETIRO VELHO ENERGETICA S/A,"15 processos no TRT18, TJGO, TRT24, TJSP e TJRJ, 2 processos no TRF1 e JFDF"
KLIN PRODUTOS INFANTIS LTDA,"1.037 processos no TJSP, TRT15, TJMG, TRT24 e TJBA, 1 processo no TJSP, 1 processo no TJSP, 1 processo no TJMG, 1 processo no TJRN, 1 processo no TJSP"
SILICA VERDE DO ARROZ LTDA.,3 processos no TRF1 e JFDF
SANTA FE ENERGETICA S/A,"55 processos no TJRJ, TRT1, TRF2, TRT3 e TJMG, 2 processos no JFDF e TRF1"
LUDESA ENERGETICA S/A,"18 processos no TJSC, TRF4-SC  , TRT04, TRF4 e TJSC  , 1 processo no TRF1"
COMPANHIA POTIGUAR DE GAS POTIGAS,"122 processos no TJRN, TRT21, TRF1, STJ e TJCE, 15 processos no TJRN e TRT21, 2 processos no TJRN, 1 processo no TRF1, 1 processo no TJRN"
AGROARTE EMPRESA AGRICOLA S/A,"113 processos no TRT6, TRT13, TRT21, TRT06 e TRT24, 2 processos no TRT6, 1 processo no TRT6, 1 processo no TRT6, 1 processo no TRT6, 1 processo no TRT6"
LABORATORIO NEO QUIMICA COMERCIO E INDUSTRIA LTDA,"82 processos no TRF1, TJBA, TJSP, STJ e TJMG, 1 processo no TJBA"
FUNIL ENERGIA S/A,"13 processos no TRT3, TJMG, TRT1, TRF1 e TJRJ, 3 processos no TRF1 e JFDF"
GAS NATURAL SAO PAULO SUL S/A,"1.068 processos no TJSP, TRT15, STJ, TJRJ e TJSPCR, 454 processos no TJSP, STJ, TJSPCR, TJPR e TRF1, 15 processos no TJSP, 3 processos no TJSP, 2 processos no TJSP, 2 processos no TJSP e TJSPCR"
INDUSTRIA DE PAPEIS SUDESTE LTDA,"530 processos no TRT3, TJMG, TJSP, TJRJ e TRT1, 5 processos no TRF1, TJRJ e STJ, 2 processos no TRF2, 2 processos no TJSP, 2 processos no TJMG, 2 processos no TJSP"
CN ENERGIA S/A,"3 processos no TRF4, STJ e TRF01"
BRINOX METALURGICA SA,"162 processos no TRT4, TRT04, TJPE, TJDF e TJRJ, 49 processos no TJRS, TJRJ, TJSP, TJMG e TJPE, 3 processos no TRT04, 1 processo no TRT4, 1 processo no TRT4, 1 processo no TJBA"
POLICAM CAMPOS BIOTECNOLOGIA LTDA,"21 processos no TRT1, TJRJ, TRT15 e TJSP"
INSTITUTO JONES DOS SANTOS NEVES,"19 processos no TRT17, STJ, TST, TJES e TRT1, 4 processos no TRF2-ES, STF, TRF2, TST e TJES, 3 processos no STJ, TRF2 e TRT17, 3 processos no JFES, TRF02 e TRT17, 2 processos no TJES, 1 processo no TJES"
WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA.,"829 processos no TJBA, TJPE, TRT06, TRT05 e TRT6, 5 processos no TJBA, 3 processos no TJAL, 2 processos no TJBA, 1 processo no TJSE, 1 processo no TRT6"
CONEXAO SISTEMAS DE PROTESE LTDA,"296 processos no TRT2, TJSP, TRT15, TRF3 e TRT02, 24 processos no TJSP e TJRJ, 16 processos no TJSP, TJPR, TJMT, TJRO e TRT2, 7 processos no TJAM, TRT2, TRF3, TJSP e TJRJ, 2 processos no TJSP, 1 processo no TJSP"
JATAI ENERGETICA S/A,"16 processos no TRT18, TRT3, TJSP, TJMG e STJ, 2 processos no JFDF e TRF1"
OPTO ELETRONICA S.A. - EM RECUPERACAO JU,2 processos no TJSP
RIO BRANCO ALIMENTOS S/A,"3.435 processos no TRT18, TRT3, TJMG, TRT1 e TRT03, 90 processos no TRF1, TJMG, TRT3, TJRJ e TJSP, 68 processos no TRT18, TJRJ, TRT1, TST e TJGOPJD, 14 processos no TRT18, 11 processos no TRT1, TJRJ, TJMG, TRT01 e TRT18, 11 processos no TJMG"
EVONIK BRASIL LTDA,"33 processos no TRF03, TJSP, STJ, TRT02 e TRF3, 1 processo no TRF4, 1 processo no TRT15, 1 processo no TRT02, 1 processo no TRT02, 1 processo no TRT2"
CARGILL AGRICOLA S A,"6.200 processos no TRT15, TJSP, TJMT, TRT18 e TRT9, 50 processos no TRT2 e TRT02, 25 processos no TRT24, TRT9, TRT09 e TST, 18 processos no TRT18 e TST, 13 processos no TRT8, TRT23, TRT9, TRT2 e TRT08, 10 processos no TRT2 e TRT9"
SAO JOAQUIM ENERGIA S/A,"12 processos no TJES, TRT17, STJ, TJSP e JFDF, 2 processos no JFDF e TRF1"
ESTALEIRO NAVSHIP LTDA,"382 processos no TRT12, TRT1, TJSC, TRF4-SC   e STJ, 2 processos no STJ e TRF4-SC  , 1 processo no TRT1, 1 processo no TRT12, 1 processo no STJ"
CORNING COMUNICACOES OPTICAS S/A,"83 processos no TRT1, TRT01, TJRJ, TRF2-RJ e TRF2, 2 processos no TRT1, 1 processo no TRT1, 1 processo no TRT1"
FRESENIUS HEMOCARE BRASIL LTDA,"3 processos no TRT2 e TRT02, 1 processo no TRT2, 1 processo no TRT02, 1 processo no TRT02, 1 processo no TJBA"
ASSOCIACAO TECNICO CIENTIFICA ERNESTO LUIS DE O JUNIOR,"12 processos no TJPB, TJRN, TRT13, TJCE e STJ, 1 processo no TJRN, 1 processo no TRT13"
USINA CONTINENTAL S.A.,"219 processos no TRT15, TRT3, TRT22, TRT03 e TJSP, 89 processos no TRT19 e TST, 12 processos no TJSP e TRT3, 5 processos no TRT19 e TST, 5 processos no TRT19, 4 processos no TRT03"
LUPATECH S/A,"1.293 processos no TJSP, TRT5, TRT15, TRT4 e TJRS, 114 processos no TJSP, TJRS, STJ, TRT4 e TRT15, 34 processos no TJSP, TRF1, TJRS, STJ e TJBA, 13 processos no TJSP, TJRS, TRF2-ES, TRF2 e TRF4, 8 processos no TJSP, 6 processos no TJRS e STJ"
BRASKEM PETROQUIMICA LTDA,"4 processos no TJSP, 1 processo no TJSP, 1 processo no TRT02, 1 processo no TJSP, 1 processo no TRT05, 1 processo no TJPB"
GOL LINHAS AEREAS S.A.,"52.967 processos no TJSP, TJRJ, TJMG, TJES e TJBA, 37.380 processos no TJSP, TJRJ, TJPR, TJPE e TJAM, 2.272 processos no TJMG, TJRJ, TJGO, TJRS e TJES, 1.095 processos no TJRJ, TJSP, TJGO, TJRS e TJPA, 890 processos no TJRN, 859 processos no TJRJ, TJRO, TJSP, TJRS e TJES"
ESTADO DE PERNAMBUCO,"64.046 processos no TJPE, STJ, TJBA, TJMA e STF, 22.532 processos no TJPE, STJ, TJSP, TJBA e TRF5, 3.911 processos no TJPE, STJ, TRT6, TRT06 e TJRN, 2.685 processos no TJPE, STJ e STF, 1.991 processos no TJPE, TRT6, TRT06, STJ e TJCE, 1.305 processos no TJPE, STJ, STF, TJRN e TJSP"
IRARA ENERGETICA S/A,"32 processos no TRT18, TJGO, TJGOPJD, TJMG e TRF1"
UIRAPURU TRANSMISSORA DE ENERGIA S/A,2 processos no TRT02 e TRT2
PIONEIROS BIOENERGIA S/A,"396 processos no TRT15, TJSP, TRF3, STJ e JFSP, 6 processos no TJSP e TRF01, 4 processos no TRT15, 1 processo no TJSP, 1 processo no TJSP, Processo"
MC LOG S.A. LOGISTICA E TRANSPORTE,"73 processos no TRT8, TJPA, TRF1, TRT08 e TJAM, 9 processos no TRF1 e TJPA, 2 processos no TJPA e TRT8"
UNIPAR CARBOCLORO S.A.,"349 processos no TRT2, TJSP, TRT02, TRT15 e TRF3, 3 processos no JFDF, TRF1 e TJSP, 1 processo no TJSP, 1 processo no TST, 1 processo no TRT02, 1 processo no TRT2"
BRASKEM S/A,"10.790 processos no TJRS, TRT04, TJAL, TRT05 e TJSP, 799 processos no JFBA, TRF01, TRF1, TJSP e TJBA, 315 processos no TRT02, TJSP, TRT2, TRT01 e TST, 168 processos no TRT01, TJRJ, TRT02, TJSP e TRT05, 52 processos no TJSP, TRT02, JFSP, JFDF e TRF01, 38 processos no TRT19"
WATER PORT ENGENHARIA E SANEAMENTO LTDA,2 processos no TJSC   e TRF3
RELTHY LABORATORIOS LTDA,"37 processos no TRT15, TJSP, TRF1 e TRF3"
PETROBRAS LOGISTICA DE EXPLORACAO E PRODUCAO S A,"185 processos no TRT4, TRT04, TJRS, TST e TJRJ, 20 processos no TJRJ e TJRS, 2 processos no TRT4, 1 processo no TRF02, 1 processo no TRT4, 1 processo no TRT04"
MUNICIPIO DE JOAO PESSOA,"37.295 processos no TJPB, TRT13, STJ, TST e TRF5, 17.528 processos no TJPB, STJ, TRT13, TJAM e STF, 1.524 processos no TJPB, TRT13, TRF5, STJ e JFPB, 333 processos no TJPB, 239 processos no TJPB, 221 processos no TRT13 e TST"
SEARA COMERCIO DE ALIMENTOS LTDA,"1.176 processos no TRT12, TJSP, TST, TRT02 e TRT9, 37 processos no TRF04, TRF4, STJ e TRF4-PR, 3 processos no TJMG, 2 processos no TJMG, 1 processo no TJCE, 1 processo no TRF3"
PROMETALICA MINERACAO LTDA.,"30 processos no TJMT, TRF1, TJMG, TRT03 e TRT3, 9 processos no TRT18 e TST, 2 processos no TJMG, 1 processo no TJMG"
CEREAL SUL TERMINAL MARITIMO S/A,"50 processos no TRT02, TRT2, TRF3, TRT04 e TJSP, 3 processos no TJSP e TRT2, 1 processo no STJ, 1 processo no STJ"
SERRA NEGRA ENERGETICA S.A.,"3 processos no TRT4, TRT12 e TRT18"
VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,"36.613 processos no TRT2, TJSP, TRT15, TRT02 e TRT9, 1.850 processos no TRT15, TJSP, TST, TRT2 e STJ, 206 processos no TJSP, TJRJ, STJ, TJRS e TJSC, 77 processos no TJRS, TJRJ, TJSP, TJSC e TJAM, 59 processos no TJSP, STJ e TJCE, 56 processos no TRT2, TRT9, TRT02 e TST"
TRIANGULO DO SOL AUTO - ESTRADAS S/A,"2.381 processos no TJSP, TRT15, TRT24, TJSPCR e TRT03, 1.715 processos no TJSP, TJSPCR, STJ, STF e TJGOPJD, 128 processos no TJSP, TJSPCR, TRT24, TST e STJ, 54 processos no TJSP, STJ e TJSPCR, 13 processos no TJSP e TJSPCR, 10 processos no TJSP e TJSPCR"
RIO CORRENTE S/A,"188 processos no TRT24, TRT22, TJMS, TRF3 e TRT19, 5 processos no TJAL, JFDF, TJMT, TJRJ e TRT18, 2 processos no TRF5, 2 processos no TJMT, 2 processos no JFDF e TRF1, 1 processo no TJRJ"
ENERGISA S/A,"50.131 processos no TJRO, TRT14, STJ, TST e TJPR, 39.482 processos no TJMT, TRT23, STJ, TJMS e TJSP, 19.936 processos no TJMS, TRT24, STJ, TJSP e TST, 13.206 processos no TJRO, TJMT, TJAC, TJSP e TJPB, 6.562 processos no TJAC, TRT14, STJ, TJRO e TST, 5.746 processos no TJPB, TRT13, STJ, TJPE e TST"
COPESUL-CIA PETROQUIMICA DO SUL,"32 processos no TRF04, TRT4, STJ, TRT04 e TJRS"
COMPANHIA DE NAVEGACAO DA AMAZONIA - CNA,"97 processos no TRT11, TRT8, TJAM, TJPA e TRF01, 7 processos no TRT8 e TRT11, 5 processos no TRT8 e TRT08, 2 processos no TRT8, 2 processos no TJSP, 2 processos no TRT11"
CARANGOLA ENERGIA S/A,"21 processos no TRT3, TJMG, TJSP, JFDF e STJ, 3 processos no TRF1 e JFDF"
JOST BRASIL SISTEMAS AUTOMOTIVOS LTDA,"176 processos no TRT4, TJRS, TRT04, STJ e TJSP, 1 processo no TJSP"
MUNICIPIO DE SOBRAL,"777 processos no TJCE, 623 processos no TRT7, TRT07 e TST, 451 processos no TJCE, 371 processos no TJCE, JFDF, TRF1, TRF5 e STJ, 183 processos no TJCE, 97 processos no TJCE"
MARICULTURA NETUNO SA,"176 processos no TRT6, TJPE, TRT06, JFPE e JFSP, 18 processos no STJ, TJPE, TRT06, TRT6 e JFPE, 1 processo no TJPE, 1 processo no TJPE, 1 processo no TJPE"
CAPARAO ENERGIA S/A,"8 processos no TRT17, TJSP e JFDF, 2 processos no TRF1 e JFDF"
FRIMESA COOPERATIVA CENTRAL,"90 processos no TRT9 e TRT09, 10 processos no TRT9, TRT4 e TRT04, 8 processos no TJSP e TJSPCR, 8 processos no TJRS e TJSC, 4 processos no TJPR, 2 processos no TJPR"
SANTA LAURA S/A,"43 processos no TJMT, TRT23, STJ e STF, 11 processos no TJPR, TRT09 e TJSP, 8 processos no TJMG, 6 processos no TRF3, 6 processos no TJRJ, TJPI, TRF2-RJ, TRF2 e TRT1, 5 processos no TJSC, TRF1 e TJSC"
CONSTRUTORA MOREIRA ORTENCE LTDA,"153 processos no TJGO, TRT18, TRF1, TJGOPJD e STJ, 4 processos no TRT18 e TJGO, 4 processos no TJGO, 3 processos no TJGO, 2 processos no TJGO, 1 processo no TJGO"
USINA ACUCAREIRA S. MANOEL S/A.,"896 processos no TRT15, TRT03, JFSP, TJSP e TRF03, 280 processos no TRT15, TRF3, TJSP, STJ e JFSP, 14 processos no TJSP, JFDF e TRF01, 3 processos no TRT15, 1 processo no TJSP, 1 processo no TRF01"
INDORAMA VENTURES POLIMEROS S.A.,"15 processos no TJSP, TRT2, STJ, TRT06 e TRF3, 1 processo no TRT06"
SANEAMENTO DE GOIAS S/A,"4.757 processos no TJGO, TJGOPJD, STJ, TRT18 e TRF1, 1.152 processos no TJGO, TJGOPJD, STJ, TJSP e TRT18, 233 processos no TJGO, TRF1, TJGOPJD, STJ e TJDF, 89 processos no TJGO, TRF1 e STJ, 37 processos no TJGO e TJGOPJD, 23 processos no TJGO e TJGOPJD"
COOPERATIVA AGROPECUARIA CAMPONOVENSE,"127 processos no TJSC, STJ, TJSC   e TJRS, 111 processos no TJSC  , TRT12, TJSC, STJ e TRF4-SC  , 21 processos no TJSC, TJMS, TJRS, TJSP e TRT4, 12 processos no TJRS, TJSC, STJ e TJSC  , 11 processos no TJSC, TJRS e TJSP, 6 processos no TJRS, TJSP e TJSC"
CPFL ENERGIAS RENOVAVEIS S.A.,"223 processos no TJSP, TRT03, TJSC, TRT15 e TRT3, 8 processos no TRF1, TJSC, TJMG e TRF01, 8 processos no TRT7, 2 processos no TJCE, 1 processo no TJRJ, 1 processo no TJRS"
CAMORIM SERVICOS MARITIMOS LTDA,"199 processos no TRT1, TJRJ, TRT01, TRT17 e TRF2, 55 processos no TRT1, TJRJ, TRF2, TRF2-RJ e TRT01, 1 processo no TRT17, 1 processo no JFRJ, 1 processo no TRF02, 1 processo no TRT17"
USINA ALTO ALEGRE S/A - ACUCAR E ALCOOL,"5.851 processos no TRT09, TRT9, TRT15, TST e TJSP, 93 processos no TRT09, TRT9, TST e TRT04, 76 processos no TJSP, TJPR, JFSP, JFDF e TRF03, 13 processos no TRT09 e TRT9, 12 processos no TRT09, TRT9 e TST, 7 processos no TRT15"
CSN CIMENTOS SA,"207 processos no TRT1, TRT3, TRT01, TJRJ e TRF2-RJ, 3 processos no TRT1, 2 processos no TRT1 e TRT3, 2 processos no TRT1, 2 processos no TRT1, 1 processo no TRT1"
CONCESSIONARIA ECOVIAS DOS IMIGRANTES S/A,"2.682 processos no TJSP, TRT2, TRT02, STJ e TJSPCR, 909 processos no TRT2, TJSP, TRT02, STJ e TJSPCR, 60 processos no TJSP, STJ, TJSPCR e TJMT, 19 processos no TRT2 e TRT02, 13 processos no TRF1, TJSP, TRT2 e STJ, 9 processos no TJSP, STJ e STF"
USINA OUROESTE - ACUCAR E ALCOOL LTDA,"985 processos no TRT15, TJSP, TST, TRF3 e TRT19, 6 processos no TRT15, 5 processos no TRT15, 2 processos no TRT15, 2 processos no TRT15, 2 processos no TJSP"
UNIAO TERMINAIS E ARMAZENS GERAIS LTDA.,"72 processos no TRT2, TJSP, TRF3, TRF1 e JFSP, 1 processo no TRT2, 1 processo no TJSP"
ASSO MARITIMA NAVEGACAO LTDA,"51 processos no TRT1, TRF2-RJ, TJRJ, TRF2 e TRT13, 1 processo no TRF02"
SAO PEDRO ENERGIA S/A,"88 processos no TRT22, TJPI, TJMT, TJSP e TRF1, 12 processos no TRT17, TRT3, TJSP, JFDF e TJMG, 3 processos no TJMT e TRT22, 2 processos no TRF1 e TRF01, 2 processos no TRF1 e JFDF, 1 processo no TJPI"
VILA DO CONDE TRANSMISSORA DE ENERGIA S A,"14 processos no TRT8, TRT08, TRF1 e TRT01, 1 processo no TJPA"
COMPANHIA PARANAENSE DE ENERGIA,"3.894 processos no TJPR, TRT9, TRT09, TRF4-PR e TST, 1.012 processos no TJPR, 362 processos no TJPR, TRT9, TJSP, TJRN e STJ, 332 processos no TJPR, STJ, TJRS, TRF1 e TJMT, 269 processos no TJPR, STJ, TST e TRT9, 128 processos no TJPR, TJSP, STJ, TRT09 e TJSC"
RIO DAS CONTAS PRODUTORA DE PETROLEO LTDA,"5 processos no TJBA, TRF1, JFBA e JFRJ"
PRENSAS SCHULER S A,"317 processos no TRT2, TRF3, TRT02, TJSP e TRF1, 7 processos no TRT2 e TRT02, 5 processos no TRF3, 2 processos no TRT6, 2 processos no TRT2, 2 processos no TRT01 e TRT1"
USINA ACUCAREIRA PASSOS SA,"1.143 processos no TRT03, TRT3, TJMG, TRF1 e TRT15, 971 processos no TRT03, TJSP, TJMG, TRT15 e TST, 305 processos no TRT03, TST e TJMG, 54 processos no TRT03, TJSP, TST e TJMG, 10 processos no TRT3 e TRT03, 8 processos no TJMG"
ITUMBIARA TRANSMISSORA DE ENERGIA S/A,"35 processos no TJMT, TRT18, TJRJ, STJ e TRT01, 1 processo no TRF1, 1 processo no TJMT, 1 processo no TJMT"
PROBEL S/A,"871 processos no TJSP, TRT2, TRF3, STJ e TJRJ, 364 processos no TRT2, TJSP, STJ, TRF3 e TRT02, 17 processos no TJMG, TJSP e STJ, 5 processos no TRT2 e TRT11, 5 processos no TJSP, 5 processos no TRT2"
EMS S/A,"3.119 processos no TRT15, TJSP, TRT04, TRT4 e TRT02, 201 processos no TJSP, JFDF, TRT2, TRF1 e TRF01, 97 processos no TRT4, TRT7, TRT04, TJRS e TRT19, 18 processos no TRT15, TJSP, TJRS e TRT04, 17 processos no TRT15, TRT19, TRT9, TRT6 e TRT4, 16 processos no TJRS, TJRJ, TJSP, TRT8 e TJAL"
COMPANHIA GERACAO DE ENERGIA PILAO,"11 processos no TRF01, TJPA, TJSC, TRF1 e JFDF"
VIRALCOOL - ACUCAR E ALCOOL LTDA.,"1 processo no TRT15, 1 processo no TRT15, 1 processo no TJSP, 1 processo no TJSP, 1 processo no TJSP"
INDUSTRIAS ROMI S A,"2.504 processos no TJSP, TRT15, TRF3, TJRS e TJMG, 93 processos no TJSP, TRT15, TJRS, TJBA e TJSC, 14 processos no TJSP, 5 processos no TJPE, 2 processos no TRT2, 2 processos no TJSP"
BRADAR INDUSTRIA S.A,"43 processos no TRT15, TJSP, TST, TRF3 e TRF01, 1 processo no TRT15, 1 processo no TRT15, 1 processo no TJSP, 1 processo no TRT15"
ANDRADE GUTIERREZ PARTICIPACOES S/A,"27 processos no TJSP, TRT10, TRT1, TJMG e TRT16, 1 processo no TJRJ, 1 processo no TRT5"
MRS LOGISTICA S.A,"8.041 processos no TJRJ, TRT3, TJMG, TRT1 e TRT2, 57 processos no TRT2, TRT03, TST e TRT02, 56 processos no TRT2, 13 processos no TJSP, TRF2, TJRJ, TRF2-RJ e TRF02, 12 processos no TJSP, 7 processos no TRT15"
APSEN FARMACEUTICA S/A,"265 processos no TJSP, TRF3, TRT2, TRT02 e TRT04, 9 processos no TJSP, TRT2, TRF1, TRT02 e TJPR, 4 processos no TRT02, TRT4, TRT01 e TRT2, 1 processo no TRT1, 1 processo no TRT2, 1 processo no TST"
OL LATEX LTDA,"125 processos no TRT18, TRF1, TRT10, JFGO e TJTO"
