uf,ano,valor_contratado_reais,valor_desembolsado_reais,media_juros,media_prazo_carencia_meses,media_prazo_amortizacao_meses,valor_contratado_ajustado,valor_desembolsado_ajustado,pib,emissao_co2,num_empregados,idhm
RJ,2013,20785024930.6,12711572591.2,2.69,27.3,97.4,17798468937.0,10929149838.0,129475941104.0,13734085.4,579507.0,
RJ,2014,9984449637.8,9657578056.1,3.12,20.5,82.9,8165163572.0,7896682630.0,128743684838.0,13896490.8,608170.0,
RJ,2015,5144167077.9,4896995912.1,2.08,22.1,98.7,3882896470.0,3698854848.0,92096590230.0,13591343.9,553568.0,
RJ,2016,2116371260.7,2099535738.9,2.0,21.6,98.2,1492333465.0,1480661657.0,62675982881.0,6135731.5,476672.0,0.794
RJ,2017,2515588772.3,2225628899.0,3.62,19.9,81.2,1734197600.0,1532914415.0,64028967709.0,6295290.3,457035.0,0.796
RJ,2018,2874598980.7,2059903564.0,2.3,28.2,119.2,1840788475.0,1318353382.0,0.0,6552622.6,443566.0,
RJ,2019,2804717520.2,1063494864.5,2.17,26.8,82.2,1670021225.0,634311743.0,0.0,0.0,455077.0,
RJ,2020,4050692000.0,0.0,3.35,48.0,178.4,1970035931.0,0.0,0.0,0.0,0.0,
RJ,2021,78478457.5,0.0,1.94,21.0,151.5,35771547.0,0.0,0.0,0.0,0.0,
RN,2002,156817779.1,152317061.1,2.83,19.5,66.1,322421248.0,313365080.0,7857860827.0,3928225.6,76900.0,
RN,2003,45471000.0,44863619.6,3.7,21.0,61.0,71708085.0,70752996.0,1422787240.0,3864816.6,22069.0,
RN,2004,40370007.7,40894347.5,4.65,10.5,82.5,59780364.0,60579560.0,6376600006.0,123198.7,60087.0,
RN,2005,123880000.0,113166375.8,5.58,16.0,42.0,166421454.0,152020296.0,7329615514.0,135315.5,62995.0,
RN,2006,172790778.7,136686281.8,3.32,12.0,97.0,229903197.0,182457319.0,1348449658.0,4540388.7,21354.0,
RN,2008,35000000.0,35000000.0,7.0,24.0,72.0,39363745.0,39363745.0,8479055166.0,163513.6,83006.0,
RN,2009,32665700.0,19121169.9,2.34,3.0,60.0,36364484.0,21286286.0,0.0,0.0,0.0,
RN,2010,723593726.0,704217286.9,3.62,20.9,98.6,725280090.0,705419960.0,8831697968.0,4652474.2,103910.0,0.684
RN,2011,1729732410.0,1708742414.8,1.92,20.8,114.5,1649747789.0,1629523271.0,8268156069.0,236945.4,87194.0,
RN,2012,2062512442.8,2027636091.5,2.24,18.8,157.0,1854839666.0,1824062330.0,0.0,0.0,0.0,
RN,2013,1335569300.0,1275301261.4,1.84,7.9,153.6,1135061189.0,1083673519.0,0.0,0.0,0.0,
RN,2014,969999605.8,927427010.4,1.93,17.2,170.1,783620291.0,749277892.0,0.0,0.0,0.0,
RN,2015,2054097349.9,1916261125.9,2.17,10.7,191.4,1524278453.0,1422600158.0,0.0,0.0,0.0,
RN,2016,276371663.0,256209674.4,1.59,8.6,189.0,188231291.0,174460570.0,0.0,0.0,0.0,0.736
RN,2017,908739836.0,912127005.9,2.21,9.4,186.0,627513349.0,629877151.0,0.0,0.0,0.0,0.731
RN,2018,1021795000.0,942781999.9,2.2,1.3,133.3,644388668.0,593016275.0,0.0,0.0,0.0,
RN,2019,1335500000.0,328500000.0,2.44,49.3,236.6,796984056.0,199537696.0,0.0,0.0,0.0,
RN,2020,1577418000.0,62793215.5,2.45,32.8,205.9,803780540.0,35682500.0,0.0,0.0,0.0,
RN,2021,216712000.0,0.0,2.38,12.0,189.0,95000570.0,0.0,0.0,0.0,0.0,
RO,2002,129064406.3,129479257.2,2.25,19.0,72.0,219340160.0,220175286.0,0.0,0.0,0.0,
RO,2003,43665533.1,43665533.1,1.0,0.0,55.0,68834945.0,68834945.0,0.0,0.0,0.0,
RO,2009,12573724400.0,12562068894.6,2.66,48.1,139.9,13908062879.0,13895142266.0,3485798048.0,40822.5,34736.0,
RO,2010,63432000.0,63193432.9,2.06,12.0,60.0,69355297.0,69094452.0,4779253946.0,207417.3,37057.0,0.69
RO,2011,237728836.2,237728836.2,2.76,10.5,184.0,232086211.0,232086211.0,0.0,0.0,0.0,
RO,2012,1875995000.0,1876185509.4,2.55,20.5,228.5,1666842457.0,1667011726.0,0.0,0.0,0.0,
RO,2013,1990000000.0,1991450165.9,3.19,46.0,201.0,1719068794.0,1720321525.0,0.0,0.0,0.0,
RO,2019,232500000.0,220350000.0,2.59,44.0,240.0,141782239.0,134372973.0,0.0,0.0,0.0,
RO,2020,198232000.0,0.0,3.22,12.0,153.0,95494307.0,0.0,0.0,0.0,0.0,
RS,2002,493637806.7,509609787.5,3.73,15.6,72.5,921301482.0,951183009.0,60135810484.0,56304743.2,651931.0,
RS,2003,690595106.5,705569998.9,3.69,17.8,84.1,1085508760.0,1108903730.0,69015179592.0,63006740.3,670162.0,
RS,2004,1112317243.5,1122877082.5,4.92,20.1,85.6,1609995433.0,1625393936.0,70072418774.0,59573488.5,722257.0,
RS,2005,1346555211.2,1353149435.5,3.98,13.1,78.4,1812503189.0,1821305580.0,58732552657.0,54131928.1,704701.0,
RS,2006,544157130.2,543387793.4,3.78,13.5,69.0,711986662.0,711000281.0,44441307822.0,568053.7,649745.0,
RS,2007,857688233.9,852945062.5,3.32,20.2,106.0,1081514631.0,1075722673.0,45659708398.0,626749.9,683769.0,
RS,2008,1829858747.2,1816784182.9,2.66,21.0,94.1,2107443544.0,2092806314.0,66298128202.0,58597190.4,776158.0,
RS,2009,1552459587.1,1535327191.7,3.52,19.0,108.2,1720264181.0,1701246213.0,52223277657.0,722660.7,695527.0,
RS,2010,275612786.8,261581676.5,2.95,17.5,65.8,282865317.0,268681057.0,57499409461.0,775493.8,754299.0,0.746
RS,2011,2531448635.0,2518056022.2,2.51,40.0,80.8,2446174167.0,2433282143.0,74155213477.0,59679297.9,859301.0,
RS,2012,3625658611.7,3121417747.5,2.75,18.4,84.2,3223941184.0,2774364034.0,55929036572.0,811743.1,772211.0,
RS,2013,1683915940.0,1622270999.2,2.47,38.9,82.7,1434727896.0,1382236510.0,78147642382.0,60588220.3,867434.0,
RS,2014,1712121914.4,1738857651.7,3.47,18.8,114.3,1397292686.0,1419282361.0,74771062178.0,59315099.0,850244.0,
RS,2015,867598782.0,857204135.0,3.64,14.9,108.6,665905840.0,657698291.0,53106320497.0,662780.6,711478.0,
RS,2016,788685912.0,788299987.6,3.5,16.2,131.0,559270415.0,558985822.0,51869525984.0,546675.3,677235.0,0.783
RS,2017,976914820.0,952336052.6,3.38,19.1,120.0,667835863.0,651008337.0,50224852849.0,507959.9,665259.0,0.787
RS,2018,3655735000.0,2681428551.9,3.42,24.7,109.0,2354123315.0,1732310533.0,0.0,488193.0,663651.0,
RS,2019,2223990000.0,808452400.0,3.95,52.0,131.2,1331625584.0,489682754.0,0.0,0.0,670161.0,
RS,2020,1551761089.3,581019952.6,3.77,37.3,104.1,897882436.0,335955793.0,0.0,0.0,0.0,
RS,2021,129468663.3,0.0,3.44,30.2,117.2,57071715.0,0.0,0.0,0.0,0.0,
SC,2002,570616679.2,474419297.8,3.57,26.7,90.6,987892100.0,824324769.0,28038724986.0,148838.2,435385.0,
SC,2003,993614758.9,993810696.9,4.38,27.8,81.3,1542082661.0,1542286138.0,28794359890.0,98065.3,447995.0,
SC,2004,78042666.8,79610801.7,4.2,20.0,48.0,115729499.0,118066112.0,32823154440.0,84468.6,498525.0,
SC,2005,636539192.0,520682652.4,4.65,15.6,66.2,854311137.0,699928625.0,40563356915.0,22785480.7,559013.0,
SC,2006,418457178.7,403323682.0,4.24,19.0,107.0,556085281.0,536006636.0,34157842680.0,81816.0,550065.0,
SC,2007,2392973435.7,2375557101.7,3.25,29.4,108.6,2990727960.0,2969124436.0,47505419476.0,21980034.0,636600.0,
SC,2008,819983072.1,819257717.7,4.33,26.9,96.0,911234140.0,910444513.0,49282442502.0,23898530.3,649576.0,
SC,2009,1855058380.4,1811473161.3,4.75,17.5,97.1,2060501546.0,2012217520.0,46621046227.0,22465762.6,654563.0,
SC,2010,2129938828.7,2144605969.8,3.32,23.9,135.6,2206692082.0,2223171538.0,42611872258.0,163845.3,655295.0,0.774
SC,2011,1823073112.2,1564240353.1,3.19,23.5,122.0,1779014313.0,1526822049.0,45766448469.0,355778.3,670858.0,
SC,2012,1842356869.5,2107000193.7,2.99,22.2,136.1,1657578330.0,1892809760.0,44784027907.0,712636.8,668426.0,
SC,2013,519942203.6,518471940.1,2.92,11.6,64.4,442882896.0,441623400.0,44328111790.0,642171.9,707917.0,
SC,2014,1343066626.5,1288157620.1,3.04,19.0,138.0,1100256887.0,1055852177.0,45826652552.0,816338.3,712929.0,
SC,2015,1225801565.5,1145306092.6,3.2,19.4,136.6,958938616.0,895783678.0,41331210799.0,676984.4,676016.0,
SC,2016,330124622.1,234436018.7,3.28,12.0,89.6,228653292.0,163065158.0,37508911341.0,527268.6,656772.0,0.805
SC,2017,240916355.0,215526507.2,4.22,12.7,83.2,165655620.0,147925599.0,38680587979.0,514366.5,671552.0,0.808
SC,2018,913070715.8,909736001.0,5.16,14.4,124.3,592130434.0,590260517.0,0.0,20801765.6,725304.0,
SC,2019,425755919.1,292724552.3,2.92,28.8,105.5,264633408.0,182152779.0,0.0,0.0,709522.0,
SC,2020,587242947.9,243174345.1,3.4,22.7,61.5,309309189.0,129243839.0,0.0,0.0,0.0,
SC,2021,249671965.8,0.0,2.5,16.3,132.2,113541662.0,0.0,0.0,0.0,0.0,
SE,2002,32452273.3,29632400.0,1.0,11.5,29.2,67311583.0,61467610.0,0.0,0.0,0.0,
SE,2003,238661000.0,241657831.1,5.0,7.0,144.0,367219260.0,371830378.0,0.0,0.0,0.0,
SE,2006,122229989.0,122952906.1,1.65,24.0,60.0,163234682.0,164200118.0,5971435951.0,1398312.2,39501.0,
SE,2009,250481900.0,242153074.7,1.9,35.1,120.0,276581749.0,267385073.0,0.0,0.0,0.0,
SE,2011,32365742.0,25099971.2,3.21,24.0,60.0,31597524.0,24504209.0,7139047198.0,1718571.5,55958.0,
SE,2013,104630200.0,89488631.0,2.7,9.4,59.4,90530101.0,77408562.0,6425366289.0,1710455.4,57750.0,
SE,2015,208557371.3,203005735.8,3.62,14.6,54.7,152199184.0,148147759.0,0.0,0.0,0.0,
SE,2017,9499587.0,0.0,2.26,13.0,76.0,6553231.0,0.0,0.0,0.0,0.0,0.702
SE,2019,10000000.0,6500000.0,4.1,24.0,36.0,5931943.0,3855763.0,0.0,0.0,0.0,
SE,2020,101400000.0,0.0,3.0,46.5,34.0,48847425.0,0.0,0.0,0.0,0.0,
SP,2002,5212888001.7,5242205082.2,3.01,22.9,64.4,10299749839.0,10372799960.0,224570265520.0,12867384.0,1973231.0,
SP,2003,1564846694.5,1601255862.1,4.21,16.0,64.0,2422191350.0,2478263904.0,265261870390.0,67815806.7,2334522.0,
SP,2004,1431716696.4,1494315208.6,4.57,17.9,73.9,2040925930.0,2131306349.0,278019792852.0,66998886.0,2553814.0,
SP,2005,5324884579.5,5250503965.2,4.89,20.4,51.3,7161911502.0,7061295597.0,265153102935.0,14556781.6,2292927.0,
SP,2006,4335239285.2,4023014717.8,3.06,26.7,69.0,5670824021.0,5262865248.0,280159906163.0,66302614.0,2829486.0,
SP,2007,7022954335.9,6786752861.0,3.11,19.6,67.4,8743437994.0,8450446548.0,300453018160.0,61361381.3,3021921.0,
SP,2008,8359519156.9,7517202882.0,2.57,20.2,80.2,9480178171.0,8522625591.0,274409094227.0,9907479.6,2747968.0,
SP,2009,8712628013.1,8117611362.6,3.34,16.3,83.5,9663925055.0,9002325109.0,293057173043.0,57996507.6,3086777.0,
SP,2010,9365846010.9,9390681859.1,3.0,38.1,61.9,9777941502.0,9801683831.0,312733926970.0,58962278.6,3231724.0,0.783
SP,2011,8735975186.0,8452695680.6,2.97,40.7,66.1,8466462060.0,8192265802.0,303484771521.0,57224713.7,3319053.0,
SP,2012,8381353655.5,7606671475.6,2.39,25.8,76.1,7498191804.0,6802055721.0,282555105830.0,58809072.0,3299187.0,
SP,2013,12889267537.6,11155162836.5,2.62,22.3,90.0,10993680207.0,9508648684.0,278073421003.0,60532987.5,3299563.0,
SP,2014,14834847233.0,11855951793.6,3.34,19.1,72.6,12139853027.0,9714039191.0,272258464104.0,56190530.7,3197384.0,
SP,2015,7079387417.9,6095145762.5,3.19,26.6,76.7,5512196659.0,4764477533.0,262641757063.0,52619215.8,2980113.0,
SP,2016,978330470.2,905577465.0,2.48,27.2,73.3,685695141.0,634467499.0,257118434893.0,52126258.9,2805128.0,0.831
SP,2017,2807632425.5,2243603606.6,3.26,16.5,81.1,1944116423.0,1552865104.0,254166830897.0,52042674.0,2786491.0,0.826
SP,2018,10746217594.3,6348751483.1,3.09,26.2,99.1,6888576817.0,4080962972.0,0.0,46299667.2,2766909.0,
SP,2019,3269279905.4,1591340952.1,2.85,26.6,96.8,1959156096.0,956865349.0,0.0,0.0,2485984.0,
SP,2020,10037565170.7,4104162745.5,2.74,35.0,116.3,5364298271.0,2316235258.0,0.0,0.0,0.0,
SP,2021,524447268.1,0.0,2.7,15.0,115.4,230314109.0,0.0,0.0,0.0,0.0,
TO,2002,6042311.6,6038798.6,1.0,3.0,7.5,12534246.0,12526959.0,0.0,0.0,0.0,
TO,2003,1404139.3,1576560.4,1.0,6.0,24.0,2147307.0,2410986.0,0.0,0.0,0.0,
TO,2004,586250000.0,595390894.4,4.5,38.0,53.5,851159952.0,864431359.0,0.0,0.0,0.0,
TO,2007,266074130.0,266686830.1,2.98,28.0,168.0,340652988.0,341437424.0,0.0,0.0,0.0,
TO,2008,2267473700.0,2270586744.2,1.8,41.4,192.0,2660837082.0,2664490180.0,0.0,0.0,0.0,
TO,2009,161003000.0,158723698.5,2.28,24.0,60.0,178357463.0,175832476.0,2333756035.0,48177.9,16282.0,
TO,2010,693353000.0,692261399.9,1.23,18.0,173.2,698151521.0,697052366.0,0.0,0.0,0.0,0.699
TO,2011,267241475.0,269067038.5,2.25,44.8,92.4,256349910.0,258092226.0,4893865358.0,36154786.9,35292.0,
TO,2013,45000000.0,46017626.0,4.88,30.8,56.2,39325614.0,40214920.0,2860465968.0,183798.7,21368.0,
TO,2014,18976000.0,16049428.2,1.76,4.0,72.0,15628697.0,13218362.0,0.0,0.0,0.0,
TO,2015,182033613.3,175096103.3,3.71,15.1,54.9,132842905.0,127780109.0,0.0,0.0,0.0,
TO,2020,168671000.0,0.0,3.0,12.0,153.0,81253886.0,0.0,0.0,0.0,0.0,
