uf,setor_bndes,ano,valor_contratado_reais,valor_desembolsado_reais,media_juros,media_prazo_carencia_meses,media_prazo_amortizacao_meses,valor_contratado_ajustado,valor_desembolsado_ajustado,pib,emissao_co2,num_empregados
PI,INFRAESTRUTURA,2009,561077372.0,543861840.6,2.45,29.3,92.2,622915349.0,603847681.0,,,
PI,INFRAESTRUTURA,2010,200295000.0,177129446.3,4.15,24.0,96.0,210657570.0,186293511.0,,,
PI,INFRAESTRUTURA,2013,208182000.0,205959684.9,1.87,10.0,192.0,174126646.0,172267867.0,,,
PI,INFRAESTRUTURA,2014,835371300.0,835371299.9,2.44,12.9,1.0,681302820.0,681302820.0,,,
PI,INFRAESTRUTURA,2015,1921294500.0,1920840254.4,1.58,9.1,192.0,1470093254.0,1469763564.0,,,
PI,INFRAESTRUTURA,2016,282136000.0,282703209.7,2.05,7.0,192.0,194409947.0,194800792.0,,,
PI,INFRAESTRUTURA,2017,1607037000.0,1586654026.0,3.52,15.5,170.5,1098750464.0,1084664146.0,,,
PI,INFRAESTRUTURA,2019,403066000.0,380000000.0,2.21,18.0,220.0,239096501.0,225413878.0,,,
PI,INFRAESTRUTURA,2020,833013000.0,0.0,2.02,34.5,227.0,462614389.0,0.0,,,
PI,INFRAESTRUTURA,2021,1253059000.0,0.0,2.18,21.9,264.4,549306542.0,0.0,,,
PR,AGROPECUARIA,2002,2180369.0,2220521.9,5.0,18.0,54.0,4109023.0,4184693.0,16077386975.0,49996021.7,81360.0
PR,AGROPECUARIA,2003,9300000.0,9378259.5,5.0,6.0,60.0,14434366.0,14555831.0,20735367824.0,59180565.2,85414.0
PR,AGROPECUARIA,2005,55717000.0,55717000.0,10.75,15.0,96.0,74740771.0,74740771.0,14885605296.0,43986236.3,91124.0
PR,AGROPECUARIA,2007,6639600.0,6545811.1,3.27,18.0,54.0,8529568.0,8409083.0,16211118696.0,43843770.4,91627.0
PR,AGROPECUARIA,2008,40479210.0,40488052.1,7.62,19.2,86.4,45243908.0,45253606.0,19172426020.0,45704615.3,104022.0
PR,AGROPECUARIA,2009,36023968.0,35917665.2,4.41,6.9,56.6,39971411.0,39853067.0,15872169591.0,40004511.3,105234.0
PR,AGROPECUARIA,2010,26323000.0,26323000.0,5.62,12.0,99.5,27727668.0,27727668.0,17801329717.0,41726132.8,102590.0
PR,AGROPECUARIA,2011,28958586.0,24367880.8,4.39,75.0,43.0,27879712.0,23471802.0,19142565609.0,41347764.0,101627.0
PR,AGROPECUARIA,2012,286195471.5,286195471.5,3.92,16.5,64.5,263251385.0,263251385.0,19012699302.0,41259575.6,102643.0
PR,AGROPECUARIA,2013,20172196.0,20172196.0,3.6,18.0,54.0,17627746.0,17627746.0,23799490315.0,44002900.8,104290.0
PR,AGROPECUARIA,2014,26972000.0,17153180.1,2.63,96.0,24.0,21757857.0,13837181.0,21097515653.0,41869802.7,102848.0
PR,AGROPECUARIA,2016,100000000.0,100000000.0,8.75,36.0,84.0,70069291.0,70069291.0,21994377573.0,45598950.1,104074.0
PR,AGROPECUARIA,2018,50562000.0,50687040.0,4.77,16.0,96.0,33506934.0,33591284.0,,39672283.8,100668.0
PR,AGROPECUARIA,2019,38627000.0,21206305.0,7.0,36.0,84.0,23555366.0,12931946.0,,,97003.0
PR,AGROPECUARIA,2020,247586000.0,123080130.0,7.5,22.5,109.5,145822629.0,72360878.0,,,
PR,INDUSTRIA,2002,27361307.7,28833465.6,2.5,8.5,57.0,52800213.0,55641096.0,44279294645.0,1976606.2,430369.0
PR,INDUSTRIA,2003,59059048.0,39325177.0,4.71,25.1,66.7,93432100.0,62454057.0,47124825150.0,1939381.0,453861.0
PR,INDUSTRIA,2004,85522310.0,74970382.5,10.53,30.7,102.9,123244481.0,108132342.0,51691036307.0,2028647.7,507189.0
PR,INDUSTRIA,2005,446945451.2,446390316.6,4.17,14.4,33.9,600385273.0,599639452.0,48671949220.0,2458402.7,521547.0
PR,INDUSTRIA,2006,1971380552.0,1956024969.6,4.51,23.8,67.4,2562800442.0,2542895572.0,47812348657.0,2414652.4,561821.0
PR,INDUSTRIA,2007,404595904.8,402338704.7,3.19,20.7,72.0,509247117.0,506421655.0,52386128656.0,2636198.5,614408.0
PR,INDUSTRIA,2008,199807771.1,201963360.4,4.36,22.1,70.7,224691175.0,227247896.0,51872208179.0,2872085.4,638514.0
PR,INDUSTRIA,2009,350164000.0,348724289.9,5.31,22.7,71.1,388779509.0,387177042.0,52548657562.0,2791562.5,650686.0
PR,INDUSTRIA,2010,305979132.0,305264927.2,3.39,19.7,64.0,325902832.0,325155362.0,54221391000.0,3032622.8,690919.0
PR,INDUSTRIA,2011,700987576.7,653150167.7,2.67,18.9,64.0,675916612.0,630355250.0,57243065269.0,3156026.1,711341.0
PR,INDUSTRIA,2012,911390458.0,718990173.4,3.08,19.7,68.4,833784382.0,656399448.0,55567180080.0,3043328.3,712028.0
PR,INDUSTRIA,2013,1717015144.3,1659212921.6,2.75,20.6,71.6,1462682858.0,1412718447.0,59664365221.0,3246688.5,743882.0
PR,INDUSTRIA,2014,4320116261.4,4353541983.8,3.58,25.3,79.4,3499717429.0,3526877369.0,55885531778.0,3297438.8,736369.0
PR,INDUSTRIA,2015,909620664.0,756126755.7,5.07,21.0,71.7,671408281.0,558781392.0,56975846925.0,3242871.3,691163.0
PR,INDUSTRIA,2016,106645800.0,29534207.8,2.82,19.5,72.0,74138530.0,20674499.0,57291251731.0,3345180.6,651748.0
PR,INDUSTRIA,2017,576422000.0,270988170.5,3.25,8.2,53.6,399424599.0,187674571.0,56791169346.0,3181491.0,662939.0
PR,INDUSTRIA,2018,299577000.0,245113813.7,4.6,23.5,91.1,191742012.0,156929140.0,,3246023.0,662712.0
PR,INDUSTRIA,2019,3050000000.0,1050000000.0,2.24,27.0,123.0,1848633112.0,637426992.0,,,677870.0
PR,INDUSTRIA,2020,310924894.5,28010447.3,2.96,28.8,90.0,153309274.0,15310816.0,,,
PR,INDUSTRIA,2021,10736446.4,0.0,3.49,27.8,47.2,5019129.0,0.0,,,
PR,INFRAESTRUTURA,2002,239215100.2,261154468.4,4.48,28.3,85.7,420175612.0,460401657.0,,,
PR,INFRAESTRUTURA,2004,142667000.0,140189095.5,5.82,31.6,60.0,212091009.0,208323255.0,,,
PR,INFRAESTRUTURA,2005,555307000.0,541057639.1,3.94,14.4,129.3,743293225.0,724183233.0,,,
PR,INFRAESTRUTURA,2006,67131000.0,66644032.5,4.5,2.7,144.0,88499582.0,87857608.0,,,
PR,INFRAESTRUTURA,2007,318667340.0,303487845.2,2.19,38.4,118.4,385049435.0,366374606.0,,,
PR,INFRAESTRUTURA,2008,935790417.8,935931382.2,3.72,23.0,96.0,1032255148.0,1032374718.0,,,
PR,INFRAESTRUTURA,2009,1975460872.5,1594361688.2,2.18,26.0,122.5,2190865768.0,1767709636.0,,,
PR,INFRAESTRUTURA,2010,80774871.0,80774870.9,2.3,17.1,78.9,85614395.0,85614394.0,,,
PR,INFRAESTRUTURA,2011,521850408.5,508827885.1,2.35,30.4,130.2,505836673.0,493286400.0,,,
PR,INFRAESTRUTURA,2012,537182967.3,470608061.6,1.71,25.7,136.6,482645936.0,421216569.0,,,
PR,INFRAESTRUTURA,2013,1080912409.7,992341804.1,2.35,32.7,72.2,931727268.0,854693810.0,,,
PR,INFRAESTRUTURA,2014,1668007478.2,1477750318.2,2.47,26.2,88.5,1354191005.0,1198865683.0,,,
PR,INFRAESTRUTURA,2015,154408075.0,146492035.7,1.92,15.1,146.3,120177757.0,114096569.0,,,
PR,INFRAESTRUTURA,2016,81396300.0,38355319.5,3.23,20.3,120.7,57495053.0,26875301.0,,,
PR,INFRAESTRUTURA,2017,160552000.0,115334749.0,3.58,8.0,105.8,108752963.0,78147649.0,,,
PR,INFRAESTRUTURA,2018,1464085000.0,1424367893.6,2.27,11.5,125.8,919584744.0,894701831.0,,,
PR,INFRAESTRUTURA,2019,374517769.0,299362760.4,3.59,27.2,135.5,229041295.0,183302585.0,,,
PR,INFRAESTRUTURA,2020,1231036469.0,330756750.0,2.25,33.5,169.5,690407339.0,192261875.0,,,
PR,INFRAESTRUTURA,2021,2400900.0,0.0,4.21,24.0,48.0,1127532.0,0.0,,,
RJ,AGROPECUARIA,2012,68263000.0,68263000.0,5.09,18.0,48.0,64760841.0,64760841.0,2024277572.0,5986254.0,23438.0
RJ,AGROPECUARIA,2014,9810000.0,9810000.0,4.0,24.0,60.0,7913561.0,7913561.0,2095977611.0,6639290.3,24931.0
RJ,AGROPECUARIA,2015,11487000.0,6066622.2,0.0,24.0,96.0,8796323.0,4645597.0,2066742512.0,6473682.8,23800.0
RJ,INDUSTRIA,2002,287455433.8,225348930.2,4.02,13.8,66.5,547874642.0,410264948.0,82112316948.0,6919108.9,363196.0
RJ,INDUSTRIA,2003,30217722.2,28105637.9,3.56,21.0,147.0,47408163.0,44092389.0,83084477962.0,7706505.1,367951.0
RJ,INDUSTRIA,2004,387207000.0,399751441.9,4.0,31.5,63.0,529763104.0,546946590.0,93779870821.0,8002538.1,382202.0
RJ,INDUSTRIA,2005,193508098.3,192790202.8,5.67,13.3,37.2,258217130.0,257236687.0,107168055644.0,7203020.5,402521.0
RJ,INDUSTRIA,2006,113636172.1,101336319.7,3.12,12.5,69.5,150956492.0,134536158.0,119486767663.0,6779005.6,447416.0
RJ,INDUSTRIA,2007,3104368436.0,3065751853.7,2.39,28.2,72.9,3974161474.0,3924630172.0,111489640706.0,6871822.0,460325.0
RJ,INDUSTRIA,2008,1041765345.8,1052276998.1,3.2,29.9,47.3,1155823170.0,1167490626.0,126000382159.0,7683587.0,487716.0
RJ,INDUSTRIA,2009,416290000.0,379455586.4,4.2,24.0,58.0,462513815.0,421470897.0,101009503370.0,6733217.9,494445.0
RJ,INDUSTRIA,2010,1286279878.7,1167211675.0,3.95,32.3,42.6,1365430998.0,1239759226.0,113193367844.0,9823782.1,529316.0
RJ,INDUSTRIA,2011,838441626.5,850650710.2,2.97,22.9,66.1,808235862.0,819638271.0,125129839380.0,14298352.6,556801.0
RJ,INDUSTRIA,2012,8452864029.7,8413216089.0,2.39,21.5,62.1,7663830082.0,7628694852.0,136113379193.0,13986188.7,576097.0
RJ,INDUSTRIA,2013,10999963715.3,3874995483.6,2.65,28.8,64.6,9349281473.0,3285872594.0,129475941104.0,13734085.4,579507.0
RJ,INDUSTRIA,2014,478979902.7,475049404.2,2.57,21.3,68.2,390316127.0,387194892.0,126647707227.0,7257200.5,583239.0
RJ,INDUSTRIA,2015,336739105.5,321452858.0,2.82,24.6,60.4,260636416.0,248882268.0,90029847718.0,7117661.1,529768.0
RJ,INDUSTRIA,2016,255870000.0,248512341.8,1.6,30.0,60.0,176002598.0,170941564.0,62675982881.0,6135731.5,476672.0
RJ,INDUSTRIA,2017,296375549.0,207701358.8,3.58,27.6,68.7,204882448.0,143642127.0,64028967709.0,6295290.3,457035.0
RJ,INDUSTRIA,2018,60223158.7,50153258.0,1.77,33.4,115.7,38329511.0,31989044.0,,6552622.6,443566.0
RJ,INDUSTRIA,2019,735949000.0,209140469.1,1.71,32.4,37.2,442656572.0,127322190.0,,,455077.0
RJ,INDUSTRIA,2021,13478457.5,0.0,1.25,24.0,36.0,5997702.0,0.0,,,
RJ,INFRAESTRUTURA,2002,1889890773.2,1888802354.2,4.59,23.2,116.8,3838473652.0,3847052614.0,,,
RJ,INFRAESTRUTURA,2003,2494473003.3,2507434074.4,4.44,18.5,87.3,3888244743.0,3908569078.0,,,
RJ,INFRAESTRUTURA,2004,1758725848.1,1670821100.4,4.35,10.8,93.9,2491801049.0,2370304169.0,,,
RJ,INFRAESTRUTURA,2005,954495432.8,761123194.2,4.03,18.3,145.0,1287304424.0,1027512101.0,,,
RJ,INFRAESTRUTURA,2006,1750806976.2,1660161014.1,3.65,21.8,122.4,2306756035.0,2188285983.0,,,
RJ,INFRAESTRUTURA,2007,6607223707.7,6790598605.3,3.07,35.7,197.1,8385109120.0,8628607568.0,,,
RJ,INFRAESTRUTURA,2008,1236461280.1,1074925263.1,3.57,34.7,169.6,1400755253.0,1215568006.0,,,
RJ,INFRAESTRUTURA,2009,4120262679.2,3320720296.9,3.08,24.5,156.1,4578093281.0,3689391718.0,,,
RJ,INFRAESTRUTURA,2010,3712875868.4,3743365280.0,3.09,20.1,175.5,3834599573.0,3875255129.0,,,
RJ,INFRAESTRUTURA,2011,9113234853.1,5485583884.0,3.04,24.1,125.1,8879083917.0,5318463645.0,,,
RJ,INFRAESTRUTURA,2012,8069998582.9,6216491328.6,2.94,22.0,126.5,7186026253.0,5549033942.0,,,
RJ,INFRAESTRUTURA,2013,9785061215.3,8836577107.6,2.73,25.8,130.3,8449187464.0,7643277244.0,,,
RJ,INFRAESTRUTURA,2014,9495659735.1,9172718651.9,2.78,16.2,120.5,7766933884.0,7501574177.0,,,
RJ,INFRAESTRUTURA,2015,4795940972.4,4569476431.9,3.43,17.7,139.8,3613463731.0,3445326983.0,,,
RJ,INFRAESTRUTURA,2016,1860501260.7,1851023397.1,2.39,13.2,136.5,1316330867.0,1309720093.0,,,
RJ,INFRAESTRUTURA,2017,2219213223.3,2017927540.2,3.65,12.2,93.8,1529315152.0,1389272288.0,,,
RJ,INFRAESTRUTURA,2018,2814375822.0,2009750306.0,2.83,23.1,122.7,1802458964.0,1286364338.0,,,
RJ,INFRAESTRUTURA,2019,2068768520.2,854354395.4,2.63,21.2,127.2,1227364653.0,506989553.0,,,
RJ,INFRAESTRUTURA,2020,4050692000.0,0.0,3.35,48.0,178.4,1970035931.0,0.0,,,
RJ,INFRAESTRUTURA,2021,65000000.0,0.0,2.64,18.0,267.0,29773845.0,0.0,,,
RN,AGROPECUARIA,2002,13162844.0,13257221.8,4.0,14.2,69.5,25691816.0,25876453.0,1050486875.0,3803264.7,18355.0
RN,AGROPECUARIA,2003,43207000.0,42398755.8,2.75,24.0,60.0,68112107.0,66837980.0,1422787240.0,3864816.6,22069.0
RN,AGROPECUARIA,2006,36790778.7,0.0,2.75,12.0,50.0,48361969.0,0.0,1348449658.0,4540388.7,21354.0
RN,AGROPECUARIA,2010,2081000.0,2054023.6,4.1,22.5,67.5,2192049.0,2163632.0,1148621884.0,4485748.1,14247.0
RN,INDUSTRIA,2002,20708000.0,15958418.5,3.5,12.0,60.0,41686784.0,32125512.0,6807373952.0,124960.9,58545.0
RN,INDUSTRIA,2004,16936000.0,16884502.5,4.8,6.0,54.0,24255206.0,24181453.0,6376600006.0,123198.7,60087.0
RN,INDUSTRIA,2005,26880000.0,26975276.3,9.0,12.0,12.0,36038127.0,36165839.0,7329615514.0,135315.5,62995.0
RN,INDUSTRIA,2008,35000000.0,35000000.0,7.0,24.0,72.0,39363745.0,39363745.0,8479055166.0,163513.6,83006.0
RN,INDUSTRIA,2010,5866000.0,2950000.0,4.5,18.0,66.0,6413769.0,3225472.0,7683076084.0,166726.1,89663.0
RN,INDUSTRIA,2011,24880000.0,11790999.9,2.02,16.5,55.5,24121382.0,11431479.0,8268156069.0,236945.4,87194.0
RN,INFRAESTRUTURA,2002,122946935.1,123101420.8,1.0,32.3,68.7,255042648.0,255363115.0,,,
RN,INFRAESTRUTURA,2003,2264000.0,2464863.8,4.65,18.0,62.0,3595978.0,3915016.0,,,
RN,INFRAESTRUTURA,2004,23434007.7,24009845.0,4.5,15.0,111.0,35525158.0,36398107.0,,,
RN,INFRAESTRUTURA,2005,97000000.0,86191099.5,2.17,20.0,72.0,130383327.0,115854457.0,,,
RN,INFRAESTRUTURA,2006,136000000.0,136686281.8,3.88,12.0,144.0,181541228.0,182457319.0,,,
RN,INFRAESTRUTURA,2009,32665700.0,19121169.9,2.34,3.0,60.0,36364484.0,21286286.0,,,
RN,INFRAESTRUTURA,2010,715646726.0,699213263.3,2.25,22.3,162.3,716674272.0,700030856.0,,,
RN,INFRAESTRUTURA,2011,1704852410.0,1696951414.9,1.82,25.0,173.5,1625626407.0,1618091792.0,,,
RN,INFRAESTRUTURA,2012,2062512442.8,2027636091.5,2.24,18.8,157.0,1854839666.0,1824062330.0,,,
RN,INFRAESTRUTURA,2013,1335569300.0,1275301261.4,1.84,7.9,153.6,1135061189.0,1083673519.0,,,
RN,INFRAESTRUTURA,2014,969999605.8,927427010.4,1.93,17.2,170.1,783620291.0,749277892.0,,,
RN,INFRAESTRUTURA,2015,2054097349.9,1916261125.9,2.17,10.7,191.4,1524278453.0,1422600158.0,,,
RN,INFRAESTRUTURA,2016,276371663.0,256209674.4,1.59,8.6,189.0,188231291.0,174460570.0,,,
RN,INFRAESTRUTURA,2017,908739836.0,912127005.9,2.21,9.4,186.0,627513349.0,629877151.0,,,
RN,INFRAESTRUTURA,2018,1021795000.0,942781999.9,2.2,1.3,133.3,644388668.0,593016275.0,,,
RN,INFRAESTRUTURA,2019,1335500000.0,328500000.0,2.44,49.3,236.6,796984056.0,199537696.0,,,
RN,INFRAESTRUTURA,2020,1577418000.0,62793215.5,2.45,32.8,205.9,803780540.0,35682500.0,,,
RN,INFRAESTRUTURA,2021,216712000.0,0.0,2.38,12.0,189.0,95000570.0,0.0,,,
RO,INDUSTRIA,2009,118552000.0,116837921.0,2.36,24.0,60.0,132383601.0,130469539.0,3485798048.0,40822.5,34736.0
RO,INDUSTRIA,2010,63432000.0,63193432.9,2.06,12.0,60.0,69355297.0,69094452.0,4779253946.0,207417.3,37057.0
RO,INFRAESTRUTURA,2002,129064406.3,129479257.2,2.25,19.0,72.0,219340160.0,220175286.0,,,
RO,INFRAESTRUTURA,2003,43665533.1,43665533.1,1.0,0.0,55.0,68834945.0,68834945.0,,,
RO,INFRAESTRUTURA,2009,12455172400.0,12445230973.6,2.95,72.2,219.8,13775679278.0,13764672727.0,,,
RO,INFRAESTRUTURA,2011,237728836.2,237728836.2,2.76,10.5,184.0,232086211.0,232086211.0,,,
RO,INFRAESTRUTURA,2012,1875995000.0,1876185509.4,2.55,20.5,228.5,1666842457.0,1667011726.0,,,
RO,INFRAESTRUTURA,2013,1990000000.0,1991450165.9,3.19,46.0,201.0,1719068794.0,1720321525.0,,,
RO,INFRAESTRUTURA,2019,232500000.0,220350000.0,2.59,44.0,240.0,141782239.0,134372973.0,,,
RO,INFRAESTRUTURA,2020,198232000.0,0.0,3.22,12.0,153.0,95494307.0,0.0,,,
RS,AGROPECUARIA,2002,3738083.2,3730326.4,3.5,6.0,60.0,6214351.0,6201456.0,17497507906.0,55625266.3,69952.0
RS,AGROPECUARIA,2003,166910245.0,165955253.9,3.5,12.0,57.2,262024349.0,260525154.0,23447682572.0,62346974.1,72225.0
RS,AGROPECUARIA,2004,237112216.7,229566765.2,4.29,18.7,61.2,340686685.0,329104374.0,19716790488.0,58959861.3,74477.0
RS,AGROPECUARIA,2005,2488814.9,2505450.0,2.9,6.0,72.0,3312797.0,3334939.0,11713891545.0,53573934.8,73263.0
RS,AGROPECUARIA,2008,50918138.7,50802633.3,2.27,10.0,78.0,59418286.0,59281738.0,18425389023.0,57845191.9,78079.0
RS,AGROPECUARIA,2011,47673000.0,38160826.7,2.32,78.0,24.0,45307803.0,36267556.0,17427518952.0,58885814.4,83380.0
RS,AGROPECUARIA,2013,59379000.0,16721031.9,2.35,84.0,24.0,50462919.0,14259545.0,22899573086.0,59761049.2,82627.0
RS,AGROPECUARIA,2014,23756000.0,22390000.0,5.06,28.3,88.3,19163565.0,18061635.0,21322311893.0,58547841.6,81762.0
RS,AGROPECUARIA,2020,2932200.0,2932200.0,4.28,32.0,160.0,1511544.0,1511544.0,,,
RS,AGROPECUARIA,2021,4261603.3,0.0,4.54,35.5,156.5,1887504.0,0.0,,,
RS,INDUSTRIA,2002,100087852.1,110324691.2,4.33,23.6,64.0,189606574.0,209173696.0,42638302578.0,679476.9,581979.0
RS,INDUSTRIA,2003,7912000.0,7959652.1,4.5,18.0,66.0,12099579.0,12172452.0,45567497020.0,659766.2,597937.0
RS,INDUSTRIA,2004,120007288.2,120104593.1,5.5,14.6,43.7,164699595.0,164827206.0,50355628286.0,613627.2,647780.0
RS,INDUSTRIA,2005,394331924.6,396458612.6,5.25,19.4,34.6,528832620.0,531676932.0,47018661112.0,557993.3,631438.0
RS,INDUSTRIA,2006,377920270.0,376655341.2,3.12,17.8,63.3,492361720.0,490719917.0,44441307822.0,568053.7,649745.0
RS,INDUSTRIA,2007,373443584.8,369632208.1,2.74,23.4,63.0,470124091.0,465405453.0,45659708398.0,626749.9,683769.0
RS,INDUSTRIA,2008,556639812.9,560889835.1,3.39,18.0,67.9,633065814.0,637925259.0,47872739179.0,751998.5,698079.0
RS,INDUSTRIA,2009,1256731146.6,1242858309.6,3.85,19.4,62.8,1392684134.0,1377292977.0,52223277657.0,722660.7,695527.0
RS,INDUSTRIA,2010,88603000.0,88602999.9,2.84,20.4,51.6,94018274.0,94018274.0,57499409461.0,775493.8,754299.0
RS,INDUSTRIA,2011,1362666227.0,1362287506.0,2.53,22.3,69.4,1319444842.0,1319011328.0,56727694525.0,793483.5,775921.0
RS,INDUSTRIA,2012,2739514118.5,2356725655.7,2.99,18.7,71.7,2421146011.0,2083219877.0,55929036572.0,811743.1,772211.0
RS,INDUSTRIA,2013,443052187.0,433114434.5,2.83,17.6,58.8,382184265.0,373556330.0,55248069296.0,827171.1,784807.0
RS,INDUSTRIA,2014,407710175.0,447329589.9,3.4,17.3,74.8,335146270.0,367653083.0,53448750285.0,767257.4,768482.0
RS,INDUSTRIA,2015,196614000.0,186638101.9,5.33,20.5,80.0,150482470.0,142594952.0,53106320497.0,662780.6,711478.0
RS,INDUSTRIA,2016,155451912.0,155381738.7,3.4,24.0,60.0,106956885.0,106906683.0,51869525984.0,546675.3,677235.0
RS,INDUSTRIA,2017,142620000.0,130807631.6,3.81,33.6,64.0,97854190.0,89784138.0,50224852849.0,507959.9,665259.0
RS,INDUSTRIA,2018,49363000.0,49363000.0,4.45,24.0,66.0,32073142.0,32073142.0,,488193.0,663651.0
RS,INDUSTRIA,2019,108792000.0,68452400.0,5.19,20.6,58.3,65982334.0,41536490.0,,,670161.0
RS,INDUSTRIA,2020,51087752.6,51087752.6,4.31,32.0,116.0,29459899.0,29459899.0,,,
RS,INDUSTRIA,2021,125207060.0,0.0,2.33,25.0,77.8,55184211.0,0.0,,,
RS,INFRAESTRUTURA,2002,389811871.4,395554769.9,3.36,17.2,93.5,725480557.0,735807857.0,,,
RS,INFRAESTRUTURA,2003,515772861.5,531655092.9,3.08,23.5,129.0,811384832.0,836206124.0,,,
RS,INFRAESTRUTURA,2004,755197738.6,773205724.2,4.96,27.0,151.9,1104609153.0,1131462356.0,,,
RS,INFRAESTRUTURA,2005,949734471.7,954185372.9,3.79,14.0,128.7,1280357772.0,1286293709.0,,,
RS,INFRAESTRUTURA,2006,166236860.2,166732452.2,4.45,9.2,74.8,219624942.0,220280364.0,,,
RS,INFRAESTRUTURA,2007,484244649.1,483312854.4,3.9,17.1,149.1,611390540.0,610317220.0,,,
RS,INFRAESTRUTURA,2008,1222300795.6,1205091714.5,2.33,35.0,136.4,1414959444.0,1395599317.0,,,
RS,INFRAESTRUTURA,2009,295728440.5,292468882.1,3.19,18.5,153.5,327580047.0,323953236.0,,,
RS,INFRAESTRUTURA,2010,187009786.8,172978676.6,3.06,14.6,79.9,188847043.0,174662783.0,,,
RS,INFRAESTRUTURA,2011,1121109408.0,1117607689.5,2.67,19.7,149.1,1081421522.0,1078003259.0,,,
RS,INFRAESTRUTURA,2012,886144493.2,764692091.8,2.51,18.0,96.8,802795173.0,691144157.0,,,
RS,INFRAESTRUTURA,2013,1181484753.0,1172435532.8,2.24,15.1,165.3,1002080712.0,994420635.0,,,
RS,INFRAESTRUTURA,2014,1280655739.4,1269138061.8,1.96,10.7,179.8,1042982851.0,1033567643.0,,,
RS,INFRAESTRUTURA,2015,670984782.0,670566033.1,1.94,9.3,137.3,515423370.0,515103339.0,,,
RS,INFRAESTRUTURA,2016,633234000.0,632918248.9,3.59,8.4,201.9,452313530.0,452079139.0,,,
RS,INFRAESTRUTURA,2017,834294820.0,821528421.0,2.94,4.6,175.9,569981673.0,561224199.0,,,
RS,INFRAESTRUTURA,2018,3606372000.0,2632065551.9,2.4,25.4,151.9,2322050173.0,1700237391.0,,,
RS,INFRAESTRUTURA,2019,2115198000.0,740000000.0,2.71,83.4,204.2,1265643250.0,448146264.0,,,
RS,INFRAESTRUTURA,2020,1497741136.7,527000000.0,2.71,48.0,36.3,866910993.0,304984350.0,,,
SC,AGROPECUARIA,2005,16530000.0,16771390.4,6.0,24.0,72.0,22218932.0,22543399.0,8456199057.0,22707998.7,44511.0
SC,AGROPECUARIA,2007,16417319.2,16423393.3,4.0,24.0,96.0,20684534.0,20692186.0,8295826896.0,21875838.6,42864.0
SC,AGROPECUARIA,2008,17043771.2,17424022.7,4.92,24.0,72.0,19549118.0,19985264.0,9732607380.0,23751004.7,42802.0
SC,AGROPECUARIA,2009,20000000.0,20000000.0,6.75,12.0,84.0,22207038.0,22207038.0,9307405814.0,22331894.3,44254.0
SC,AGROPECUARIA,2018,54605000.0,52968356.0,5.08,18.0,102.0,35099641.0,34058095.0,,20288720.5,39732.0
SC,INDUSTRIA,2002,286062705.1,285736029.5,3.14,34.0,57.5,483445230.0,480161341.0,28038724986.0,148838.2,435385.0
SC,INDUSTRIA,2003,200379500.6,204913735.3,4.66,22.1,50.2,313329022.0,320434994.0,28794359890.0,98065.3,447995.0
SC,INDUSTRIA,2004,71855166.8,73260033.5,4.9,16.0,24.0,106982380.0,109088184.0,32823154440.0,84468.6,498525.0
SC,INDUSTRIA,2005,425023693.5,386656381.8,4.74,10.8,38.6,572611868.0,521142810.0,32107157858.0,77482.0,514502.0
SC,INDUSTRIA,2006,121809178.0,110812929.4,4.44,25.4,74.6,161068340.0,146518147.0,34157842680.0,81816.0,550065.0
SC,INDUSTRIA,2007,370474022.8,370556291.8,3.02,22.4,56.8,467812977.0,467909974.0,39209592580.0,104195.4,593736.0
SC,INDUSTRIA,2008,502758398.0,502419799.9,4.84,18.7,67.3,561686957.0,561309858.0,39549835122.0,147525.6,606774.0
SC,INDUSTRIA,2009,382705648.2,369493433.3,4.26,20.9,57.4,423946899.0,409327521.0,37313640413.0,133868.3,610309.0
SC,INDUSTRIA,2010,1092233715.9,1041670661.7,3.0,19.9,59.6,1147517787.0,1095293436.0,42611872258.0,163845.3,655295.0
SC,INDUSTRIA,2011,590001435.0,391038540.9,2.91,21.9,65.1,578048848.0,382797233.0,45766448469.0,355778.3,670858.0
SC,INDUSTRIA,2012,593574092.0,584557611.6,2.86,19.6,74.3,532654247.0,524562213.0,44784027907.0,712636.8,668426.0
SC,INDUSTRIA,2013,321529203.6,320058940.1,3.26,17.8,60.7,274662709.0,273403213.0,44328111790.0,642171.9,707917.0
SC,INDUSTRIA,2014,832612401.4,781050845.3,3.16,20.1,85.4,680275645.0,638659485.0,45826652552.0,816338.3,712929.0
SC,INDUSTRIA,2015,404146600.0,346403016.8,3.29,20.4,72.2,314236885.0,268944855.0,41331210799.0,676984.4,676016.0
SC,INDUSTRIA,2016,330124622.1,234436018.7,3.28,12.0,89.6,228653292.0,163065158.0,37508911341.0,527268.6,656772.0
SC,INDUSTRIA,2017,197136000.0,171989450.8,4.56,21.4,64.3,135408562.0,117847482.0,38680587979.0,514366.5,671552.0
SC,INDUSTRIA,2018,184709809.0,177744177.2,7.15,20.6,90.9,117156556.0,112742501.0,,513045.1,685572.0
SC,INDUSTRIA,2019,175825000.0,155880130.5,3.17,28.5,57.0,108037112.0,95799809.0,,,709522.0
SC,INDUSTRIA,2020,432561225.5,145988562.2,3.8,33.4,88.3,221334129.0,73323204.0,,,
SC,INDUSTRIA,2021,220953555.1,0.0,1.68,31.6,84.4,100386931.0,0.0,,,
