cnpj,uf,produto,fonte_de_recurso_desembolsos,setor_bndes,natureza_do_cliente,tipo_de_garantia,valor_desembolsado_ajustado,processos,prazo_amortizacao_meses,cluster
02.877.212/0001-87,MT,BNDES PROJECT FINANCE,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,440111527.0,22.0,119.08333333333333,0
02.877.283/0001-80,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,44237913.0,1.0,94.5,1
02.907.585/0001-53,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,59258471.0,1.0,72.0,1
02.914.460/0001-50,SC,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,230851890.0,10624.0,44.0,0
02.916.265/0001-60,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,611350425.0,10624.0,27.0,0
02.932.074/0001-91,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,87578224.0,1.0,60.0,2
02.948.030/0001-50,CE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,81287577.0,4610.0,48.0,0
02.952.192/0001-61,RN,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,7856220.0,647.0,62.0,2
02.989.474/0001-33,PR,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,7856220.0,1.0,66.0,2
02.990.605/0001-00,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,50295279.0,1.0,60.0,2
02.998.301/0001-81,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,159451037.0,1.0,57.5,1
02.998.611/0001-04,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,1414420135.0,6.0,96.23333333333333,0
03.025.305/0001-46,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,260301041.0,2962.0,72.0,0
03.031.703/0001-75,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,11754825.0,52.0,78.0,2
03.034.433/0001-56,SP,OPERAÇÃO FINANCEIRA,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,1414420135.0,1553.0,54.0,0
03.047.273/0001-80,PA,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,30613880.0,138.0,72.0,2
03.076.274/0001-52,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,153519062.0,99.0,144.0,1
03.119.806/0001-91,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",58132019.0,854.0,163.33333333333334,0
03.141.023/0001-04,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,57918734.0,430.0,55.0,2
03.147.393/0001-59,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",31576877.0,1561.0,74.75,2
03.190.389/0001-73,PR,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,19617108.0,15.0,96.0,2
03.258.983/0001-59,RJ,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1414420135.0,113.0,108.25,0
03.264.927/0001-27,AM,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"REAL / PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",253372556.0,10624.0,116.4,0
03.299.819/0001-90,MT,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,20614525.0,55.0,119.0,1
03.307.926/0001-12,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,37642499.0,946.0,70.8,2
03.347.101/0001-21,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",100897075.0,10307.0,117.6,0
03.356.967/0001-07,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,974170988.0,72.0,144.0,0
03.445.208/0001-02,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,144206623.0,1998.0,77.14285714285714,0
03.467.321/0001-99,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,894016433.0,10624.0,41.0,0
03.470.626/0001-50,SC,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,80140028.0,722.0,81.6,0
03.470.727/0001-20,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,438767500.0,10624.0,48.0,0
03.497.792/0001-40,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,401425026.0,1465.0,92.5,0
03.501.509/0001-06,MS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",93374209.0,10624.0,93.75,0
03.507.415/0001-44,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO ESTADUAL,DEFINIDA PELO AGENTE FINANCEIRO,1182726875.0,10624.0,96.0,0
03.507.548/0001-10,MT,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",39145368.0,1.0,84.0,1
03.514.576/0001-65,ES,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,129608265.0,35.0,96.0,0
03.526.292/0001-99,MS,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,REAL / PESSOAL,14027486.0,113.0,60.0,2
03.549.807/0001-76,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,36007093.0,198.0,48.0,2
03.562.124/0001-59,SP,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,579924164.0,10.0,173.51190476190476,1
03.642.342/0001-01,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,150738403.0,829.0,156.0,0
03.686.720/0001-40,MT,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL,264038345.0,10.0,210.0,1
03.698.762/0001-00,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,7856220.0,4.0,96.0,2
03.727.705/0001-01,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,13350630.0,191.0,12.0,2
03.735.194/0001-61,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,9958175.0,30.0,69.6,2
03.752.385/0001-31,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,44379885.0,1.0,80.0,1
03.795.050/0001-09,PE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,412367266.0,97.0,118.0,0
03.836.990/0001-90,PR,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,80420508.0,72.0,108.0,1
03.845.982/0001-00,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",7856220.0,39.0,60.0,2
03.852.972/0001-00,BA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,13441275.0,2.0,81.0,1
03.853.896/0001-40,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,248544611.0,10624.0,46.285714285714285,0
03.918.866/0001-74,RN,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,REAL / PESSOAL,7856220.0,11.0,72.0,2
03.941.052/0001-50,RS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL,11562179.0,7.0,36.0,2
03.950.587/0001-98,MT,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,9518892.0,83.0,60.0,2
03.953.509/0001-47,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,64639229.0,285.0,42.0,2
03.998.784/0001-87,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,49230089.0,58.0,120.0,1
04.023.261/0001-88,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,74024991.0,82.0,168.0,1
04.029.601/0001-88,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,22211134.0,174.0,96.0,2
04.034.583/0001-22,AC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",40969004.0,1224.0,96.0,2
04.058.108/0001-96,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,16728309.0,149.0,77.33333333333333,2
04.066.598/0001-72,GO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,415819111.0,1.0,135.0,1
04.102.424/0001-18,GO,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1000438899.0,47.0,144.0,0
04.103.194/0001-01,DF,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,796728009.0,3.0,144.0,1
04.136.367/0001-98,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,52668139.0,1703.0,12.0,2
04.136.535/0001-45,SP,BNDES FINEM,RECURSOS ESTATUTÁRIOS,INDUSTRIA,PRIVADA             ,REAL,69892654.0,1.0,80.57142857142857,1
04.164.151/0001-36,PE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,16503853.0,1.0,72.0,2
04.166.097/0001-68,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,REAL / PESSOAL,197694223.0,12.0,144.0,1
04.172.213/0001-51,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,1414420135.0,10624.0,74.79824561403508,0
04.176.791/0001-66,RS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,172822931.0,1374.0,57.1578947368421,0
04.206.050/0001-80,SP,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1414420135.0,10624.0,64.0,0
04.207.640/0001-28,RS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PÚBLICA INDIRETA,DEFINIDA PELO AGENTE FINANCEIRO,166725043.0,185.0,24.0,0
04.229.761/0001-70,AM,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,190621240.0,548.0,62.4,0
04.237.975/0001-99,RS,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,874538076.0,145.0,168.0,0
04.244.527/0001-12,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,37056974.0,76.0,96.0,2
04.250.671/0001-61,SP,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,64756402.0,9.0,78.5,1
04.252.787/0001-30,RJ,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,46285608.0,19.0,78.0,1
04.312.369/0001-90,AM,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO ESTADUAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",783371006.0,10624.0,86.8,0
04.325.587/0001-60,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,12112251.0,26.0,54.0,2
04.365.017/0001-01,BA,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,13415869.0,221.0,66.0,2
04.368.898/0001-06,PR,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,REAL / PESSOAL,105580505.0,10624.0,75.75,0
04.370.282/0001-70,PR,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,REAL / PESSOAL,1414420135.0,4441.0,200.12,0
04.416.935/0001-04,PA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,1137177621.0,41.0,125.25,0
04.426.411/0001-02,TO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,864431359.0,127.0,53.5,0
04.430.725/0001-70,RJ,BNDES PROJECT FINANCE,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL,119062475.0,29.0,192.0,1
04.452.459/0001-87,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,128784471.0,8.0,96.0,1
04.459.073/0001-05,MS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL,10074327.0,1.0,96.0,2
04.462.153/0001-01,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,7856220.0,15.0,108.0,2
04.468.980/0001-02,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,113734525.0,1.0,168.0,1
04.487.510/0001-96,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,113560581.0,44.0,144.0,1
04.502.574/0001-19,PR,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,49546839.0,26.0,203.0,1
04.527.315/0001-42,RS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,39143719.0,1.0,72.0,1
04.547.015/0001-25,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,20584293.0,34.0,144.0,1
04.552.973/0001-94,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,134956999.0,12.0,144.0,1
04.562.412/0001-76,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,7856220.0,1.0,48.0,2
04.562.559/0001-66,AM,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,20104001.0,97.0,180.0,1
04.569.050/0001-45,RN,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,182457319.0,9.0,144.0,1
04.581.407/0001-00,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,16300982.0,1.0,144.0,1
04.591.168/0001-70,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,1414420135.0,1595.0,191.76,0
04.592.906/0001-01,GO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,58730594.0,27.0,116.0,1
04.605.162/0001-04,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,DEFINIDA PELO AGENTE FINANCEIRO,373113085.0,6.0,25.857142857142858,0
04.622.116/0001-13,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",54764768.0,1386.0,66.0,0
04.631.430/0001-62,GO,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,109736377.0,143.0,168.0,1
04.644.892/0001-14,BA,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,7856220.0,107.0,12.0,2
04.685.041/0001-10,SP,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,35327388.0,6.0,102.0,1
04.689.936/0001-22,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,188314946.0,21.0,144.0,1
04.705.090/0001-77,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,126289312.0,4.0,58.5,2
04.711.350/0001-17,SE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,371830378.0,25.0,144.0,1
04.735.952/0001-04,RJ,BNDES FINEM,RECURSOS VINCULADOS,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,88406189.0,167.0,212.0,1
04.739.720/0001-24,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,490868941.0,243.0,192.0,0
04.743.819/0001-08,BA,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,REAL / PESSOAL,8306085.0,145.0,60.0,2
04.759.303/0001-43,PE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,15471591.0,7.0,117.0,1
04.768.625/0001-59,SC,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,25762232.0,1.0,53.0,2
04.779.802/0001-00,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,8280215.0,7.0,137.0,1
04.781.143/0001-39,RS,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1150204414.0,80.0,144.0,0
04.788.536/0001-74,PR,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,REAL / PESSOAL,13837181.0,52.0,24.0,2
04.789.629/0001-13,AM,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,7856220.0,50.0,12.0,2
04.808.949/0001-73,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,20711007.0,3.0,98.0,1
04.810.290/0001-90,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,14049123.0,35.0,24.0,2
04.814.657/0001-43,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,28138244.0,116.0,96.0,2
04.815.734/0001-80,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,775280060.0,3529.0,50.08695652173913,0
04.819.794/0001-70,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,122291139.0,19.0,6.0,2
04.823.041/0001-39,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,222295414.0,37.0,152.5,1
04.895.728/0001-80,PA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,1414420135.0,10624.0,66.78947368421052,0
04.899.037/0001-54,RN,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,REAL / PESSOAL,66837980.0,362.0,60.0,0
04.905.729/0001-68,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,29041530.0,3.0,83.5,1
04.931.019/0001-02,PA,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,8969783.0,915.0,192.0,1
04.932.216/0001-46,PA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,382023202.0,257.0,57.6,0
04.944.877/0001-91,PR,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,49201489.0,2.0,168.0,1
04.959.392/0001-71,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,27429913.0,1.0,144.0,1
04.987.866/0001-99,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,131157034.0,216.0,132.0,0
04.991.833/0001-12,RJ,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,479304818.0,10.0,114.0,1
04.992.714/0001-84,RJ,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,886603801.0,53.0,114.0,0
05.017.780/0001-04,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,154218916.0,3435.0,72.0,0
05.032.564/0001-20,CE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,107872632.0,18.0,168.0,1
05.054.861/0001-76,PA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO ESTADUAL,REAL,348861656.0,10624.0,96.0,0
05.055.009/0001-13,PA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",135433594.0,10624.0,90.0,0
05.063.249/0001-60,RS,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,107226433.0,42.0,144.0,1
05.112.766/0001-81,GO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,107742374.0,37.0,144.0,1
05.132.872/0001-27,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,155223396.0,16.0,120.0,1
05.151.518/0001-40,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,20420510.0,294.0,48.0,2
05.203.407/0001-30,PR,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,45682783.0,64.0,12.0,2
05.210.535/0001-00,SC,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,72873364.0,12.0,90.0,1
05.217.560/0001-16,RS,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,206804245.0,14.0,144.0,1
05.242.560/0001-76,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,144564892.0,716.0,104.18181818181819,0
05.252.008/0001-69,GO,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,346956550.0,44.0,192.0,1
05.266.880/0001-66,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,219176412.0,325.0,105.0,0
05.319.403/0001-11,GO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,61769341.0,188.0,143.0,1
05.321.920/0001-25,PA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,102900497.0,20.0,136.5,1
05.321.987/0001-60,PA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,418652352.0,10.0,122.0,1
05.327.699/0001-12,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,21979694.0,16.0,48.0,2
05.330.489/0001-83,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,25596512.0,2.0,158.0,1
05.336.882/0001-84,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,194185202.0,33.0,144.0,1
05.345.447/0001-16,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,26252211.0,65.0,130.0,1
05.400.555/0001-44,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,16664059.0,50.0,96.0,2
05.401.842/0001-79,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,61663694.0,31.0,72.2,2
05.423.963/0001-11,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1414420135.0,10624.0,61.23809523809524,0
