uf,setor_bndes,porte_do_cliente,ano,valor_contratado_reais,valor_desembolsado_reais,valor_contratado_ajustado,valor_desembolsado_ajustado,media_juros,media_prazo_carencia_meses,media_prazo_amortizacao_meses,num_empregados
MT,INFRAESTRUTURA,GRANDE,2016,2703100000.0,2685095767.7,1854429638.0,1842210482.0,2.0,16.0,226.0,
MT,INFRAESTRUTURA,GRANDE,2017,226171000.0,226507126.4,156540383.0,156767805.0,2.17,26.2,218.0,
MT,INFRAESTRUTURA,GRANDE,2018,2505680104.3,1756027078.4,1572255387.0,1102092099.0,2.16,15.5,140.4,
MT,INFRAESTRUTURA,GRANDE,2019,95000000.0,44372000.0,56353470.0,26321223.0,2.9,27.0,258.0,
MT,INFRAESTRUTURA,MEDIA,2002,77534308.0,65021794.6,153092325.0,128386233.0,2.4,23.8,111.0,
MT,INFRAESTRUTURA,MEDIA,2003,13036235.0,13036052.8,20058394.0,20058114.0,2.4,4.0,111.0,
MT,INFRAESTRUTURA,MEDIA,2004,64175576.0,64136119.8,93174720.0,93117435.0,2.4,22.0,96.0,
MT,INFRAESTRUTURA,MEDIA,2005,73154100.0,71506503.2,98138206.0,95927910.0,3.0,7.0,144.0,
MT,INFRAESTRUTURA,MEDIA,2008,56677850.0,50877580.0,67358386.0,60465097.0,2.25,4.0,144.0,
PA,AGROPECUARIA,GRANDE,2007,99768000.0,99240054.2,126937246.0,126265528.0,2.3,79.5,30.0,3645.0
PA,AGROPECUARIA,GRANDE,2009,92394000.0,92398868.4,102353121.0,102358514.0,8.0,12.0,24.0,5111.0
PA,AGROPECUARIA,GRANDE,2012,100135999.8,100436480.0,89831082.0,90100640.0,3.84,84.0,24.0,13248.0
PA,AGROPECUARIA,GRANDE,2013,76968000.0,55752077.6,66586425.0,48232144.0,4.75,96.0,24.0,14057.0
PA,INDUSTRIA,GRANDE,2005,62438338.2,64734809.8,83648087.0,86724650.0,4.55,18.0,60.0,20450.0
PA,INDUSTRIA,GRANDE,2007,333334454.7,329999129.4,410356988.0,406251204.0,1.34,21.6,63.6,28435.0
PA,INDUSTRIA,GRANDE,2008,1226358086.2,1293382239.7,1341786124.0,1415109405.0,2.05,26.2,75.3,33218.0
PA,INDUSTRIA,GRANDE,2009,2389149388.0,1718132839.8,2645018227.0,1902855973.0,1.95,23.6,66.0,32563.0
PA,INDUSTRIA,GRANDE,2010,523707787.0,497916394.6,551654290.0,524486596.0,4.5,28.8,91.2,37052.0
PA,INDUSTRIA,GRANDE,2011,793509583.0,792119784.4,755027255.0,753704855.0,1.25,34.0,63.3,33762.0
PA,INDUSTRIA,GRANDE,2012,147837293.0,149243472.8,135167724.0,136447207.0,2.73,20.4,70.8,36968.0
PA,INDUSTRIA,GRANDE,2013,310471000.0,306539804.0,268571468.0,265181877.0,3.97,28.5,93.0,38090.0
PA,INDUSTRIA,GRANDE,2014,2555779553.0,2185591141.7,2071015427.0,1771028903.0,1.33,22.0,76.3,40379.0
PA,INDUSTRIA,GRANDE,2015,152935038.0,118934091.0,119040443.0,92575037.0,2.38,30.0,60.0,40335.0
PA,INFRAESTRUTURA,GRANDE,2002,629486566.2,653070608.3,1266830883.0,1314314096.0,5.96,17.0,120.2,
PA,INFRAESTRUTURA,GRANDE,2004,1282158800.0,1283693401.4,1884460682.0,1886875364.0,4.44,14.4,122.9,
PA,INFRAESTRUTURA,GRANDE,2005,130000000.0,120500000.0,174740542.0,161971041.0,3.0,24.0,96.0,
PA,INFRAESTRUTURA,GRANDE,2006,253923000.0,249560914.8,328717581.0,323070617.0,3.38,5.6,134.4,
PA,INFRAESTRUTURA,GRANDE,2007,169025545.3,169303548.0,208166800.0,208509028.0,2.97,15.0,61.0,
PA,INFRAESTRUTURA,GRANDE,2008,37486814.7,14784538.4,40961380.0,16154883.0,4.14,18.9,240.0,
PA,INFRAESTRUTURA,GRANDE,2009,426222921.7,363428612.1,473407333.0,403683552.0,2.89,23.5,66.5,
PA,INFRAESTRUTURA,GRANDE,2010,219050288.8,208190306.6,224274893.0,213244465.0,2.45,24.0,96.0,
PA,INFRAESTRUTURA,GRANDE,2011,4773126308.0,4773126308.0,4652484721.0,4652484721.0,4.33,63.3,182.0,
PA,INFRAESTRUTURA,GRANDE,2012,18687069900.0,18687318697.5,16607087289.0,16607222180.0,2.48,46.1,223.4,
PA,INFRAESTRUTURA,GRANDE,2013,31000000.0,26443000.0,25928880.0,22117334.0,3.28,3.0,137.0,
PA,INFRAESTRUTURA,GRANDE,2014,899595495.0,805077133.9,728170376.0,651450674.0,4.21,11.9,37.9,
PA,INFRAESTRUTURA,GRANDE,2015,674256510.0,439267667.1,492053048.0,320564935.0,2.55,27.0,72.0,
PA,INFRAESTRUTURA,GRANDE,2016,521919493.0,487922967.6,363728190.0,339712105.0,3.78,14.2,149.0,
PA,INFRAESTRUTURA,GRANDE,2018,1341576000.0,1191000000.0,853941197.0,758096422.0,1.78,20.0,88.0,
PA,INFRAESTRUTURA,MEDIA,2002,107111135.1,106741240.0,222091884.0,221302411.0,6.67,11.2,160.0,
PA,INFRAESTRUTURA,MEDIA,2007,161434000.0,161544056.2,200813519.0,200950423.0,2.28,12.0,120.0,
PA,INFRAESTRUTURA,MEDIA,2010,43774179.3,51457049.6,44077128.0,51813170.0,3.88,45.8,219.0,
PA,INFRAESTRUTURA,PEQUENA,2007,380000.0,380000.0,467789.0,467789.0,3.5,12.0,60.0,
PB,INDUSTRIA,GRANDE,2002,20928441.6,20044998.9,41626995.0,39838186.0,3.94,12.7,52.7,18347.0
PB,INDUSTRIA,GRANDE,2005,20700000.0,20767417.4,27745743.0,27836129.0,6.25,12.0,12.0,22826.0
PB,INDUSTRIA,GRANDE,2010,300000.0,300000.0,316009.0,316009.0,0.0,12.0,48.0,33792.0
PB,INFRAESTRUTURA,GRANDE,2002,61235867.3,61354633.5,127028443.0,127274813.0,1.0,19.7,54.0,
PB,INFRAESTRUTURA,GRANDE,2004,54861652.5,51010366.4,78706542.0,73213482.0,2.5,20.0,68.0,
PB,INFRAESTRUTURA,GRANDE,2006,19276455.8,19384237.2,25584714.0,25727374.0,2.67,18.7,70.0,
PB,INFRAESTRUTURA,GRANDE,2008,162097460.0,162129359.3,177349568.0,177384468.0,2.87,6.0,168.0,
PB,INFRAESTRUTURA,GRANDE,2011,203343199.0,198819058.0,195246326.0,190902331.0,1.82,0.0,156.0,
PB,INFRAESTRUTURA,GRANDE,2013,84141000.0,81706444.1,72185101.0,70148800.0,3.27,2.6,79.6,
PB,INFRAESTRUTURA,GRANDE,2014,10319200.0,10319200.0,8424826.0,8424826.0,3.1,10.0,72.0,
PB,INFRAESTRUTURA,GRANDE,2017,330653070.0,323889999.9,229535741.0,224840892.0,2.22,4.0,190.3,
PB,INFRAESTRUTURA,GRANDE,2019,1324790000.0,391470000.0,785858031.0,232217819.0,2.39,40.0,246.0,
PE,AGROPECUARIA,GRANDE,2002,14357137.2,15212254.0,27056802.0,28668316.0,5.17,18.0,54.0,10479.0
PE,AGROPECUARIA,GRANDE,2003,10236313.0,10145558.3,15866546.0,15725874.0,4.0,12.0,72.0,21886.0
PE,AGROPECUARIA,GRANDE,2009,6974000.0,6974000.0,7743594.0,7743594.0,11.0,12.0,24.0,8785.0
PE,INDUSTRIA,GRANDE,2002,15022861.8,14629685.3,30827744.0,30027386.0,3.79,15.4,66.9,64388.0
PE,INDUSTRIA,GRANDE,2003,48542716.6,47781361.3,75057201.0,73879988.0,3.55,6.0,72.0,57868.0
PE,INDUSTRIA,GRANDE,2006,1458175.0,1445756.7,1941921.0,1925382.0,2.0,18.0,42.0,81148.0
PE,INDUSTRIA,GRANDE,2007,2125946936.5,2110199945.3,2712090217.0,2691971935.0,3.39,51.2,35.5,90937.0
PE,INDUSTRIA,GRANDE,2008,203710000.0,207093604.4,225372567.0,229124021.0,2.92,10.0,38.7,98787.0
PE,INDUSTRIA,GRANDE,2009,13551069239.5,13392217959.8,15065079687.0,14888390678.0,2.98,36.6,78.9,106326.0
PE,INDUSTRIA,GRANDE,2010,359046503.3,318190969.7,371098292.0,328594358.0,3.51,32.5,65.0,102940.0
PE,INDUSTRIA,GRANDE,2011,1232605433.0,1214815743.7,1183567891.0,1166237199.0,2.08,25.1,96.0,104069.0
PE,INDUSTRIA,GRANDE,2012,3160060000.0,2821270951.7,2806474115.0,2493751041.0,2.42,34.4,89.4,102762.0
PE,INDUSTRIA,GRANDE,2013,1023543000.0,1028273977.8,856107206.0,860064269.0,1.95,36.8,87.8,107716.0
PE,INDUSTRIA,GRANDE,2014,28081000.0,21637079.3,22652468.0,17454267.0,4.87,24.0,84.0,109484.0
PE,INDUSTRIA,GRANDE,2015,48790903.0,49145280.0,38173117.0,38449218.0,1.58,18.4,53.6,96204.0
PE,INDUSTRIA,GRANDE,2016,55943151.6,55874124.4,38093308.0,38046306.0,3.01,39.0,0.0,98000.0
PE,INDUSTRIA,GRANDE,2017,480499515.0,483267274.9,329386061.0,331275012.0,2.3,18.0,62.6,96791.0
PE,INDUSTRIA,MEDIA,2005,2112639.0,2122458.2,2852766.0,2866026.0,3.5,12.0,12.0,34225.0
PE,INDUSTRIA,MEDIA,2007,3905000.0,3908993.3,4982278.0,4987373.0,1.8,12.0,78.0,37466.0
PE,INDUSTRIA,MEDIA,2018,28590000.0,28590000.0,18476041.0,18476041.0,3.9,24.0,36.0,44750.0
PE,INFRAESTRUTURA,GRANDE,2002,210752068.0,212729869.7,436780185.0,440862955.0,1.94,34.9,62.6,
PE,INFRAESTRUTURA,GRANDE,2003,10025593.0,10006142.9,15501665.0,15471591.0,4.5,3.0,117.0,
PE,INFRAESTRUTURA,GRANDE,2004,351757814.4,366614069.5,522582757.0,544470682.0,4.44,15.5,86.0,
PE,INFRAESTRUTURA,GRANDE,2005,86069440.6,50959454.2,115074347.0,68132496.0,5.0,7.0,48.0,
PE,INFRAESTRUTURA,GRANDE,2006,344593747.9,336451875.2,451461101.0,440991972.0,3.7,14.8,56.3,
PE,INFRAESTRUTURA,GRANDE,2007,29123914.0,29151575.0,37269366.0,37304780.0,1.97,12.0,60.0,
PE,INFRAESTRUTURA,GRANDE,2008,133803011.5,104002496.0,149461378.0,115943181.0,1.82,30.0,92.0,
PE,INFRAESTRUTURA,GRANDE,2009,219479000.0,211769600.5,243841862.0,235316046.0,2.86,24.0,54.0,
PE,INFRAESTRUTURA,GRANDE,2010,476450600.0,427520911.8,501286411.0,449451717.0,3.0,11.4,64.8,
PE,INFRAESTRUTURA,GRANDE,2011,299511000.0,299510999.9,292401942.0,292401942.0,2.56,18.6,60.0,
PE,INFRAESTRUTURA,GRANDE,2012,63253800.0,63253800.0,57554591.0,57554591.0,2.8,18.0,1.0,
PE,INFRAESTRUTURA,GRANDE,2013,430470000.0,325574999.8,373379469.0,282396034.0,1.96,21.2,76.8,
PE,INFRAESTRUTURA,GRANDE,2014,1845299834.9,1833595837.9,1502986106.0,1495808120.0,2.62,15.6,94.9,
PE,INFRAESTRUTURA,GRANDE,2015,2169313241.4,2623028805.3,1643000945.0,1997725617.0,2.61,19.0,198.1,
PE,INFRAESTRUTURA,GRANDE,2016,293664842.3,296519603.6,202354064.0,204321181.0,2.68,25.7,240.0,
PE,INFRAESTRUTURA,GRANDE,2017,181284443.0,181440780.8,125773863.0,125882230.0,1.64,7.3,152.0,
PE,INFRAESTRUTURA,GRANDE,2018,1474026020.0,905579694.8,946196012.0,582073019.0,2.5,4.5,179.7,
PE,INFRAESTRUTURA,PEQUENA,2003,1000000.0,1015879.8,1550025.0,1574640.0,4.0,24.0,72.0,
PI,INDUSTRIA,PEQUENA,2005,13418238.0,13510604.6,17860668.0,17983614.0,3.5,24.0,72.0,7330.0
PI,INFRAESTRUTURA,GRANDE,2008,25500000.0,25555022.2,28679300.0,28741182.0,2.0,30.0,96.0,
PI,INFRAESTRUTURA,GRANDE,2009,561077372.0,543861840.6,622915349.0,603847681.0,2.45,29.3,92.2,
PI,INFRAESTRUTURA,GRANDE,2010,200295000.0,177129446.3,210657570.0,186293511.0,4.15,24.0,96.0,
PI,INFRAESTRUTURA,GRANDE,2013,208182000.0,205959684.9,174126646.0,172267867.0,1.87,10.0,192.0,
PI,INFRAESTRUTURA,GRANDE,2014,835371300.0,835371299.9,681302820.0,681302820.0,2.44,12.9,1.0,
PI,INFRAESTRUTURA,GRANDE,2015,1921294500.0,1920840254.4,1470093254.0,1469763564.0,1.58,9.1,192.0,
PI,INFRAESTRUTURA,GRANDE,2017,1605188000.0,1586654026.0,1097473603.0,1084664146.0,3.57,14.6,170.6,
PI,INFRAESTRUTURA,GRANDE,2019,403066000.0,380000000.0,239096501.0,225413878.0,2.21,18.0,220.0,
PI,INFRAESTRUTURA,MEDIA,2016,282136000.0,282703209.7,194409947.0,194800792.0,2.05,7.0,192.0,
PR,AGROPECUARIA,GRANDE,2002,2180369.0,2220521.9,4109023.0,4184693.0,5.0,18.0,54.0,8402.0
PR,AGROPECUARIA,GRANDE,2003,9300000.0,9378259.5,14434366.0,14555831.0,5.0,6.0,60.0,9135.0
PR,AGROPECUARIA,GRANDE,2005,55717000.0,55717000.0,74740771.0,74740771.0,10.75,15.0,96.0,10294.0
PR,AGROPECUARIA,GRANDE,2007,6639600.0,6545811.1,8529568.0,8409083.0,3.27,18.0,54.0,11187.0
PR,AGROPECUARIA,GRANDE,2008,40479210.0,40488052.1,45243908.0,45253606.0,7.62,19.2,86.4,19846.0
PR,AGROPECUARIA,GRANDE,2009,36023968.0,35917665.2,39971411.0,39853067.0,4.41,6.9,56.6,19815.0
PR,AGROPECUARIA,GRANDE,2010,26323000.0,26323000.0,27727668.0,27727668.0,5.62,12.0,99.5,15750.0
PR,AGROPECUARIA,GRANDE,2011,28958586.0,24367880.8,27879712.0,23471802.0,4.39,75.0,43.0,11492.0
PR,AGROPECUARIA,GRANDE,2012,286195471.5,286195471.5,263251385.0,263251385.0,3.92,16.5,64.5,14105.0
PR,AGROPECUARIA,GRANDE,2013,20172196.0,20172196.0,17627746.0,17627746.0,3.6,18.0,54.0,14462.0
PR,AGROPECUARIA,GRANDE,2014,26972000.0,17153180.1,21757857.0,13837181.0,2.63,96.0,24.0,13881.0
PR,AGROPECUARIA,GRANDE,2016,100000000.0,100000000.0,70069291.0,70069291.0,8.75,36.0,84.0,12144.0
PR,AGROPECUARIA,GRANDE,2018,50562000.0,50687040.0,33506934.0,33591284.0,4.77,16.0,96.0,10515.0
PR,AGROPECUARIA,GRANDE,2019,38627000.0,21206305.0,23555366.0,12931946.0,7.0,36.0,84.0,4514.0
PR,AGROPECUARIA,GRANDE,2020,240187000.0,123080130.0,141454420.0,72360878.0,7.67,22.0,106.0,
PR,INDUSTRIA,GRANDE,2002,27361307.7,28833465.6,52800213.0,55641096.0,2.5,8.5,57.0,103954.0
PR,INDUSTRIA,GRANDE,2003,39066659.0,39325177.0,62047012.0,62454057.0,3.9,30.1,58.8,116427.0
PR,INDUSTRIA,GRANDE,2004,75000000.0,74970382.5,108174760.0,108132342.0,10.46,20.6,114.9,138486.0
PR,INDUSTRIA,GRANDE,2005,433168976.4,432704057.9,581762732.0,581139504.0,4.18,12.9,32.6,147651.0
PR,INDUSTRIA,GRANDE,2006,1971380552.0,1956024969.6,2562800442.0,2542895572.0,4.51,23.8,67.4,162478.0
PR,INDUSTRIA,GRANDE,2007,381880904.8,379859986.7,480066270.0,477544347.0,3.36,18.5,73.4,187181.0
PR,INDUSTRIA,GRANDE,2008,198174854.1,200216799.3,222886508.0,225317633.0,4.79,22.6,70.6,189943.0
PR,INDUSTRIA,GRANDE,2009,350164000.0,348724289.9,388779509.0,387177042.0,5.31,22.7,71.1,199441.0
PR,INDUSTRIA,GRANDE,2010,304529132.0,303814927.2,324452832.0,323705362.0,3.32,19.9,63.0,211900.0
PR,INDUSTRIA,GRANDE,2011,700987576.7,653150167.7,675916612.0,630355250.0,2.67,18.9,64.0,221903.0
PR,INDUSTRIA,GRANDE,2012,907684458.0,715284173.4,830459764.0,653074830.0,3.02,19.5,67.6,216133.0
PR,INDUSTRIA,GRANDE,2013,1711902144.3,1654099921.6,1458293805.0,1408329394.0,2.79,20.6,71.6,238702.0
PR,INDUSTRIA,GRANDE,2014,4298116261.4,4331460874.0,3481970400.0,3509064910.0,3.73,25.5,80.7,241710.0
PR,INDUSTRIA,GRANDE,2015,866585173.0,750382278.3,639748399.0,554454184.0,5.28,20.7,69.9,226847.0
PR,INDUSTRIA,GRANDE,2016,38732000.0,19731432.5,27304008.0,13881310.0,2.1,24.0,60.0,209978.0
PR,INDUSTRIA,GRANDE,2017,542157000.0,253217119.3,375656625.0,175244089.0,3.16,6.5,49.6,221963.0
PR,INDUSTRIA,GRANDE,2018,261086000.0,207920177.1,166562079.0,132563828.0,5.74,25.0,93.0,223962.0
PR,INDUSTRIA,GRANDE,2019,3050000000.0,1050000000.0,1848633112.0,637426992.0,2.24,27.0,123.0,231641.0
PR,INDUSTRIA,GRANDE,2020,34978250.5,18010447.3,19929989.0,10287966.0,1.85,24.0,66.0,
PR,INDUSTRIA,MEDIA,2005,5000000.0,5007247.8,6707635.0,6717358.0,9.0,12.0,12.0,132147.0
PR,INDUSTRIA,MEDIA,2014,22000000.0,22081109.7,17747029.0,17812459.0,2.7,24.0,72.0,172376.0
PR,INDUSTRIA,MEDIA,2015,6740600.0,5744477.4,5054131.0,4327208.0,4.33,24.0,88.0,159349.0
PR,INDUSTRIA,MEDIA,2016,9824800.0,9802775.3,6807445.0,6793189.0,1.92,14.4,76.8,152434.0
PR,INDUSTRIA,MEDIA,2017,17705000.0,17771051.3,12384281.0,12430482.0,4.12,6.0,90.0,155442.0
PR,INDUSTRIA,MEDIA,2018,38491000.0,37193636.6,25179933.0,24365312.0,3.24,21.6,88.8,155479.0
PR,INDUSTRIA,MEDIA,2020,10000000.0,10000000.0,5022850.0,5022850.0,3.19,24.0,60.0,
PR,INDUSTRIA,MICRO,2005,8776474.8,8679010.9,11914906.0,11782590.0,2.5,24.0,48.0,103811.0
PR,INDUSTRIA,PEQUENA,2007,22715000.0,22478718.1,29180847.0,28877308.0,2.45,30.0,66.0,156956.0
PR,INDUSTRIA,PEQUENA,2008,1632917.0,1746561.1,1804667.0,1930263.0,0.75,18.0,72.0,167890.0
PR,INDUSTRIA,PEQUENA,2010,1450000.0,1450000.0,1450000.0,1450000.0,4.0,18.0,72.0,178019.0
PR,INDUSTRIA,PEQUENA,2012,3706000.0,3706000.0,3324618.0,3324618.0,4.25,24.0,84.0,185536.0
PR,INDUSTRIA,PEQUENA,2013,5113000.0,5113000.0,4389053.0,4389053.0,2.42,21.0,72.0,187817.0
PR,INFRAESTRUTURA,GRANDE,2002,239215100.2,261154468.4,420175612.0,460401657.0,4.48,28.3,85.7,
PR,INFRAESTRUTURA,GRANDE,2004,142667000.0,140189095.5,212091009.0,208323255.0,5.82,31.6,60.0,
PR,INFRAESTRUTURA,GRANDE,2005,555307000.0,541057639.1,743293225.0,724183233.0,3.94,14.4,129.3,
PR,INFRAESTRUTURA,GRANDE,2006,67131000.0,66644032.5,88499582.0,87857608.0,4.5,2.7,144.0,
PR,INFRAESTRUTURA,GRANDE,2007,318667340.0,303487845.2,385049435.0,366374606.0,2.19,38.4,118.4,
PR,INFRAESTRUTURA,GRANDE,2008,935790417.8,935931382.2,1032255148.0,1032374718.0,3.72,23.0,96.0,
PR,INFRAESTRUTURA,GRANDE,2009,1975460872.5,1594361688.2,2190865768.0,1767709636.0,2.18,26.0,122.5,
PR,INFRAESTRUTURA,GRANDE,2010,80774871.0,80774870.9,85614395.0,85614394.0,2.3,17.1,78.9,
PR,INFRAESTRUTURA,GRANDE,2011,521850408.5,508827885.1,505836673.0,493286400.0,2.35,30.4,130.2,
PR,INFRAESTRUTURA,GRANDE,2012,527010467.3,461717988.6,473025999.0,412809398.0,1.74,26.6,140.5,
PR,INFRAESTRUTURA,GRANDE,2013,1072697409.7,992341804.1,924548159.0,854693810.0,2.33,27.8,80.2,
PR,INFRAESTRUTURA,GRANDE,2014,1668007478.2,1477750318.2,1354191005.0,1198865683.0,2.47,26.2,88.5,
PR,INFRAESTRUTURA,GRANDE,2015,154408075.0,146492035.7,120177757.0,114096569.0,1.92,15.1,146.3,
PR,INFRAESTRUTURA,GRANDE,2016,41907000.0,38355319.5,29363938.0,26875301.0,7.5,18.0,144.0,
PR,INFRAESTRUTURA,GRANDE,2017,159907000.0,115334749.0,108316990.0,78147649.0,4.3,6.8,106.4,
PR,INFRAESTRUTURA,GRANDE,2018,1464085000.0,1424367893.6,919584744.0,894701831.0,2.27,11.5,125.8,
PR,INFRAESTRUTURA,GRANDE,2019,374517769.0,299362760.4,229041295.0,183302585.0,3.59,27.2,135.5,
PR,INFRAESTRUTURA,GRANDE,2020,575371794.0,326895000.0,334364367.0,190305004.0,1.48,36.6,209.2,
PR,INFRAESTRUTURA,MEDIA,2012,10172500.0,8890073.0,9619937.0,8407171.0,1.4,18.0,102.0,
PR,INFRAESTRUTURA,MEDIA,2020,3861750.0,3861750.0,1956871.0,1956871.0,4.19,22.5,61.5,
RJ,AGROPECUARIA,GRANDE,2012,65000000.0,65000000.0,61732164.0,61732164.0,6.18,12.0,24.0,513.0
RJ,AGROPECUARIA,GRANDE,2014,9810000.0,9810000.0,7913561.0,7913561.0,4.0,24.0,60.0,1513.0
RJ,AGROPECUARIA,MEDIA,2012,3263000.0,3263000.0,3028677.0,3028677.0,4.0,24.0,72.0,1479.0
RJ,AGROPECUARIA,MEDIA,2015,11487000.0,6066622.2,8796323.0,4645597.0,0.0,24.0,96.0,1463.0
RJ,INDUSTRIA,GRANDE,2002,190890707.8,225348930.2,347745808.0,410264948.0,4.1,7.2,64.8,107180.0
RJ,INDUSTRIA,GRANDE,2003,30217722.2,28105637.9,47408163.0,44092389.0,3.56,21.0,147.0,115091.0
RJ,INDUSTRIA,GRANDE,2004,387207000.0,399751441.9,529763104.0,546946590.0,4.0,31.5,63.0,124598.0
RJ,INDUSTRIA,GRANDE,2005,184928098.3,184202227.4,246722580.0,245731452.0,5.85,12.4,37.5,134902.0
RJ,INDUSTRIA,GRANDE,2006,51128721.4,51260380.9,67517673.0,67691692.0,3.57,13.0,55.0,152316.0
RJ,INDUSTRIA,GRANDE,2007,3087868436.0,3049246386.3,3953036631.0,3903498329.0,2.28,29.4,75.5,165072.0
RJ,INDUSTRIA,GRANDE,2008,1034773345.8,1045274761.0,1147729766.0,1159385291.0,3.24,29.9,46.7,178855.0
RJ,INDUSTRIA,GRANDE,2009,413790000.0,376955586.4,459733802.0,418690884.0,4.24,24.0,57.9,178860.0
RJ,INDUSTRIA,GRANDE,2010,1286279878.7,1167211675.0,1365430998.0,1239759226.0,3.95,32.3,42.6,202836.0
RJ,INDUSTRIA,GRANDE,2011,828383876.5,842879569.2,798416838.0,812051583.0,2.88,22.6,61.3,221992.0
RJ,INDUSTRIA,GRANDE,2012,8452864029.7,8413216089.0,7663830082.0,7628694852.0,2.39,21.5,62.1,238872.0
RJ,INDUSTRIA,GRANDE,2013,10989963715.3,3864995483.6,9340630290.0,3277221411.0,2.63,28.9,65.4,239988.0
RJ,INDUSTRIA,GRANDE,2014,458979902.7,459792404.2,374182465.0,374887328.0,2.5,21.1,66.9,242312.0
RJ,INDUSTRIA,GRANDE,2015,335487105.5,321052858.0,259634114.0,248562044.0,2.96,23.4,59.8,211335.0
RJ,INDUSTRIA,GRANDE,2016,255870000.0,248512341.8,176002598.0,170941564.0,1.6,30.0,60.0,189735.0
RJ,INDUSTRIA,GRANDE,2017,285250886.3,207701358.8,197195542.0,143642127.0,3.45,22.9,65.2,181897.0
RJ,INDUSTRIA,GRANDE,2019,555839000.0,209140469.1,334471678.0,127322190.0,1.87,31.2,21.6,179122.0
RJ,INDUSTRIA,MEDIA,2005,8580000.0,8587975.4,11494550.0,11505235.0,4.75,18.0,36.0,103945.0
RJ,INDUSTRIA,MEDIA,2006,52199750.7,50075938.8,69679462.0,66844466.0,2.8,10.8,85.2,116516.0
RJ,INDUSTRIA,MEDIA,2007,16500000.0,16505467.4,21124843.0,21131843.0,4.0,12.0,36.0,111039.0
RJ,INDUSTRIA,MEDIA,2008,3000000.0,3000000.0,3440985.0,3440985.0,4.5,36.0,60.0,119433.0
RJ,INDUSTRIA,MEDIA,2009,2500000.0,2500000.0,2780013.0,2780013.0,3.5,24.0,60.0,122439.0
RJ,INDUSTRIA,MEDIA,2011,10057750.0,7771141.0,9819024.0,7586688.0,3.38,24.0,90.0,132848.0
RJ,INDUSTRIA,MEDIA,2013,10000000.0,10000000.0,8651183.0,8651183.0,3.5,24.0,36.0,135364.0
RJ,INDUSTRIA,MEDIA,2014,20000000.0,15257000.0,16133662.0,12307564.0,4.0,24.0,96.0,137390.0
RJ,INDUSTRIA,MEDIA,2018,52706358.7,50153258.0,33596592.0,31989044.0,1.86,32.4,118.8,107120.0
RJ,INDUSTRIA,PEQUENA,2008,3992000.0,4002237.1,4652419.0,4664350.0,1.0,24.0,48.0,110583.0
RJ,INDUSTRIA,PEQUENA,2015,1252000.0,400000.0,1002302.0,320224.0,0.0,48.0,72.0,105429.0
RJ,INFRAESTRUTURA,GRANDE,2002,1709210077.8,1722741440.0,3475811297.0,3514754509.0,4.63,23.8,91.4,
RJ,INFRAESTRUTURA,GRANDE,2003,2351740299.6,2381711050.6,3664153009.0,3711179465.0,4.45,18.4,68.8,
RJ,INFRAESTRUTURA,GRANDE,2004,1658514045.1,1565997396.2,2344404911.0,2216124634.0,4.31,10.4,88.4,
RJ,INFRAESTRUTURA,GRANDE,2005,793790700.0,628152149.7,1072262211.0,849570578.0,3.91,18.8,147.6,
RJ,INFRAESTRUTURA,GRANDE,2006,1730733016.2,1640423724.2,2280687027.0,2162654190.0,3.54,21.8,115.2,
RJ,INFRAESTRUTURA,GRANDE,2007,6595693096.2,6779036549.7,8370418022.0,8613876386.0,3.07,35.7,198.7,
RJ,INFRAESTRUTURA,GRANDE,2008,1221541451.5,1066892860.2,1383948666.0,1206661928.0,3.68,33.6,161.8,
RJ,INFRAESTRUTURA,GRANDE,2009,4083955419.4,3287735661.7,4537550011.0,3652558727.0,3.08,24.7,155.7,
RJ,INFRAESTRUTURA,GRANDE,2010,3708863308.4,3739352720.0,3830559243.0,3871214799.0,3.09,20.1,175.0,
RJ,INFRAESTRUTURA,GRANDE,2011,9113234853.1,5485583884.0,8879083917.0,5318463645.0,3.04,24.1,125.1,
RJ,INFRAESTRUTURA,GRANDE,2012,8059099924.9,6209352587.1,7176408111.0,5542733953.0,2.95,21.9,128.2,
RJ,INFRAESTRUTURA,GRANDE,2013,9152602687.6,8763985360.9,7909163101.0,7579746660.0,2.51,22.3,111.6,
RJ,INFRAESTRUTURA,GRANDE,2014,9492759452.1,9172718651.9,7764549971.0,7501574177.0,2.87,16.2,122.5,
RJ,INFRAESTRUTURA,GRANDE,2015,4786240512.8,4569476431.9,3606188687.0,3445326983.0,3.63,17.1,141.7,
RJ,INFRAESTRUTURA,GRANDE,2016,1858127716.7,1851023397.1,1314705924.0,1309720093.0,2.61,12.1,144.5,
RJ,INFRAESTRUTURA,GRANDE,2017,1972515783.3,1780850908.4,1357724011.0,1224372930.0,3.4,13.8,115.8,
RJ,INFRAESTRUTURA,GRANDE,2018,1006134985.2,533391361.2,651768451.0,346940896.0,3.2,22.8,107.5,
RJ,INFRAESTRUTURA,GRANDE,2019,2068768520.2,854354395.4,1227364653.0,506989553.0,2.63,21.2,127.2,
RJ,INFRAESTRUTURA,MEDIA,2002,132751410.2,150897162.6,266313765.0,301045519.0,4.5,18.5,189.8,
RJ,INFRAESTRUTURA,MEDIA,2003,142732703.7,125723023.8,224091734.0,197389613.0,4.38,18.8,180.0,
